customer_id,snapshot_date,customer_type,gender,primary_channel,total_views_7d,add_to_cart_7d,purchase_7d,recency_days,orders_30d,orders_90d,orders_365d,revenue_30d,revenue_90d,revenue_365d,aov_90d,channel_web_orders_90d,channel_store_orders_90d,channel_marketplace_orders_90d,avg_discount_rate_90d,discounted_line_ratio_90d,interest_top_category_90d,top_category_share_90d,unique_categories_90d,unique_products_90d,category_mix_entropy_90d,tickets_30d,open_tickets,avg_resolution_time_hours_90d,csat_avg_90d,churn_label_30d,future_revenue_6m,future_revenue_12m,segment_hint
cust_01704ba0a4e0,2025-10-07,retail,female,web,37,5,0,60,1,3,8,36463.12,89950.2,682980.48,29983.4,3,0,0,0.3841,0.3665,Chưa rõ,0.1967,3,6,0.8825,0,0,44.72,2.94,1,80312.56,796496.41,Regular
cust_faf68a74d02d,2025-04-25,wholesale,male,web,39,4,0,28,1,2,3,125058.66,205981.6,938075.47,102990.8,2,0,0,0.3974,0.4497,Chưa rõ,0.4222,1,6,0.0,1,0,11.69,4.71,0,304872.73,1033771.95,Regular
cust_67da828f6061,2026-02-13,retail,female,web,28,3,2,15,1,2,6,98159.66,193201.68,607786.39,96600.84,1,1,0,0.4112,0.3623,Chưa rõ,0.4719,2,6,0.3661,0,0,18.22,4.32,0,338870.94,668390.41,Regular
cust_9b8efe1e2589,2026-03-04,vip,female,web,22,1,0,155,0,1,3,1968477.26,2753213.17,7242586.25,2753213.17,1,0,0,0.3721,0.6161,Chưa rõ,0.7696,2,2,0.1597,2,2,45.01,2.95,1,1126951.0,8523809.17,At-risk Dormant
cust_a20206262b1f,2025-11-03,wholesale,male,marketplace,32,2,2,25,1,2,10,83746.79,141158.71,712444.33,70579.36,0,0,2,0.287,0.4666,Chưa rõ,0.6458,3,8,0.3891,2,0,5.67,4.21,0,195166.6,1457098.73,Regular
cust_72cf216bb3ca,2025-04-10,unknown,female,store,39,6,2,1,1,2,10,240496.45,470822.25,3052017.76,235411.12,0,1,1,0.3517,0.3225,Chưa rõ,0.3798,1,6,0.0,0,0,13.23,4.55,0,463883.0,5406847.93,Regular
cust_5e0ec4217840,2025-06-01,retail,female,store,31,2,2,37,1,1,7,91702.94,158640.39,484541.58,158640.39,0,1,0,0.2817,0.6343,Chưa rõ,0.203,3,2,0.8756,0,0,25.85,3.67,0,203333.26,1304269.01,New / One-time
cust_7aec960e1a03,2025-12-24,retail,female,web,19,3,1,156,0,1,4,191931.23,462303.17,2226317.07,462303.17,1,0,0,0.3885,0.4692,Chưa rõ,0.2229,5,2,1.2507,1,0,20.55,3.09,1,257668.13,2859441.27,At-risk Dormant
cust_08c19416dbd3,2025-01-26,retail,other,web,13,1,0,45,0,1,5,22832.36,61638.52,189976.78,61638.52,1,0,0,0.303,0.7637,Chưa rõ,0.6088,2,2,0.2711,1,1,40.22,3.26,0,119984.4,471165.52,New / One-time
cust_02b4fcfa702c,2025-05-07,vip,female,store,39,5,0,1,1,2,6,460320.02,1761725.09,6846768.09,880862.54,0,2,0,0.3242,0.6565,Chưa rõ,0.2118,4,5,1.0927,2,0,11.48,4.38,0,1858798.19,10715588.74,Regular
cust_a1bb4f1f0055,2025-03-14,wholesale,female,web,20,3,0,1,2,4,11,15027.82,42723.31,200252.19,10680.83,3,1,0,0.3701,0.6934,Chưa rõ,0.3896,3,11,0.6706,0,0,39.09,4.56,0,65247.42,542026.7,Loyal Budget
cust_b94269b03351,2025-06-27,retail,male,web,11,1,1,80,0,1,3,83639.45,115867.52,698693.67,115867.52,1,0,0,0.4253,0.9158,Chưa rõ,0.15,5,2,1.368,1,0,14.96,3.61,0,154996.86,1203913.88,At-risk Dormant
cust_75ccac3d1d25,2025-06-02,unknown,male,store,43,4,4,44,1,3,8,97780.05,278002.25,768898.5,92667.42,0,2,1,0.3439,0.493,Chưa rõ,0.485,3,10,0.5658,1,0,7.9,2.17,1,164220.33,615507.99,Regular
cust_276fed588d4e,2025-08-13,retail,female,marketplace,42,5,3,28,2,3,6,232864.36,448504.88,2327602.07,149501.63,1,0,2,0.4105,0.3573,Chưa rõ,0.6877,3,7,0.3432,3,1,7.67,3.65,0,803074.04,5339175.2,Regular
cust_373d119bcf95,2025-06-14,retail,female,web,12,2,1,41,0,1,2,495557.26,1660691.88,3990531.58,1660691.88,1,0,0,0.2978,1.0,Chưa rõ,0.5962,3,4,0.4436,0,0,12.41,4.44,0,2286057.47,8300936.5,Regular
cust_5afa89e3da65,2025-10-27,unknown,male,web,27,2,0,58,0,1,5,118274.3,388364.0,2056124.2,388364.0,1,0,0,0.3687,0.6949,Chưa rõ,0.2287,4,4,1.0693,0,0,35.91,3.21,0,426258.5,2082216.14,Regular
cust_cc24ec207c93,2025-09-09,retail,female,web,41,3,1,9,1,4,10,369727.37,557184.05,4223744.25,139296.01,4,0,0,0.2577,0.4219,Chưa rõ,0.6474,2,12,0.2444,1,0,27.61,2.99,0,1126825.01,5094039.31,Regular
cust_8037841fc0c5,2025-06-11,unknown,female,web,13,1,1,45,0,1,4,111075.67,381837.37,886180.75,381837.37,1,0,0,0.3536,0.3635,Chưa rõ,0.705,2,2,0.2044,1,0,48.08,4.25,0,822313.09,1369570.41,New / One-time
cust_bba8a9ed9d9a,2025-09-12,retail,female,web,42,2,1,23,1,2,4,514049.71,792137.55,6962579.9,396068.77,2,0,0,0.3525,0.2932,Chưa rõ,0.7571,3,8,0.2668,0,0,21.54,4.64,0,826901.49,17125532.12,Regular
cust_c9d22de56ab8,2026-03-02,retail,female,web,11,1,0,54,0,2,4,55855.83,77883.63,452980.79,38941.81,1,1,0,0.3408,1.0,Chưa rõ,0.4287,3,4,0.6276,0,0,41.64,4.84,0,116894.62,504271.78,Regular
cust_569d37ccce87,2025-09-04,vip,male,web,25,1,0,83,1,2,4,772317.35,1904596.21,7704680.97,952298.11,2,0,0,0.334,0.4778,Chưa rõ,0.8357,2,7,0.1139,1,0,18.74,3.08,1,1521812.0,10377690.18,At-risk Dormant
cust_cddfbb06df39,2025-04-11,wholesale,female,web,12,1,0,99,0,1,5,574355.25,1511691.36,4160547.63,1511691.36,1,0,0,0.2588,0.4394,Chưa rõ,0.6149,2,2,0.267,1,0,13.08,3.11,1,1323462.95,2948160.27,At-risk Dormant
cust_d238ee3fc66a,2025-03-22,retail,male,marketplace,22,2,1,154,0,1,7,137046.47,221396.12,1202790.68,221396.12,0,0,1,0.3667,0.6989,Chưa rõ,0.5413,2,2,0.318,0,0,33.69,3.21,1,151743.42,790022.11,At-risk Dormant
cust_8813dae7ab95,2025-07-17,unknown,female,web,24,3,0,1,1,6,12,497126.97,1060045.33,3600393.03,176674.22,5,1,0,0.3142,0.5895,Chưa rõ,0.2716,3,14,0.8002,0,0,27.61,3.99,0,1086286.83,9450257.73,Loyal Budget
cust_6296410781d1,2025-07-16,retail,male,web,34,2,3,17,1,2,5,126855.71,170983.48,1085778.98,85491.74,2,0,0,0.3834,0.7207,Chưa rõ,0.3697,4,4,0.8738,1,0,14.58,5.0,0,299095.07,2252054.76,Regular
cust_f19c225ae7ec,2025-04-12,retail,male,web,28,1,0,11,1,1,2,78918.27,106533.03,355526.39,106533.03,1,0,0,0.2748,0.5462,Chưa rõ,0.5622,4,2,0.607,0,0,6.89,4.2,0,180286.89,584010.02,New / One-time
cust_a732de6f2860,2025-10-22,vip,female,web,32,1,0,18,1,2,5,436072.55,1301317.31,3147096.32,650658.66,2,0,0,0.3632,0.7698,Chưa rõ,0.3074,3,6,0.7609,1,0,13.77,4.76,0,2054622.64,8048485.36,Regular
cust_c74c82d383dc,2025-03-14,retail,male,web,32,4,1,1,2,3,5,2844728.02,5856064.13,16312421.19,1952021.38,3,0,0,0.2688,0.6633,Chưa rõ,0.6137,2,6,0.2678,0,0,13.11,3.66,0,12863686.8,42010919.36,Regular
cust_c02a003d2ac3,2025-05-10,retail,female,marketplace,29,2,1,4,1,5,9,275772.9,670159.46,1788372.84,134031.89,1,0,4,0.2487,1.0,Chưa rõ,0.5764,1,19,0.0,0,0,6.92,4.07,0,1049920.07,3582974.61,Loyal Budget
cust_f01d237ab566,2026-02-08,unknown,female,web,45,5,0,15,1,1,5,83781.11,198737.36,539351.9,198737.36,1,0,0,0.3357,0.524,Chưa rõ,0.3186,5,2,1.0967,0,0,37.66,3.91,0,414695.71,797796.27,New / One-time
cust_c662126d7801,2025-08-21,retail,male,web,22,3,1,102,1,1,3,1779103.04,2555086.03,10331967.41,2555086.03,1,0,0,0.3303,0.3423,Chưa rõ,0.95,1,2,0.0,0,0,24.32,2.98,1,2148644.04,8650487.96,At-risk Dormant
cust_cc0e8411bdc5,2025-11-19,retail,other,web,28,3,2,9,0,0,2,212732.46,368041.78,1292560.59,0.0,0,0,0,0.3047,0.7394,Chưa rõ,0.4272,1,1,0.0,1,0,13.02,3.52,0,757661.51,3082888.28,New / One-time
cust_c0fe4fc3922d,2025-09-13,retail,female,web,11,2,0,105,0,1,6,734632.78,1247471.21,2850162.72,1247471.21,1,0,0,0.2742,0.6801,Chưa rõ,0.666,2,2,0.2315,0,0,3.25,3.43,1,1065715.7,2862701.78,At-risk Dormant
cust_8bde50e8f5ef,2025-09-27,retail,male,web,25,2,1,60,1,1,7,102487.93,202909.1,566764.61,202909.1,1,0,0,0.2771,0.6812,Chưa rõ,0.7346,6,3,0.4755,0,0,7.73,3.86,1,97728.97,314387.64,New / One-time
cust_628d96b2468c,2025-07-22,retail,female,store,21,3,0,113,0,1,8,65491.86,91400.69,420142.69,91400.69,0,1,0,0.3401,0.3114,Chưa rõ,0.5449,2,3,0.3155,2,1,40.39,3.57,1,44227.72,555366.87,At-risk Dormant
cust_618d91027b24,2025-05-03,vip,male,web,15,2,0,135,0,1,6,432561.43,1008589.45,5186134.59,1008589.45,1,0,0,0.2596,0.8979,Chưa rõ,0.2477,4,3,1.0429,0,0,43.56,3.35,1,523680.32,3783073.4,At-risk Dormant
cust_941562292930,2025-06-10,retail,female,web,25,3,0,125,0,2,4,64446.57,106448.35,777756.13,53224.17,2,0,0,0.3452,0.3426,Chưa rõ,0.6333,2,7,0.2541,1,0,66.26,3.66,1,91644.2,1086819.48,At-risk Dormant
cust_23b03402d474,2025-12-01,unknown,male,web,29,2,5,45,1,2,3,139113.89,257412.27,706383.98,128706.14,2,0,0,0.4268,0.2904,Chưa rõ,0.303,3,6,0.7658,1,1,39.16,2.74,1,236860.25,504360.02,Regular
cust_d97073401aa3,2025-08-10,vip,female,web,33,5,0,4,1,3,7,103416.29,141631.29,1065872.69,47210.43,3,0,0,0.3574,0.5739,Chưa rõ,0.1895,5,7,1.3045,1,0,12.11,4.18,0,167270.26,2687720.27,Regular
cust_8b3c0880b97f,2025-04-27,retail,male,store,25,3,0,38,1,2,7,50044.56,190674.39,1575923.69,95337.2,0,2,0,0.2832,0.4983,Chưa rõ,0.2616,3,5,0.8112,1,0,18.37,4.94,0,187911.63,2038410.12,Regular
cust_b6f7a518e7b0,2025-10-08,unknown,female,web,37,4,2,52,2,5,11,148814.26,492255.54,1311881.24,98451.11,5,0,0,0.3119,0.8316,Chưa rõ,0.5045,2,15,0.3435,0,0,3.62,4.27,0,1082252.65,2563293.09,Loyal Budget
cust_3e77020ee3e9,2026-02-15,retail,female,web,33,4,1,30,2,4,7,209762.28,630043.26,1720605.69,157510.82,3,1,0,0.2644,0.7708,Chưa rõ,0.4361,2,12,0.3909,0,0,16.15,3.88,0,1175405.61,4221572.24,Loyal Budget
cust_ef04fc129466,2025-12-07,wholesale,male,web,16,1,0,118,0,1,3,91786.1,184597.74,548430.86,184597.74,1,0,0,0.2847,0.687,Chưa rõ,0.6938,3,4,0.3364,1,0,35.04,3.47,1,140343.07,370475.75,At-risk Dormant
cust_23fa25f98706,2025-11-28,retail,male,web,38,3,2,83,1,2,7,813107.4,1779374.11,5999122.9,889687.05,1,1,0,0.4197,0.4478,Chưa rõ,0.3508,4,8,0.9,0,0,1.55,3.46,1,778549.48,9140991.99,At-risk Dormant
cust_e5d965f453c3,2025-06-18,wholesale,male,web,46,5,1,34,1,4,8,66640.83,95894.89,456359.95,23973.72,4,0,0,0.3285,0.3265,Chưa rõ,0.5055,5,12,0.7958,1,0,5.74,3.7,0,140353.98,566926.44,Loyal Budget
cust_6263d0ea93fe,2025-02-24,retail,female,web,12,1,0,102,0,1,4,92295.47,329361.85,882566.69,329361.85,1,0,0,0.3111,0.412,Chưa rõ,0.1705,4,4,1.15,1,1,27.88,1.6,1,246669.21,634154.02,At-risk Dormant
cust_bed4844a95f4,2025-10-18,retail,female,web,22,3,1,91,0,1,5,73090.99,193903.34,940829.85,193903.34,1,0,0,0.3227,1.0,Chưa rõ,0.499,4,3,0.6945,2,1,12.12,2.54,1,184009.32,1393395.52,At-risk Dormant
cust_a2b439bf00ba,2025-07-28,retail,female,store,26,3,0,45,1,2,5,341304.18,546851.66,1360836.64,273425.83,0,2,0,0.2972,0.4648,Chưa rõ,0.7262,3,6,0.3008,3,0,16.75,4.22,0,1100258.64,2522364.79,Regular
cust_5088245319e0,2025-06-30,retail,female,web,21,3,0,76,0,1,4,256072.67,364013.4,2447655.87,364013.4,1,0,0,0.315,0.2954,Chưa rõ,0.4704,3,4,0.5818,0,0,98.69,3.8,0,609972.87,5526658.91,At-risk Dormant
cust_44706dee198b,2025-11-10,wholesale,male,web,35,3,0,13,1,2,4,279830.52,470566.69,2788771.14,235283.35,2,0,0,0.2518,0.7011,Chưa rõ,0.15,3,7,0.9338,0,0,20.25,4.44,0,805938.92,7628359.57,Regular
cust_83d2a2194f43,2025-11-02,unknown,female,web,44,3,0,1,2,4,10,46937.04,106864.53,536869.69,26716.13,4,0,0,0.2463,0.56,Chưa rõ,0.7906,2,14,0.1452,0,0,34.18,4.54,0,175009.77,842764.41,Loyal Budget
cust_78e3fa3f7d17,2025-12-11,unknown,other,marketplace,34,3,2,1,1,2,5,551246.55,1157363.93,4257776.29,578681.97,0,0,2,0.4241,0.4462,Chưa rõ,0.2726,3,8,0.7991,0,0,5.43,4.53,0,1445231.22,4777179.38,Regular
cust_f1e7c35bb1d5,2025-11-14,retail,female,web,20,3,0,49,0,1,8,57298.32,111972.41,595135.11,111972.41,1,0,0,0.3532,0.7066,Chưa rõ,0.8567,4,3,0.1987,2,2,58.93,3.65,0,167064.3,1047255.64,New / One-time
cust_84ef0037b690,2025-03-07,retail,female,web,29,4,1,54,0,0,1,1497951.42,2133376.86,5927871.59,0.0,0,0,0,0.28,0.467,Chưa rõ,0.5683,5,1,0.6947,0,0,33.8,4.22,0,4493959.62,10772106.45,Regular
cust_d0203282ac04,2025-08-28,vip,male,web,29,4,0,82,1,2,4,180873.64,386780.07,1683129.91,193390.04,2,0,0,0.3483,0.3981,Chưa rõ,0.15,3,8,0.9338,0,0,9.85,3.38,1,180700.25,2263645.85,At-risk Dormant
cust_402bac51ddae,2025-03-25,retail,female,web,23,2,1,104,0,1,5,101186.43,192259.91,1290281.42,192259.91,1,0,0,0.3281,0.5748,Chưa rõ,0.5974,3,3,0.4423,0,0,9.46,3.2,1,119986.84,808164.51,At-risk Dormant
cust_8fdc6d4351a6,2025-10-19,retail,male,web,29,2,0,86,1,3,6,179452.4,343731.1,1611177.6,114577.03,3,0,0,0.315,0.3497,Chưa rõ,0.4052,3,5,0.6535,0,0,44.35,3.08,1,326743.71,982247.44,At-risk Dormant
cust_c17b397dfb11,2025-10-21,retail,female,store,31,5,1,22,2,4,7,163551.1,567936.9,2288387.69,141984.23,0,4,0,0.4156,0.3458,Chưa rõ,0.2682,3,14,0.804,0,0,6.97,5.0,0,556666.45,6087525.64,Loyal Budget
cust_097b93f8125c,2025-05-03,retail,male,store,19,1,0,78,0,1,3,334842.53,888604.95,3920287.76,888604.95,0,1,0,0.306,0.389,Chưa rõ,0.4103,3,3,0.6478,0,0,44.52,3.83,1,861288.49,2459123.95,At-risk Dormant
cust_fe8337420dc8,2025-09-07,unknown,female,web,30,2,2,93,1,2,5,67527.74,155697.42,805677.68,77848.71,2,0,0,0.4066,0.6486,Chưa rõ,0.6162,3,5,0.4217,0,0,7.83,3.08,1,119457.26,1216997.47,At-risk Dormant
cust_86082358d6f9,2025-02-26,vip,female,web,41,2,0,34,1,2,7,1130734.66,1825877.43,5413351.13,912938.71,2,0,0,0.2522,0.7942,Chưa rõ,0.3828,2,4,0.4278,0,0,28.95,4.58,0,3053439.66,7819903.16,Regular
cust_084c7bf5cc90,2025-01-15,retail,female,web,45,3,0,63,1,2,7,159557.94,509750.77,1276684.41,254875.38,2,0,0,0.4061,0.3413,Chưa rõ,0.6909,2,8,0.2142,0,0,49.0,3.38,1,219806.07,1733578.18,At-risk Dormant
cust_3c5020c4fdf6,2025-11-01,unknown,female,web,30,3,1,67,1,1,4,358253.43,718435.62,1952840.59,718435.62,1,0,0,0.3932,0.5528,Chưa rõ,0.333,2,2,0.4623,1,1,25.66,2.28,1,394753.76,1419344.79,At-risk Dormant
cust_ddf46464ef14,2025-07-05,vip,female,store,23,4,2,105,1,2,5,410483.62,663209.77,4200587.16,331604.88,0,2,0,0.3706,1.0,Chưa rõ,0.5788,2,6,0.292,0,0,56.66,2.59,1,545009.87,4469572.32,At-risk Dormant
cust_356df76a1b7f,2025-06-15,vip,female,web,9,1,1,81,1,2,5,30900.75,122383.07,1179915.75,61191.53,2,0,0,0.3698,0.4455,Chưa rõ,0.4104,2,5,0.4087,0,0,37.67,2.98,1,58461.83,981863.6,At-risk Dormant
cust_5e029814f5d3,2025-10-21,retail,female,web,21,2,0,22,1,2,4,134497.73,238513.63,576285.58,119256.81,1,1,0,0.2885,0.5412,Chưa rõ,0.424,1,3,0.0,0,0,20.52,3.84,0,265644.37,939514.54,Regular
cust_099c4e52cc0b,2025-05-27,retail,female,web,25,2,1,25,1,2,7,250267.83,528068.71,2410143.84,264034.36,2,0,0,0.3098,0.7817,Chưa rõ,0.4346,2,4,0.3919,1,0,19.48,4.94,0,482749.04,3358042.54,Regular
cust_c3f42afbb739,2025-11-07,vip,female,marketplace,25,4,2,1,2,5,9,153002.74,431122.9,1151402.38,86224.58,0,0,5,0.2876,0.2648,Chưa rõ,0.5152,1,17,0.0,0,0,12.77,4.77,0,495848.6,2371044.46,Loyal Budget
cust_11817a0226ff,2025-06-02,retail,female,store,20,3,1,28,1,1,6,292886.44,400293.81,1076654.68,400293.81,0,1,0,0.3308,0.6137,Chưa rõ,0.7712,2,2,0.1586,0,0,41.17,3.74,0,686989.66,2995429.47,New / One-time
cust_c7075e071dc3,2025-11-04,vip,female,web,25,2,0,109,0,1,4,547779.52,1056328.97,3957297.26,1056328.97,1,0,0,0.3097,0.6766,Chưa rõ,0.7225,4,3,0.3847,2,2,21.67,2.24,1,1011817.57,3278486.93,At-risk Dormant
cust_63f3e5e6bd85,2025-11-08,retail,female,web,31,4,0,24,2,3,6,460382.58,792186.4,2689973.03,264062.13,3,0,0,0.2393,0.6341,Chưa rõ,0.409,2,7,0.4097,1,1,14.83,3.13,0,1005372.41,6769978.0,Regular
cust_f746239c205a,2025-07-17,vip,female,web,19,2,0,12,1,2,12,236676.19,480716.88,3411495.51,240358.44,2,0,0,0.3054,0.4208,Chưa rõ,0.4185,2,5,0.4031,1,0,15.68,3.9,0,633722.41,8328507.91,Regular
cust_bece92bb6fdb,2025-09-05,retail,female,web,31,2,1,19,1,5,10,146832.89,416843.93,2514727.31,83368.79,5,0,0,0.3024,1.0,Chưa rõ,0.6189,4,8,0.5283,0,0,59.75,3.49,0,723006.6,7004204.63,Loyal Budget
cust_3d8a33e60ab2,2025-06-24,unknown,female,web,31,4,0,1,1,2,7,545643.78,1748115.16,13570601.17,874057.58,2,0,0,0.2739,0.4681,Chưa rõ,0.5233,4,7,0.6609,0,0,28.01,4.47,0,2128028.76,33114477.59,Regular
cust_52ec439e43a4,2025-10-16,retail,female,web,25,3,0,100,1,3,6,402856.29,618516.99,2234175.59,206172.33,3,0,0,0.354,0.8555,Chưa rõ,0.719,3,11,0.3087,0,0,29.81,2.88,1,311092.85,2052147.28,At-risk Dormant
cust_2b86b82e904c,2025-04-15,retail,female,web,44,6,3,95,2,3,7,96187.99,323685.23,1663658.62,107895.08,2,1,0,0.2916,0.6323,Chưa rõ,0.7084,3,9,0.3203,0,0,31.07,3.14,1,206082.62,2113370.95,At-risk Dormant
cust_29356cf78990,2025-08-05,retail,male,store,24,2,1,29,2,4,9,77286.36,251539.85,2162967.57,62884.96,0,4,0,0.3958,1.0,Chưa rõ,0.896,5,14,0.1674,0,0,22.38,4.7,0,389879.37,4659707.13,Loyal Budget
cust_da5139ab9d2b,2025-10-23,retail,female,web,41,4,0,6,1,2,7,161521.82,243757.79,1212529.56,121878.89,2,0,0,0.394,0.3665,Chưa rõ,0.95,2,4,0.0347,0,0,24.62,3.97,0,413139.43,3035639.16,Regular
cust_ea38b30ab6d2,2025-11-17,vip,female,web,22,3,0,119,0,0,1,1129939.85,1656610.77,5239472.94,0.0,0,0,0,0.3432,0.6169,Chưa rõ,0.627,3,1,0.4097,0,0,57.11,1.01,1,1046180.75,4268521.59,At-risk Dormant
cust_aa3c5aa5e58e,2025-02-21,retail,female,web,24,1,2,43,1,1,3,171028.44,301667.91,687148.92,301667.91,1,0,0,0.3188,0.8045,Chưa rõ,0.3786,2,2,0.4307,3,1,10.34,5.0,0,381442.73,1443835.79,New / One-time
cust_7ff73448eaf4,2025-12-26,retail,female,web,20,3,0,150,0,2,5,985791.5,1553374.98,8426988.27,776687.49,2,0,0,0.2888,0.4508,Chưa rõ,0.1503,4,4,1.1779,1,0,32.72,3.36,1,800586.59,8866282.04,At-risk Dormant
cust_0ac5dfd4f78a,2026-03-28,retail,other,web,21,2,0,50,0,1,4,166666.14,242842.34,552546.88,242842.34,1,0,0,0.3769,0.2704,Chưa rõ,0.5658,2,4,0.301,1,0,10.57,4.21,0,353267.43,722220.63,New / One-time
cust_b0161127768a,2025-10-09,retail,male,web,25,4,1,23,1,2,9,45470.83,104870.2,539614.16,52435.1,2,0,0,0.3144,0.3231,Chưa rõ,0.7048,3,4,0.3244,0,0,5.34,3.56,0,143674.83,981229.98,Regular
cust_6d3bd3e5d7e5,2025-04-17,retail,female,web,17,2,2,121,0,1,5,128977.18,190860.42,1877076.58,190860.42,1,0,0,0.3799,0.3064,Chưa rõ,0.428,3,2,0.6284,1,0,53.66,2.51,1,134493.83,1712078.81,At-risk Dormant
cust_afbce4fea197,2025-08-01,wholesale,female,web,28,3,0,48,1,2,8,87098.35,220790.09,974429.2,110395.04,2,0,0,0.393,0.7081,Chưa rõ,0.15,5,4,1.368,1,0,13.48,3.23,1,105158.77,932596.39,Regular
cust_80b7da582bd9,2025-08-04,retail,female,web,42,5,5,28,1,3,7,221468.4,392131.21,2201802.24,130710.4,2,0,1,0.3143,0.5352,Chưa rõ,0.4177,3,5,0.6397,2,0,3.58,3.07,0,355055.16,3310089.41,Regular
cust_957bb2bb4024,2025-08-26,vip,male,web,35,4,3,31,1,2,5,73094.83,274917.95,723941.68,137458.97,2,0,0,0.3438,0.3164,Chưa rõ,0.3301,1,6,0.0,0,0,20.3,4.7,0,303219.49,1388451.36,Regular
cust_add648e83881,2025-10-30,vip,female,web,24,2,1,64,0,1,4,459402.82,619400.57,1803168.73,619400.57,1,0,0,0.3298,0.2731,Chưa rõ,0.2313,3,2,0.8445,1,0,31.08,3.7,0,869300.1,4776731.16,At-risk Dormant
cust_d3b916e89992,2025-07-02,unknown,female,store,36,4,1,13,1,1,3,61103.18,213257.06,577972.41,213257.06,0,1,0,0.4,0.4104,Chưa rõ,0.15,6,2,1.523,0,0,50.74,4.2,0,384620.79,1164154.05,New / One-time
cust_50122ba80e7c,2025-07-21,retail,female,web,40,4,2,1,2,4,9,611878.33,1668602.73,5439888.69,417150.68,3,0,1,0.3835,0.7332,Chưa rõ,0.6911,2,14,0.2141,1,0,10.13,4.39,0,3482305.21,14974691.4,Regular
cust_440a273ac255,2025-12-02,retail,female,web,32,2,0,34,1,4,8,64740.25,198512.35,488945.51,49628.09,3,0,1,0.2917,0.616,Chưa rõ,0.7592,2,7,0.1669,0,0,25.14,3.69,0,254143.62,824333.59,Loyal Budget
cust_d181b5beae9b,2025-06-02,retail,other,web,35,4,0,1,2,5,12,467920.98,1093329.96,2498556.97,218665.99,5,0,0,0.3101,0.3369,Chưa rõ,0.5896,3,16,0.4509,1,1,5.28,4.21,0,1138699.18,5536625.81,Loyal Budget
cust_ee42bfad6535,2025-02-13,retail,female,web,38,2,1,7,1,2,5,211600.3,360510.14,1286482.91,180255.07,2,0,0,0.3562,0.7778,Chưa rõ,0.8075,5,7,0.3099,2,0,23.99,3.89,0,425647.54,2185064.64,Regular
cust_40546f13f057,2025-11-13,vip,female,web,9,1,0,122,0,1,2,5342384.32,7867983.56,20955396.53,7867983.56,1,0,0,0.31,0.7797,Chưa rõ,0.8408,2,3,0.1104,1,1,29.92,2.74,1,5999276.01,28876496.78,At-risk Dormant
cust_cd4334722840,2025-12-04,vip,female,store,28,4,1,27,1,2,8,92056.29,262789.24,803072.17,131394.62,0,2,0,0.3472,0.5209,Chưa rõ,0.3462,5,6,1.0523,0,0,32.65,4.61,0,335750.18,1943258.23,Regular
cust_af39d3b646f9,2025-12-25,retail,male,web,34,2,1,1,1,1,4,98885.53,278726.21,733272.99,278726.21,1,0,0,0.363,0.7361,Chưa rõ,0.8578,2,4,0.0986,1,0,4.48,3.83,0,395084.79,833423.51,New / One-time
cust_a6cc388c2ba0,2025-03-23,retail,female,web,34,3,2,80,2,3,6,1282067.89,1788509.19,4239262.84,596169.73,3,0,0,0.2274,0.3257,Chưa rõ,0.2587,3,7,0.8144,1,0,47.98,3.79,1,1452022.9,4978216.58,At-risk Dormant
cust_b850b2682d02,2025-10-16,retail,male,web,31,4,1,19,1,2,3,59846.46,156531.37,1014102.2,78265.69,2,0,0,0.281,0.3343,Chưa rõ,0.5721,1,3,0.0,1,1,16.38,4.66,0,285439.35,2666907.4,Regular
cust_5fd308a9c1ec,2025-12-12,retail,female,web,22,3,1,37,1,2,5,117597.75,207408.74,641830.41,103704.37,1,1,0,0.2942,0.5342,Chưa rõ,0.5546,2,5,0.3088,1,0,14.96,3.82,0,202815.55,1623576.03,Regular
cust_2fc4044285bc,2025-12-11,retail,male,web,29,3,0,86,0,1,4,148821.34,220795.64,2200104.65,220795.64,1,0,0,0.4097,0.6692,Chưa rõ,0.4382,2,2,0.3894,1,1,28.9,3.08,1,102287.4,2554785.8,At-risk Dormant
cust_888c8a0c1180,2025-01-19,retail,male,web,25,2,0,47,1,2,6,212348.2,379961.62,2232578.16,189980.81,2,0,0,0.3972,0.5414,Chưa rõ,0.4791,4,3,0.7221,1,0,14.74,3.5,1,182768.46,1845479.26,Regular
cust_a33e14a96c18,2025-08-07,retail,female,web,40,5,0,29,2,5,10,384841.24,745140.91,2387637.99,149028.18,5,0,0,0.3923,0.4019,Chưa rõ,0.5355,4,13,0.6439,1,0,48.41,2.98,1,672206.23,3319754.11,Loyal Budget
cust_dfe0a3bf7e27,2025-05-02,retail,male,web,26,2,1,1,1,3,9,57637.71,106709.97,238839.15,35569.99,2,1,0,0.3094,0.9652,Chưa rõ,0.1936,3,7,0.8859,1,0,12.54,3.72,0,157153.43,462342.27,Regular
cust_f5d2a2fabd16,2025-06-22,wholesale,male,web,16,2,0,144,0,1,4,341456.3,573785.25,2118036.11,573785.25,1,0,0,0.3646,0.3741,Chưa rõ,0.8214,5,2,0.2874,0,0,27.82,3.09,1,375851.65,2876389.12,At-risk Dormant
cust_1dbb48754d4d,2026-01-04,retail,female,web,34,5,2,5,1,4,7,226835.36,585387.08,1427140.37,146346.77,4,0,0,0.371,0.7756,Chưa rõ,0.15,3,12,0.9338,1,0,14.2,4.27,0,931606.95,3504686.02,Loyal Budget
