order_id,customer_id,order_date,total_amount,currency,payment_method,status,channel,ai_suggested_crosssell,notes,created_at,updated_at
O0003121,2121,2025-10-01 09:25:06,1181187.91,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Kem Chống Nắng Pekah Vật Lý Bảo Vệ Khỏi Tia UV 70ml"", ""title"": ""Pekah""}, {""product_id"": ""Gel Làm Sạch Bioderma Cho Da Rất Khô & Viêm Da Cơ Địa 200ml"", ""title"": ""Bioderma""}]",Ưu tiên giao nhanh,2025-10-01 08:23:06,2025-10-01 11:26:06
O0003122,2122,2025-04-04 13:12:07,863000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Căng Mịn Da 400ml"", ""title"": ""L'Oreal""}]",Khuyến mãi livestream,2025-04-04 11:24:07,2025-04-05 05:03:07
O0003123,2122,2024-08-03 11:09:58,233000.0,VND,Credit Card,Completed,Website,"[{""product_id"": ""Xịt Thơm Toàn Thân Kiss My Body Sweetie 88ml"", ""title"": ""Kiss My Body""}]",Ưu tiên giao nhanh,2024-08-03 10:29:58,2024-08-03 22:41:58
O0003124,2122,2025-08-05 08:10:01,588103.14,VND,COD,Completed,Facebook,"[{""product_id"": ""Mặt Nạ Đen Sexylook Tràm Trà Kiểm Soát Dầu Và Mụn 28ml"", ""title"": ""Sexylook""}]",Đổi địa chỉ nhận hàng,2025-08-05 07:55:01,2025-08-05 18:14:01
O0003125,2123,2025-10-06 16:31:19,612692.44,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Son Kem Black Rouge FV03 Red Hommage - Đỏ Hồng 3.5g"", ""title"": ""Black Rouge""}]",,2025-10-06 15:06:19,2025-10-07 06:11:19
O0003126,2123,2025-07-16 01:51:44,1671000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo L'Oreal Nước Tẩy Trang Sạch Sâu Trang Điểm 400ml + Nước Tẩy Trang Căng Mịn Da 95ml"", ""title"": ""L'Oreal""}]",,2025-07-16 01:39:44,2025-07-16 17:51:44
O0003127,2124,2025-02-23 18:28:22,1370070.19,VND,COD,Completed,Website,"[{""product_id"": ""Combo 10 Mặt Nạ Wonjin Tăng Sinh Collagen Cấp Tốc 30ml"", ""title"": ""WonJin""}]",Dùng ví điện tử,2025-02-23 18:20:22,2025-02-24 15:31:22
O0003128,2125,2025-09-25 22:30:23,950341.94,VND,E-Wallet,Cancelled,TikTok Shop,"[{""product_id"": ""Combo 4 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml"", ""title"": ""La Roche-Posay""}]",,2025-09-25 20:43:23,2025-09-26 18:37:23
O0003129,2125,2024-06-03 20:38:11,2515335.48,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Sữa Rửa Mặt Lanbena Kiểm Soát Dầu, Sạch Sâu Lỗ Chân Lông 236ml"", ""title"": ""Lanbena""}, {""product_id"": ""Bộ Gội Xả L'Oreal Dưỡng Tóc Suôn Mượt Tóc Cao Cấp 440mlx2"", ""title"": ""L'Oreal""}]",,2024-06-03 20:14:11,2024-06-04 12:45:11
O0003130,2126,2024-10-02 04:45:26,294000.0,VND,Credit Card,Completed,Website,"[{""product_id"": ""Son Kem Lì Glamrr Q 07 Red Letter Day - Đỏ Thuần 5g"", ""title"": ""Glamrr Q""}]",,2024-10-02 04:29:26,2024-10-02 14:30:26
O0003131,2127,2024-01-20 19:51:10,1498627.91,VND,E-Wallet,Pending,Instagram,"[{""product_id"": ""[Mini] Nước Tẩy Trang Senka Cấp Ẩm, Dưỡng Sáng Da 70ml"", ""title"": ""Senka""}, {""product_id"": ""Bảng Phấn Mắt Lilybyred 10 Ô Màu M04 Cool Membership 10.5g"", ""title"": ""Lilybyred""}, {""product_id"": ""Kem Đánh Răng Bamboo Salt Muối Tre 140g"", ""title"": ""Bamboo Salt""}]",,2024-01-20 19:05:10,2024-01-21 15:30:10
O0003132,2128,2025-10-03 19:03:30,530000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Sữa Rửa Mặt Skin1004 Làm Sạch Sâu Cho Da Nhạy Cảm 125ml"", ""title"": ""Skin1004""}]",,2025-10-03 18:19:30,2025-10-04 01:36:30
O0003133,2129,2024-03-08 13:45:30,407000.0,VND,COD,Completed,Instagram,"[{""product_id"": ""[Mini] Sữa Dưỡng Ẩm CeraVe Cho Da Khô Đến Rất Khô 30ml"", ""title"": ""CeraVe""}]",,2024-03-08 12:54:30,2024-03-09 08:35:30
O0003134,2130,2024-03-27 05:55:22,2847000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Bảng Phấn Mắt Judydoll 7 Màu - 16 Tông Nâu Latte 8.5g"", ""title"": ""Judydoll""}, {""product_id"": ""Tắm Gội Trẻ Em Pigeon Dịu Nhẹ Hương Hoa Hướng Dương 700ml"", ""title"": ""Pigeon""}]",,2024-03-27 04:39:22,2024-03-28 03:01:22
O0003135,2131,2025-02-15 19:45:11,1135000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo 2 Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml"", ""title"": ""Cocoon""}, {""product_id"": ""Bảng Phấn Mắt Lilybyred 10 Ô Màu M03 Ash Beige 10.5g"", ""title"": ""Lilybyred""}]",Dùng ví điện tử,2025-02-15 18:58:11,2025-02-16 06:15:11
O0003136,2132,2025-02-03 14:31:57,5025709.32,VND,Credit Card,Completed,Walk-in,"[{""product_id"": ""Essence Chống Nắng Bioré Màng Nước Dưỡng Ẩm Da 50g"", ""title"": ""Bioré""}, {""product_id"": ""Tinh Chất Chống Nắng Nivea Vitamin C&E Dưỡng Sáng Khỏe 30ml"", ""title"": ""Nivea""}, {""product_id"": ""Sữa Chống Nắng Bioré Bảo Vệ Hoàn Hảo - Mát Lạnh 25ml"", ""title"": ""Bioré""}]",,2025-02-03 13:33:57,2025-02-04 03:34:57
O0003137,2133,2025-07-04 11:47:58,590373.92,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Sữa Rửa Mặt Obagi Làm Sạch Da, Dịu Nhẹ 60ml"", ""title"": ""Obagi""}, {""product_id"": ""Nước Hoa Nữ Montblanc Signature Absolue EDP 30ml"", ""title"": ""Montblanc""}]",,2025-07-04 10:06:58,2025-07-04 17:25:58
O0003138,2134,2024-06-22 17:20:11,290000.0,VND,COD,Cancelled,Website,"[{""product_id"": ""Combo 10 Mặt Nạ Banobagi Dưỡng Sáng, Săn Chắc Da 30g"", ""title"": ""Banobagi""}]",,2024-06-22 15:36:11,2024-06-23 16:28:11
O0003139,2135,2025-10-03 06:46:21,654000.0,VND,Bank Transfer,Completed,Zalo,"[{""product_id"": ""[HSD 06/2026] Chì Kẻ Viền Mắt Silkygirl Màu Đen 01 Blackest Black"", ""title"": ""Silkygirl""}]",Yêu cầu gói quà,2025-10-03 06:24:21,2025-10-04 05:08:21
O0003140,2136,2024-10-02 14:51:15,807000.0,VND,COD,Cancelled,Website,"[{""product_id"": ""Bảng Phấn Mắt Lilybyred 10 Ô Màu M05 Warm Membership 10.5g"", ""title"": ""Lilybyred""}]",,2024-10-02 13:19:15,2024-10-03 01:50:15
O0003141,2136,2024-01-29 15:10:24,612000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Chì Kẻ Mày Maybelline 36H Lâu Trôi 02 Nâu Tự Nhiên 0.25g"", ""title"": ""Maybelline""}]",,2024-01-29 14:18:24,2024-01-29 17:18:24
O0003142,2137,2025-01-07 13:51:50,1407843.16,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""Kem Chống Nắng Decumar Kiềm Dầu Nâng Tông Cho Da Mụn 50g"", ""title"": ""Decumar""}, {""product_id"": ""Dầu Xả Diane Sạch Dầu Và Tươi Mát Da Đầu 450ml"", ""title"": ""Diane""}]",,2025-01-07 13:23:50,2025-01-07 21:40:50
O0003143,2138,2024-11-06 08:02:42,702219.84,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Serum Dưỡng Thể Vaseline Chống Nắng Phổ Rộng SPF50 PA+++ 260ml"", ""title"": ""Vaseline""}]",,2024-11-06 06:25:42,2024-11-07 00:17:42
O0003144,2139,2024-06-28 02:54:52,711729.46,VND,Credit Card,Completed,Website,"[{""product_id"": ""Xịt Thơm B.O.M Hương Nước Hoa Chiffon Vanilla 110ml"", ""title"": ""B.O.M""}, {""product_id"": ""Nước Hoa Nữ Lacoste L.12.12 Rose EDP 50ml"", ""title"": ""Lacoste""}]",,2024-06-28 01:48:52,2024-06-28 20:17:52
O0003145,2139,2025-10-06 00:14:05,853982.59,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Combo Cetaphil Sữa Rửa Mặt 125ml + Kem Dưỡng Ẩm 50g Dịu Lành Cho Da Nhạy Cảm"", ""title"": ""Cetaphil""}, {""product_id"": ""Dầu Xả Tsubaki Phục Hồi Hư Tổn, Bồng Bềnh Tóc 450ml (Mới)"", ""title"": ""Tsubaki""}]",,2025-10-05 23:39:05,2025-10-06 08:03:05
O0003146,2139,2025-08-20 17:04:39,1752875.79,VND,COD,Returned,Walk-in,"[{""product_id"": ""Mặt Nạ Lebelage Dưa Leo Cấp Ẩm, Làm Mịn Da 25g"", ""title"": ""Lebelage""}, {""product_id"": ""Combo Son Dưỡng Mentholatum Cho Môi Khô, Nứt Nẻ 4.3gx2"", ""title"": ""LipIce""}]",,2025-08-20 16:47:39,2025-08-21 10:30:39
O0003147,2140,2024-01-09 05:50:33,592000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml (Bản Mới)"", ""title"": ""Anessa""}]",,2024-01-09 04:31:33,2024-01-10 02:09:33
O0003148,2141,2025-08-27 23:14:23,1585255.17,VND,COD,Cancelled,TikTok Shop,"[{""product_id"": ""Combo 2 Kem Dưỡng Neothera Sáng Da Giảm Thâm Vùng Nách 35ml"", ""title"": ""Neothera""}]",Dùng ví điện tử,2025-08-27 22:37:23,2025-08-28 19:16:23
O0003149,2142,2025-08-30 09:55:51,973629.16,VND,COD,Completed,Website,"[{""product_id"": ""Combo Simple Nước Tẩy Trang 200ml + Gel Rửa Mặt 150ml + Serum Cấp Ẩm 30ml"", ""title"": ""Simple""}]",,2025-08-30 08:55:51,2025-08-30 13:18:51
O0003150,2142,2025-07-23 18:06:41,985000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Nước Hoa Nữ YSL Libre EDP Intense 90ml"", ""title"": ""Yves Saint Laurent""}]",,2025-07-23 17:42:41,2025-07-24 13:07:41
O0003151,2143,2025-08-10 02:27:44,1239000.0,VND,COD,Completed,Instagram,"[{""product_id"": ""Gel Tắm Old Spice Hương Timber Sảng Khoái Và Tự Tin 532ml [HSD: 36 Tháng]"", ""title"": ""Old Spice""}]",,2025-08-10 01:42:44,2025-08-10 19:21:44
O0003152,2143,2025-10-01 20:49:52,641769.78,VND,COD,Completed,Instagram,"[{""product_id"": ""Bộ Gội Xả Spes Muối Biển Sạch Sâu Kiềm Dầu, Suôn Mượt Tóc 600mlx2"", ""title"": ""Spes""}]",,2025-10-01 19:36:52,2025-10-02 20:06:52
O0003153,2144,2025-10-06 15:08:59,1804235.89,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Son Bóng 3CE Dạng Gel Màu Youth 4g"", ""title"": ""3CE""}, {""product_id"": ""Sữa Rửa Mặt Bioré Thanh Lọc Da - Sạch Nhờn 100g"", ""title"": ""Bioré""}, {""product_id"": ""Chuốt Lông Mày 3CE Blondie Gold - Nâu Vàng Sáng 4g"", ""title"": ""3CE""}]",Khuyến mãi livestream,2025-10-06 13:19:59,2025-10-07 00:21:59
O0003154,2144,2025-09-10 04:54:46,2348000.0,VND,Credit Card,Cancelled,Website,"[{""product_id"": ""Bút Nhuộm Lông Mày Kissme Không Trôi Màu Nâu Đậm 0.4ml"", ""title"": ""Kissme""}, {""product_id"": ""Son Bóng 3CE Dạng Gel Màu Very Sure 4g"", ""title"": ""3CE""}]",,2025-09-10 03:30:46,2025-09-10 08:41:46
O0003155,2145,2025-06-16 03:49:44,979809.43,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Kem Đánh Răng Crest Làm Trắng Răng & Thơm Miệng 153g (Nhập Khẩu Mỹ)"", ""title"": ""Crest""}]",,2025-06-16 02:33:44,2025-06-16 13:20:44
O0003156,2146,2024-05-31 21:58:58,399000.0,VND,Credit Card,Completed,Walk-in,"[{""product_id"": ""Kem Chống Nắng L'Oreal X20 Thoáng Da Mỏng Nhẹ 50ml"", ""title"": ""L'Oreal""}]",,2024-05-31 20:19:58,2024-06-01 06:14:58
O0003157,2146,2025-10-02 12:49:37,109462.68,VND,COD,Completed,Facebook,"[{""product_id"": ""Nước Tẩy Trang Mắt Môi Maybelline 150ml"", ""title"": ""Maybelline""}]",,2025-10-02 12:05:37,2025-10-03 01:33:37
O0003158,2147,2025-09-07 15:34:25,1266862.1,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Combo 2 Dầu Gội Xả Palmolive Dưỡng Ẩm Tóc Từ Sữa Dừa 600ml"", ""title"": ""Palmolive""}]",,2025-09-07 14:04:25,2025-09-08 01:48:25
O0003159,2148,2025-06-26 21:58:24,277000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""[HSD 08/2026] Son Tint Espoir Bóng Căng Mọng Odd Coral - Cam San Hô 5.5g"", ""title"": ""Espoir""}]",,2025-06-26 20:30:24,2025-06-27 21:27:24
O0003160,2148,2025-08-27 09:42:38,396000.0,VND,COD,Completed,Zalo,"[{""product_id"": ""Combo Cocoon Sữa Chống Nắng Bí Đao 15ml + Dầu Tẩy Trang Hoa Hồng 140ml"", ""title"": ""Cocoon""}]",,2025-08-27 08:05:38,2025-08-27 16:37:38
O0003161,2149,2025-06-02 16:34:39,1102992.83,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Mặt Nạ Sur.Medic+ Cấp Nước & Cấp Ẩm Chuyên Sâu 30g"", ""title"": ""Sur.Medic+""}, {""product_id"": ""Xịt Giảm Mụn Lưng Angel's Liquid Dưỡng Sáng Cơ Thể 150ml"", ""title"": ""Angel's Liquid""}]",,2025-06-02 15:58:39,2025-06-03 10:44:39
O0003162,2150,2025-09-18 19:51:05,3807000.0,VND,Credit Card,Completed,Walk-in,"[{""product_id"": ""Bộ Gội Xả Selsun Ngừa Gàu & Giảm Ngứa Da Đầu (Dầu Gội 50ml + Dầu Xả 100ml)"", ""title"": ""Selsun""}, {""product_id"": ""Dầu Gội Khô Spes Dạng Xịt Hương Trà Bá Tước 50ml"", ""title"": ""Spes""}, {""product_id"": ""[HSD 07/2026] Serum Gội Bồ Kết Milaganics Đen Mượt Óng Ả 250ml"", ""title"": ""Milaganics""}]",,2025-09-18 18:00:05,2025-09-19 02:28:05
O0003163,2151,2025-10-06 21:41:41,317000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Phấn Tươi BYS Mịn Lì, Căng Bóng 01 Tông Tự Nhiên 10g"", ""title"": ""BYS""}]",,2025-10-06 20:19:41,2025-10-06 23:25:41
O0003164,2152,2024-02-18 18:52:48,1603748.84,VND,Bank Transfer,Returned,TikTok Shop,"[{""product_id"": ""Serum Dưỡng Thể Kiss My Body Chống Nắng Sexy Margarita 180g"", ""title"": ""Kiss My Body""}, {""product_id"": ""Máy Tăm Nước Gấp Gọn Havatek Cao Cấp Màu Xanh Mint"", ""title"": ""Havatek""}, {""product_id"": ""Combo Cocoon Dầu Tẩy Trang Hoa Hồng & Mặt Nạ Nghệ Hưng Yên 140ml+30ml"", ""title"": ""Cocoon""}]",,2024-02-18 17:33:48,2024-02-19 06:12:48
O0003165,2153,2024-12-18 18:28:18,1723012.98,VND,COD,Completed,Instagram,"[{""product_id"": ""Kem Che Khuyết Điểm BYS Fair Sand - Tông Tự Nhiên 5ml"", ""title"": ""BYS""}, {""product_id"": ""Kem Nền Khoáng Cezanne BB Cream SPF29 PA+++ 00 Light 30g"", ""title"": ""Cezanne""}]",,2024-12-18 17:50:18,2024-12-19 07:09:18
O0003166,2154,2025-09-25 10:55:23,396146.12,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Gel Chống Nắng Sunplay Skin Aqua Cho Da Nhạy Cảm 25g"", ""title"": ""Sunplay""}]",,2025-09-25 09:37:23,2025-09-26 09:07:23
O0003167,2154,2025-09-15 20:36:08,3458583.53,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Dầu Gội Khô Batiste Hương Hoa Quyến Rũ 200ml"", ""title"": ""Batiste""}]",,2025-09-15 20:01:08,2025-09-16 08:14:08
O0003168,2155,2024-05-23 08:51:40,194000.0,VND,Credit Card,Completed,Website,"[{""product_id"": ""Dầu Xả Pantene 3 Phút Diệu Kỳ Phục Hồi Tóc Hư Tổn 480ml"", ""title"": ""Pantene""}]",,2024-05-23 08:29:40,2024-05-23 14:04:40
O0003169,2156,2025-07-31 11:17:23,4028212.06,VND,COD,Completed,Website,"[{""product_id"": ""Combo Milaganics Serum 250ml + Kem Ủ Tóc 250g Bưởi Phục Hồi Hư Tổn"", ""title"": ""Milaganics""}]",,2025-07-31 10:14:23,2025-08-01 08:36:23
O0003170,2157,2025-03-03 01:51:36,5628402.25,VND,Credit Card,Completed,Website,"[{""product_id"": ""Son Môi Naris Cosmetics Coeor B02 Cam Cháy 3.2g"", ""title"": ""Naris Cosmetics""}, {""product_id"": ""Sữa Dưỡng Thể Cathy Doll Hương Nước Hoa Bare Heart 150ml"", ""title"": ""Cathy Doll""}]",,2025-03-03 01:37:36,2025-03-03 08:18:36
O0003171,2158,2024-11-12 09:26:55,421230.3,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Sữa Rửa Mặt Senka Dành Cho Da Mụn 100g"", ""title"": ""Senka""}]",,2024-11-12 08:02:55,2024-11-12 22:53:55
O0003172,2158,2025-04-07 19:40:43,848000.0,VND,Credit Card,Completed,Website,"[{""product_id"": ""Son Thỏi Miracle Apo x Chloe Nguyễn Màu Đỏ Nâu Cam 4g"", ""title"": ""Flawsome""}]",,2025-04-07 18:07:43,2025-04-07 20:08:43
O0003173,2159,2025-09-17 05:21:40,1658667.81,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Son Kem Bùn & Má Hồng Into You - EM04 Đỏ Mọng 2g (Thỏi)"", ""title"": ""Into You""}]",,2025-09-17 03:42:40,2025-09-17 12:54:40
O0003174,2160,2025-10-04 06:04:17,3295509.48,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Son Lì Naris Ailus Mịn Môi Màu 05 Hồng Đào 4g"", ""title"": ""Naris Cosmetics""}]",Yêu cầu gói quà,2025-10-04 05:08:17,2025-10-04 20:05:17
O0003175,2161,2024-05-07 19:02:31,1215628.72,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Má Hồng Silkygirl Dạng Thỏi Màu Cam Đào 04 Nectarine 4g"", ""title"": ""Silkygirl""}, {""product_id"": ""Serum Dưỡng Thể Vaseline Chống Nắng Sáng Da 300ml (Mới)"", ""title"": ""Vaseline""}]",Ưu tiên giao nhanh,2024-05-07 17:58:31,2024-05-08 01:50:31
O0003176,2162,2024-10-25 02:59:20,1661000.0,VND,Bank Transfer,Pending,Website,"[{""product_id"": ""[Mini] Dầu Gội L'Oreal Dưỡng Tóc Suôn Mượt Tóc Cao Cấp 100ml"", ""title"": ""L'Oreal""}]",,2024-10-25 01:24:20,2024-10-25 21:30:20
O0003177,2163,2025-09-25 06:48:51,965982.16,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo 3 Miếng Dán Mũi Lột Mụn Bioré Than Hoạt Tính (4 Miếng)"", ""title"": ""Bioré""}]",Yêu cầu gói quà,2025-09-25 05:14:51,2025-09-26 02:18:51
O0003178,2164,2024-03-13 10:50:35,508478.86,VND,COD,Completed,Website,"[{""product_id"": ""Kem Rửa Mặt Oxy Tút Sáng Từ Đất Sét Trắng 100g"", ""title"": ""OXY""}, {""product_id"": ""Dầu Xả Pantene 3 Phút Diệu Kỳ Phục Hồi Tóc Hư Tổn 480ml"", ""title"": ""Pantene""}]",,2024-03-13 10:47:35,2024-03-13 12:34:35
O0003179,2164,2024-05-31 23:41:15,831000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Son Kem Lì 3CE Chasing Rose - Hồng Kem Sữa 4.6g"", ""title"": ""3CE""}]",,2024-05-31 21:41:15,2024-06-01 15:10:15
O0003180,2165,2024-08-21 15:18:13,2498871.9,VND,COD,Completed,Facebook,"[{""product_id"": ""Dầu Gội Khô Girlz Only Tóc Bồng Bềnh Tức Thì 200ml"", ""title"": ""Girlz Only""}, {""product_id"": ""Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn 50ml"", ""title"": ""Gennie""}]",,2024-08-21 14:38:13,2024-08-22 02:50:13
O0003181,2166,2025-04-29 22:51:45,720000.0,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Combo 2 Kem Chống Nắng La Roche-Posay Phổ Rộng, Nâng Tông Kiềm Dầu 50ml"", ""title"": ""La Roche-Posay""}]",,2025-04-29 22:28:45,2025-04-30 03:56:45
O0003182,2167,2025-01-06 04:32:57,1065314.68,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Combo Cocoon Dầu Gội 310ml + Nước Dưỡng Tóc 140ml Tinh Dầu Bưởi"", ""title"": ""Cocoon""}]",,2025-01-06 03:30:57,2025-01-06 23:41:57
O0003183,2167,2025-07-09 17:25:57,1707374.07,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Kem Dưỡng Ẩm Bioderma Cho Da Khô Nhạy Cảm 200ml"", ""title"": ""Bioderma""}, {""product_id"": ""Sữa Chống Nắng Elixir Nâng Tông, Kiềm Dầu 35g"", ""title"": ""Elixir""}, {""product_id"": ""Tắm Gội Trẻ Em Pigeon Dịu Nhẹ Hương Hoa Hướng Dương 700ml"", ""title"": ""Pigeon""}]",,2025-07-09 16:58:57,2025-07-10 08:19:57
O0003184,2167,2025-08-18 04:04:08,886856.01,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Tắm Gội Trẻ Em Pigeon Dịu Nhẹ Hương Hoa Hướng Dương 200ml"", ""title"": ""Pigeon""}]",,2025-08-18 03:02:08,2025-08-18 19:30:08
O0003185,2168,2024-03-22 07:19:38,581000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Tinh Dầu Dưỡng Tóc Raip Bóng Mượt Hương Lovely 100ml"", ""title"": ""Raip""}]",,2024-03-22 05:28:38,2024-03-22 07:49:38
O0003186,2169,2025-05-11 10:01:42,396451.38,VND,Credit Card,Completed,Website,"[{""product_id"": ""Son Bóng Joocyee Màu 12 Persimmon Tea Jelly 3.2g"", ""title"": ""Joocyee""}]",,2025-05-11 08:14:42,2025-05-12 06:23:42
O0003187,2169,2025-09-02 11:35:14,1262000.0,VND,COD,Completed,Website,"[{""product_id"": ""Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml"", ""title"": ""Banila Co""}]",,2025-09-02 11:01:14,2025-09-02 22:29:14
O0003188,2170,2025-01-26 10:32:11,255262.08,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Bảng Phấn Mắt Judydoll 3 Màu - 03 Oatmilk Latte 2.5g"", ""title"": ""Judydoll""}]",,2025-01-26 09:41:11,2025-01-26 10:59:11
O0003189,2171,2024-04-10 17:41:15,3185000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Kem Che Khuyết Điểm Lemonade Màu A01 - Da Sáng 3g (Mới)"", ""title"": ""Lemonade""}]",,2024-04-10 16:21:15,2024-04-11 04:10:15
O0003190,2171,2024-07-01 06:16:06,929851.61,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Son Bóng 3CE Dưỡng Ẩm 32 Peachy Filling - Cam Đào Ngọt 5g"", ""title"": ""3CE""}, {""product_id"": ""Chì Kẻ Mày BYS Lâu Trôi Brown - Nâu Tự Nhiên 0.18g"", ""title"": ""BYS""}]",,2024-07-01 05:04:06,2024-07-01 17:49:06
O0003191,2171,2025-07-26 15:13:46,1945646.84,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Kem Dưỡng Ẩm Bioderma Cho Da Khô Nhạy Cảm 200ml"", ""title"": ""Bioderma""}, {""product_id"": ""Chì Kẻ Mày Colorkey Lâu Trôi, Kháng Nước 02 Nâu Tây 35g"", ""title"": ""Colorkey""}]",,2025-07-26 14:46:46,2025-07-26 17:43:46
O0003192,2172,2024-01-31 20:23:08,408000.0,VND,COD,Completed,Instagram,"[{""product_id"": ""Son Bóng Menard TK Màu Hồng Thanh Tú A300 3.2g"", ""title"": ""Menard""}, {""product_id"": ""Mặt Nạ Banobagi Dưỡng Sáng, Làm Săn Chắc Da 30g (Tím)"", ""title"": ""Banobagi""}]",Ưu tiên giao nhanh,2024-01-31 19:43:08,2024-02-01 08:05:08
O0003193,2172,2024-10-13 19:53:46,2443908.74,VND,E-Wallet,Returned,TikTok Shop,"[{""product_id"": ""Combo La Roche-Posay Nước Tẩy Trang 400ml + Gel Rửa Mặt 50ml Làm Sạch Sâu Cho Da Dầu Mụn"", ""title"": ""La Roche-Posay""}, {""product_id"": ""Mặt Nạ Mediheal Tinh Chất Trà Xanh Làm Dịu Da Giảm Mụn 24ml"", ""title"": ""Mediheal""}]",,2024-10-13 17:57:46,2024-10-14 12:15:46
O0003194,2172,2024-01-01 16:37:32,3077000.0,VND,Credit Card,Completed,Website,"[{""product_id"": ""Combo Maybelline Mascara Dài Và Cong Mi 9.2ml + 2 Nước Tẩy Trang Mắt Môi 40ml"", ""title"": ""Maybelline""}]",,2024-01-01 16:17:32,2024-01-02 15:20:32
O0003195,2172,2025-10-03 06:45:32,1782000.0,VND,COD,Completed,Instagram,"[{""product_id"": ""Combo Cocoon Dầu Gội 500ml + Nước Dưỡng Tóc 310ml Từ Tinh Dầu Bưởi"", ""title"": ""Cocoon""}]",,2025-10-03 04:48:32,2025-10-03 08:18:32
O0003196,2173,2025-10-02 19:33:56,1719000.0,VND,COD,Returned,TikTok Shop,"[{""product_id"": ""Son Kem Maybelline Mịn Lì Như Nhung CM17 Hạt Dẻ 6.4ml"", ""title"": ""Maybelline""}, {""product_id"": ""Dầu Dưỡng Tóc L’Oréal Chiết Xuất Hoa Hồng 100ml"", ""title"": ""L'Oreal""}, {""product_id"": ""[Mini] Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 50ml"", ""title"": ""Cocoon""}]",,2025-10-02 18:49:56,2025-10-03 19:30:56
O0003197,2173,2025-01-10 20:17:26,98000.0,VND,E-Wallet,Cancelled,TikTok Shop,"[{""product_id"": ""Combo 2 Nước Tẩy Trang Cocoon Bí Đao Làm Sạch & Giảm Dầu 140ml"", ""title"": ""Cocoon""}]",,2025-01-10 18:21:26,2025-01-11 04:06:26
O0003198,2174,2025-03-04 21:20:21,635000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Xịt Khoá Makeup Colorkey Hương Hoa Hồng Tươi Mát 100ml"", ""title"": ""Colorkey""}]",,2025-03-04 20:37:21,2025-03-05 01:15:21
