order_id,customer_id,order_date,total_amount,currency,payment_method,status,channel,ai_suggested_crosssell,notes,created_at,updated_at
O0000222,147,2025-05-24 12:59:16,330520.58,VND,Credit Card,Cancelled,TikTok Shop,"[{""product_id"": ""Bàn Chải Đánh Răng P/S 4D Chăm Sóc Nướu Khỏe (2 Cây)"", ""title"": ""P/S""}]",,2025-05-24 11:29:16,2025-05-24 19:56:16
O0000223,148,2025-04-26 02:14:33,904000.0,VND,COD,Completed,Website,"[{""product_id"": ""Dầu Gội Khô Spes Dạng Xịt Hương Bưởi 50ml"", ""title"": ""Spes""}, {""product_id"": ""Kem Đánh Răng P/S Giảm Ê Buốt Sau 30S - Từ Khoáng 100g"", ""title"": ""P/S""}]",,2025-04-26 00:31:33,2025-04-26 16:47:33
O0000224,149,2025-10-08 02:08:13,303000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Phấn Phủ Australis Kiềm Dầu 2in1 #Nude 12g"", ""title"": ""australis""}]",Đổi địa chỉ nhận hàng,2025-10-08 01:23:13,2025-10-08 19:22:13
O0000225,150,2025-09-17 18:21:37,382000.0,VND,COD,Pending,Website,"[{""product_id"": ""Combo Simple Nước Tẩy Trang 200ml + Gel Rửa Mặt 150ml + Serum Cấp Ẩm 30ml"", ""title"": ""Simple""}]",,2025-09-17 17:12:37,2025-09-18 02:12:37
O0000226,151,2025-10-08 11:55:48,377011.46,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Son Bóng 3CE Dưỡng Ẩm 32 Peachy Filling - Cam Đào Ngọt 5g"", ""title"": ""3CE""}]",,2025-10-08 10:50:48,2025-10-09 11:27:48
O0000227,151,2024-11-10 07:03:40,324856.32,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Bộ Gội Xả L'Oreal Giảm Gãy Rụng Tóc Giúp Tóc Chắc Khỏe 440mlx2"", ""title"": ""L'Oreal""}]",,2024-11-10 05:54:40,2024-11-10 18:39:40
O0000228,151,2024-02-25 20:57:31,1865729.38,VND,Credit Card,Completed,Instagram,"[{""product_id"": ""Serum Dưỡng Thể Vaseline Chống Nắng Sáng Da 300ml (Mới)"", ""title"": ""Vaseline""}, {""product_id"": ""Son Dưỡng Có Màu Australis Cấp Ẩm Màu #Rich 1.4g"", ""title"": ""australis""}]",,2024-02-25 20:25:31,2024-02-25 23:31:31
O0000229,152,2025-01-21 23:39:07,2767643.04,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Sữa Dưỡng Ẩm Cetaphil Dịu Lành Cho Da Nhạy Cảm 237ml"", ""title"": ""Cetaphil""}, {""product_id"": ""Combo Simple Chăm Sóc Cho Da Sạch Sâu Ẩm Mịn 3 Món"", ""title"": ""Simple""}]",,2025-01-21 22:28:07,2025-01-22 12:43:07
O0000230,152,2025-09-21 18:29:06,1008945.15,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Phấn Phủ Hexze Dạng Bột Mỏng Nhẹ - Màu T01 Trắng Sáng 7g"", ""title"": ""Hexze""}, {""product_id"": ""Nước Tẩy Trang Mắt Môi Maybelline 150ml"", ""title"": ""Maybelline""}, {""product_id"": ""Kem Đánh Răng Perioe Total7 Vị Nguyên Bản 120g"", ""title"": ""Perioe""}]",,2025-09-21 18:05:06,2025-09-21 21:42:06
O0000231,153,2024-03-09 06:13:27,4208031.66,VND,COD,Completed,Zalo,"[{""product_id"": ""Combo S:kin Heritage Sữa Rửa Mặt Bến Thành 120ml + Mặt Nạ Đất Sét Bản Phùng 70ml"", ""title"": ""S:kin Heritage""}, {""product_id"": ""Son Kem Lì 3CE Mịn Như Nhung Daffodil - Đậu Đỏ 4g"", ""title"": ""3CE""}]",,2024-03-09 04:16:27,2024-03-09 07:03:27
O0000232,154,2025-01-18 18:45:45,521000.0,VND,COD,Cancelled,TikTok Shop,"[{""product_id"": ""Kem Lót Australis Kiềm Dầu, Che Lỗ Chân Lông 30ml"", ""title"": ""australis""}]",,2025-01-18 18:06:45,2025-01-18 20:49:45
O0000233,155,2024-02-02 02:57:20,2215000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Nước Hoa Nữ Montblanc Signature Absolue EDP 30ml"", ""title"": ""Montblanc""}, {""product_id"": ""Combo 2 Dầu Gội Khô Girlz Only Hương Hoa Quyến Rũ 100ml"", ""title"": ""Girlz Only""}]",,2024-02-02 01:10:20,2024-02-02 14:38:20
O0000234,156,2025-02-21 15:40:46,1380000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Kem Xả Serum Dove Ceramide Phục Hồi Hư Tổn 610g (Mới)"", ""title"": ""Dove""}]",,2025-02-21 14:11:46,2025-02-21 18:13:46
O0000235,157,2025-02-20 02:40:59,1935063.48,VND,Credit Card,Completed,Website,"[{""product_id"": ""Nước Hoa Nữ YSL Libre EDP 50ml"", ""title"": ""Yves Saint Laurent""}, {""product_id"": ""Má Hồng Kem Maybelline Căng Mọng - 11 Nâu Đồng 4.7ml"", ""title"": ""Maybelline""}]",,2025-02-20 00:55:59,2025-02-21 00:55:59
O0000236,158,2025-04-27 09:36:51,100000.0,VND,Bank Transfer,Completed,Website,"[{""product_id"": ""Son Kem Maybelline Mịn Lì Như Nhung CM17 Hạt Dẻ 6.4ml"", ""title"": ""Maybelline""}]",,2025-04-27 08:24:51,2025-04-27 11:42:51
O0000237,158,2025-08-15 18:28:51,2264000.0,VND,E-Wallet,Pending,Walk-in,"[{""product_id"": ""Son Bóng 3CE Dạng Gel Màu Very Sure 4g"", ""title"": ""3CE""}]",,2025-08-15 17:11:51,2025-08-16 01:30:51
O0000238,158,2025-02-18 09:26:30,3305589.73,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Má Hồng Kem Maybelline Căng Mọng - 05 Hồng Baby 4.7ml"", ""title"": ""Maybelline""}]",,2025-02-18 07:26:30,2025-02-19 09:04:30
O0000239,159,2024-01-21 11:27:53,2793000.0,VND,COD,Completed,Website,"[{""product_id"": ""Nước Tẩy Trang Evoluderm Cho Da Hỗn Hợp, Dầu Mụn 250ml"", ""title"": ""Evoluderm""}, {""product_id"": ""Mặt Nạ Celefit Vitamin C Sáng Da, Mờ Thâm 25g"", ""title"": ""Celefit""}]",,2024-01-21 09:34:53,2024-01-21 20:36:53
O0000240,160,2024-09-09 04:56:25,2458387.88,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Bút Kẻ Mắt Lilybyred Đầu Mảnh, Lâu Trôi 02 Nâu Đen 0.6g"", ""title"": ""Lilybyred""}, {""product_id"": ""Nước Hoa Nữ Panier Des Sens EDT Precious Jasmine 10ml"", ""title"": ""Panier Des Sens""}]",,2024-09-09 03:27:25,2024-09-09 06:10:25
O0000241,161,2025-09-26 00:38:38,3484573.96,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Mặt Nạ Cathy Doll Vitamin C Dưỡng Sáng Da 20g"", ""title"": ""Cathy Doll""}, {""product_id"": ""Combo Cetaphil Sữa Tắm Gội & Sữa Chống Nắng SPF50+ Dịu Lành Cho Bé 400ml+150ml"", ""title"": ""Cetaphil""}]",,2025-09-26 00:16:38,2025-09-26 22:00:38
O0000242,161,2024-10-18 22:47:00,2274743.05,VND,Credit Card,Completed,Website,"[{""product_id"": ""Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml"", ""title"": ""Kosé""}, {""product_id"": ""Combo 2 Nước Tẩy Trang Hada Labo Sạch Sâu Cho Da Mụn, Nhạy Cảm 240ml"", ""title"": ""Hada Labo""}, {""product_id"": ""Nước Tẩy Trang Nivea Kiểm Soát Nhờn 200ml"", ""title"": ""Nivea""}]",,2024-10-18 20:52:00,2024-10-19 00:03:00
O0000243,162,2025-09-27 11:34:15,2435963.98,VND,Bank Transfer,Completed,Website,"[{""product_id"": ""Son Bóng Black Rouge GZ05 Apple Dew - Đỏ Táo 32.8g"", ""title"": ""Black Rouge""}]",,2025-09-27 11:18:15,2025-09-27 21:58:15
O0000244,163,2024-06-27 16:13:05,961000.0,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""Tắm Gội Trẻ Em Pigeon Dịu Nhẹ Hương Hoa Hướng Dương 200ml"", ""title"": ""Pigeon""}]",Dùng ví điện tử,2024-06-27 14:48:05,2024-06-28 00:35:05
O0000245,164,2025-04-13 16:24:03,1464000.0,VND,COD,Completed,Facebook,"[{""product_id"": ""Combo Eucryl Kem Đánh Răng + Bột Làm Trắng Răng Hương Bạc Hà (62gx2 + 50gx2)"", ""title"": ""Eucryl""}]",,2025-04-13 15:39:03,2025-04-14 08:43:03
O0000246,164,2025-02-27 22:36:03,2942734.48,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Nước Súc Miệng Propolinse Chiết Xuất Sáp Ong 600ml"", ""title"": ""Propolinse""}]",,2025-02-27 21:29:03,2025-02-28 09:33:03
O0000247,164,2025-07-13 17:04:21,122000.0,VND,E-Wallet,Cancelled,Website,"[{""product_id"": ""Combo Hada Labo Kem Rửa Mặt Sạch Sâu Dưỡng Ẩm 80g + Dung Dịch Cấp Ẩm Cho Da Thường, Khô 100ml"", ""title"": ""Hada Labo""}]",,2025-07-13 15:22:21,2025-07-13 19:30:21
O0000248,165,2025-08-27 12:30:07,1443169.42,VND,COD,Completed,Zalo,"[{""product_id"": ""Combo 2 Dầu Gội Head & Shoulders Bạc Hà Mát Lạnh 625ml"", ""title"": ""Head & Shoulders""}]",,2025-08-27 12:22:07,2025-08-28 08:01:07
O0000249,166,2025-10-01 01:40:43,2143081.2,VND,Bank Transfer,Completed,Website,"[{""product_id"": ""Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Sạch Sâu Cho Da Dầu 95ml"", ""title"": ""L'Oreal""}]",,2025-10-01 01:12:43,2025-10-01 11:36:43
O0000250,167,2024-12-29 12:58:37,1145399.25,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Sáp Dưỡng Ẩm Vaseline Original Protecting Jelly 100ml"", ""title"": ""Vaseline""}, {""product_id"": ""[HSD 07/2026] Mặt Nạ Naruko Hoa Hồng Nhung Cấp Nước Cho Da 25ml"", ""title"": ""Naruko""}]",,2024-12-29 11:55:37,2024-12-30 09:28:37
O0000251,167,2024-05-16 23:53:35,415770.83,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Che Khuyết Điểm Và Tạo Khối Australis Tông Tự Nhiên 7.5ml (Mới)"", ""title"": ""australis""}]",,2024-05-16 22:45:35,2024-05-17 11:41:35
O0000252,168,2025-10-07 02:20:16,3734000.0,VND,E-Wallet,Cancelled,TikTok Shop,"[{""product_id"": ""Sữa Chống Nắng Senka Cho Da Nhạy Cảm 40ml"", ""title"": ""Senka""}]",,2025-10-07 01:45:16,2025-10-07 06:21:16
O0000253,168,2024-02-10 03:28:40,747000.0,VND,Credit Card,Cancelled,Website,"[{""product_id"": ""Nước Hoa Nam Lacoste Original EDP 60ml"", ""title"": ""Lacoste""}]",,2024-02-10 02:34:40,2024-02-10 06:57:40
O0000254,169,2025-10-08 09:44:33,871015.99,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Combo Xịt Thơm & Sữa Dưỡng Thể B.O.M Hương Nước Hoa Petit Fig 110ml+200ml"", ""title"": ""B.O.M""}]",Yêu cầu gói quà,2025-10-08 09:17:33,2025-10-08 13:25:33
O0000255,170,2024-10-26 09:18:39,3043000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Serum Dưỡng Tóc Ellips Vitamin Hương Hoa Sen Nước Vỉ 8 Viên"", ""title"": ""Ellips""}]",,2024-10-26 07:45:39,2024-10-27 01:25:39
O0000256,171,2025-01-14 07:45:14,1477040.12,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Kem Chống Nắng innisfree Lâu Trôi Cho Da Dầu, Hỗn Hợp 60ml (Mới)"", ""title"": ""innisfree""}]",,2025-01-14 06:09:14,2025-01-15 06:35:14
O0000257,171,2025-09-14 12:38:12,3038000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Máy Tăm Nước Havatek Cao Cấp Màu Trắng"", ""title"": ""Havatek""}]",Dùng ví điện tử,2025-09-14 11:47:12,2025-09-14 15:32:12
O0000258,172,2024-05-12 19:02:37,3901504.45,VND,COD,Completed,Website,"[{""product_id"": ""Kem Che Khuyết Điểm The Saem - 1.5 Natural Beige 9.5g"", ""title"": ""The SAEM""}, {""product_id"": ""Kem Chống Nắng MartiDerm Phổ Rộng Bảo Vệ Toàn Diện 40ml"", ""title"": ""Martiderm""}]",,2024-05-12 17:29:37,2024-05-13 09:24:37
O0000259,172,2024-08-12 00:19:15,1442000.0,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Phấn Phủ B.O.M Kiềm Dầu, Che Phủ Lỗ Chân Lông Dạng Nén 7.5g"", ""title"": ""B.O.M""}, {""product_id"": ""Kem Lót Silkygirl Cấp Ẩm Căng Bóng 15ml"", ""title"": ""Silkygirl""}]",,2024-08-12 00:16:15,2024-08-12 19:47:15
O0000260,173,2025-09-30 15:25:36,1723024.12,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Nước Tẩy Trang d program Dành Cho Da Nhạy Cảm 180ml"", ""title"": ""dProgram""}, {""product_id"": ""Combo 3 Kem Đánh Răng P/S Trắng Răng Than Hoạt Tính 230g"", ""title"": ""P/S""}]",,2025-09-30 15:00:36,2025-09-30 23:15:36
O0000261,173,2025-07-26 07:38:28,1989000.0,VND,COD,Completed,Zalo,"[{""product_id"": ""Combo 3 Son Dưỡng LipIce Không Màu Chuyển Kem Mịn (Hương Chanh + Hương Dâu + Không Hương) 4.3g"", ""title"": ""LipIce""}, {""product_id"": ""Bộ Đôi Nivea Sữa Dưỡng Thể Dưỡng Ẩm & Làm Mịn Da 600mlx2"", ""title"": ""Nivea""}]",,2025-07-26 06:05:28,2025-07-27 04:13:28
O0000262,174,2024-10-14 08:27:34,3784000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Combo Milaganics Dầu Gội 250ml + Serum Bưởi Kích Thích Mọc Tóc 100ml"", ""title"": ""Milaganics""}]",,2024-10-14 06:38:34,2024-10-14 20:50:34
O0000263,175,2025-07-17 14:15:46,3790217.8,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Combo S:kin Heritage Sữa Rửa Mặt Bến Thành 120ml + Mặt Nạ Đất Sét Bản Phùng 70ml"", ""title"": ""S:kin Heritage""}]",,2025-07-17 13:41:46,2025-07-18 10:51:46
O0000264,175,2025-09-18 23:44:37,4315000.0,VND,Bank Transfer,Pending,Website,"[{""product_id"": ""[HSD 07/2026] Bút Kẻ Mắt Nước Vacosi Siêu Lì Sắc Mảnh Màu Đen #01 5ml"", ""title"": ""Vacosi""}]",,2025-09-18 22:06:37,2025-09-19 21:23:37
O0000265,175,2025-06-24 15:40:53,4351000.0,VND,COD,Completed,Website,"[{""product_id"": ""[HSD 03/2026] Son Môi L'Oreal Mịn Lì 276 Le Leather Liberated - Nâu Gạch 1.7g"", ""title"": ""L'Oreal""}, {""product_id"": ""Tinh Chất Chống Nắng Nivea Vitamin C&E Dưỡng Sáng Khỏe 30ml"", ""title"": ""Nivea""}]",,2025-06-24 15:24:53,2025-06-25 14:06:53
O0000266,175,2024-09-18 16:22:03,379000.0,VND,Bank Transfer,Completed,Instagram,"[{""product_id"": ""Nước Hoa Nữ Kiss My Body Hương Gelato Kiss 50ml"", ""title"": ""Kiss My Body""}]",,2024-09-18 15:51:03,2024-09-18 23:52:03
O0000267,175,2024-04-23 02:20:06,1098000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Son Bóng Black Rouge GZ01 Peach Blossom - Hồng Đào 32.8g"", ""title"": ""Black Rouge""}]",,2024-04-23 02:09:06,2024-04-24 00:52:06
O0000268,176,2025-09-04 17:19:22,1409000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Bảng Phấn Mắt 3CE Multi Eye Color - Auto Focus 8.5g"", ""title"": ""3CE""}, {""product_id"": ""Dầu Tẩy Trang Curél Cấp Ẩm Chuyên Sâu 150ml"", ""title"": ""Curél""}, {""product_id"": ""Combo 6 Nước Súc Miệng Listerine Hơi Thở Thơm Mát 750ml"", ""title"": ""Listerine""}]",,2025-09-04 16:27:22,2025-09-05 15:01:22
O0000269,177,2024-09-24 14:12:00,1268002.8,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Sữa Tắm Purité Sáng Mịn Da Hương Hoa Anh Đào 500ml"", ""title"": ""Purité By Prôvence""}]",,2024-09-24 13:58:00,2024-09-25 11:44:00
O0000270,177,2025-05-22 23:00:39,1907000.0,VND,Bank Transfer,Completed,TikTok Shop,"[{""product_id"": ""Son Môi Flawsome Sunday Morning - Đỏ Hồng Trầm (Bản Holiday) 2g"", ""title"": ""Flawsome""}, {""product_id"": ""Combo Cocoon Sữa Chống Nắng Bí Đao 15ml + Dầu Tẩy Trang Hoa Hồng 140ml"", ""title"": ""Cocoon""}, {""product_id"": ""Dầu Tẩy Trang Klairs Làm Sạch Sâu Cho Mọi Loại Da 150ml"", ""title"": ""Klairs""}]",,2025-05-22 21:50:39,2025-05-23 00:42:39
O0000271,178,2025-01-22 04:45:34,2648324.42,VND,Credit Card,Completed,Website,"[{""product_id"": ""Combo 2 Kem Chống Nắng Beplain Nâng Tông, Cấp Ẩm Căng Bóng 50ml"", ""title"": ""Beplain""}]",,2025-01-22 02:51:34,2025-01-22 13:09:34
O0000272,179,2025-09-11 02:57:35,2155000.0,VND,E-Wallet,Cancelled,Facebook,"[{""product_id"": ""Nước Tẩy Trang Swiss Image Cho Da Hỗn Hợp & Da Dầu 400ml"", ""title"": ""Swiss Image""}]",,2025-09-11 02:24:35,2025-09-11 18:04:35
O0000273,179,2025-03-02 19:36:20,3662442.11,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Son Tint Lì Into You Mịn Mờ Mỏng Nhẹ - W07 2.6g"", ""title"": ""Into You""}, {""product_id"": ""Gel Tắm Corine de Farme Hương Dừa Dưỡng Ẩm Và Bảo Vệ 750ml"", ""title"": ""Corine de Farme""}]",,2025-03-02 18:33:20,2025-03-03 12:27:20
O0000274,179,2024-12-25 07:55:32,1215733.4,VND,COD,Cancelled,TikTok Shop,"[{""product_id"": ""Combo La Roche-Posay Chống Nắng Kiềm Dầu & Tẩy Trang Da Dầu"", ""title"": ""La Roche-Posay""}]",,2024-12-25 06:40:32,2024-12-25 21:59:32
O0000275,180,2025-06-12 10:25:18,144000.0,VND,Bank Transfer,Completed,TikTok Shop,"[{""product_id"": ""[Mini] Sữa Tắm Gội Cetaphil Dịu Lành Cho Bé Tinh Chất Hoa Cúc 50ml"", ""title"": ""Cetaphil""}]",,2025-06-12 09:15:18,2025-06-12 23:10:18
O0000276,181,2024-07-02 06:29:48,1540000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Mascara 3CE Chống Nước Siêu Mảnh 3g"", ""title"": ""3CE""}]",,2024-07-02 04:58:48,2024-07-02 23:23:48
O0000277,182,2025-02-08 20:46:11,401117.81,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Sạch Sâu Trang Điểm 400ml"", ""title"": ""L'Oreal""}]",,2025-02-08 19:56:11,2025-02-09 15:21:11
O0000278,182,2025-10-03 23:37:00,822849.16,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Combo Cocoon Dầu Gội 500ml + Nước Dưỡng Tóc 310ml Từ Tinh Dầu Bưởi"", ""title"": ""Cocoon""}]",,2025-10-03 23:30:00,2025-10-03 23:59:00
O0000279,183,2024-02-10 04:12:49,3060585.52,VND,Credit Card,Returned,Zalo,"[{""product_id"": ""Serum Dưỡng Tóc Ellips Vitamin Cho Tóc Nhuộm 6 Viên"", ""title"": ""Ellips""}, {""product_id"": ""Nước Tẩy Trang Hada Labo Sạch Sâu Cho Da Mụn, Nhạy Cảm 240ml"", ""title"": ""Hada Labo""}, {""product_id"": ""Bộ Chăm Sóc Tóc 50 Megumi Sạch Thoáng, Tươi Mát, Ngăn Rụng Tóc 3 Món"", ""title"": ""50 Megumi""}]",Yêu cầu gói quà,2024-02-10 03:12:49,2024-02-10 15:37:49
O0000280,184,2025-09-05 19:29:28,295000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Mascara Cezanne Làm Dài Mi - Màu Đen 5g"", ""title"": ""Cezanne""}]",Yêu cầu gói quà,2025-09-05 17:39:28,2025-09-06 05:50:28
O0000281,185,2024-06-19 11:16:12,3198000.0,VND,Bank Transfer,Completed,Website,"[{""product_id"": ""Combo Cetaphil Sữa Tắm Gội & Sữa Dưỡng Ẩm Dịu Lành Cho Bé Tinh Chất Hoa Cúc 400mlx2"", ""title"": ""Cetaphil""}]",Yêu cầu gói quà,2024-06-19 09:28:12,2024-06-20 07:13:12
O0000282,186,2025-05-30 21:44:12,601194.04,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Che Khuyết Điểm Và Tạo Khối Australis Màu Ngọc Trai 7.5ml"", ""title"": ""australis""}, {""product_id"": ""Son Kem Lì Glamrr Q 04 First Day - Đỏ Gạch Trầm 5g"", ""title"": ""Glamrr Q""}]",Khuyến mãi livestream,2025-05-30 21:02:12,2025-05-31 06:42:12
O0000283,187,2025-05-04 05:59:15,3410638.78,VND,COD,Completed,Website,"[{""product_id"": ""Che Khuyết Điểm Aperire Mỏng Nhẹ Lâu Trôi - 03 Beige 4.5ml"", ""title"": ""Aperire""}]",,2025-05-04 04:52:15,2025-05-04 14:37:15
O0000284,188,2025-10-08 02:06:58,2204000.0,VND,Credit Card,Completed,Facebook,"[{""product_id"": ""Sữa Rửa Mặt Oxy Sạch Dịu Nhẹ, Kiềm Dầu Cho Nam 100g"", ""title"": ""OXY""}]",,2025-10-08 00:45:58,2025-10-08 17:02:58
O0000285,189,2025-10-05 04:23:15,2690011.46,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Kem Chống Nắng Bioderma Dành Cho Da Dầu, Mụn SPF30 40ml"", ""title"": ""Bioderma""}, {""product_id"": ""Son Dưỡng Có Màu Silkygirl 04 Taupe - Hồng Nâu Đất 3.2g"", ""title"": ""Silkygirl""}]",,2025-10-05 02:47:15,2025-10-05 20:31:15
O0000286,190,2025-01-24 13:12:46,723000.0,VND,Credit Card,Cancelled,TikTok Shop,"[{""product_id"": ""Combo L'Oreal Kem Chống Nắng X20 Mỏng Nhẹ 50ml + Kem Dưỡng Sáng Da Mờ Thâm Ban Ngày 15ml + Nước Tẩy Trang Căng Mịn Da 95ml"", ""title"": ""L'Oreal""}]",,2025-01-24 12:22:46,2025-01-24 15:54:46
O0000287,190,2025-09-10 19:38:05,3378120.37,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Combo Milaganics Serum 250ml + Kem Ủ Tóc 250g Bưởi Phục Hồi Hư Tổn"", ""title"": ""Milaganics""}]",,2025-09-10 18:12:05,2025-09-11 11:13:05
O0000288,191,2024-07-10 09:56:01,507000.0,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Mascara 3CE Chống Nước Siêu Mảnh 3g"", ""title"": ""3CE""}]",,2024-07-10 09:53:01,2024-07-10 16:57:01
O0000289,192,2025-09-07 17:38:18,2022007.94,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Mặt Nạ Dermal Chiết Xuất Thảo Mộc Làm Dịu Da 23g"", ""title"": ""Dermal""}, {""product_id"": ""Serum Trắng Răng Celio White Smile Cải Thiện Ố Vàng 10ml"", ""title"": ""Celio""}]",,2025-09-07 17:16:18,2025-09-08 07:51:18
O0000290,192,2025-09-15 18:36:47,2655000.0,VND,E-Wallet,Cancelled,Website,"[{""product_id"": ""Tinh Chất 50 Megumi Dưỡng Và Ngăn Rụng Tóc 120ml"", ""title"": ""50 Megumi""}]",,2025-09-15 17:02:47,2025-09-16 11:57:47
O0000291,193,2025-05-03 22:05:30,5460000.0,VND,COD,Completed,Website,"[{""product_id"": ""Chì Kẻ Mắt Australis Màu Đen Huyền 1.15g"", ""title"": ""australis""}]",,2025-05-03 21:47:30,2025-05-04 07:04:30
O0000292,193,2024-03-24 07:44:28,2717797.04,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Combo Hada Labo Kem Rửa Mặt Sạch Sâu Dưỡng Ẩm 80g + Dung Dịch Cấp Ẩm Cho Da Thường, Khô 100ml"", ""title"": ""Hada Labo""}, {""product_id"": ""Combo 2 Sữa Dưỡng Thể Vaseline Sáng Mịn Da Ngày & Đêm 300ml (Mới)"", ""title"": ""Vaseline""}]",,2024-03-24 07:13:28,2024-03-24 08:25:28
O0000293,194,2024-01-10 00:12:11,4515000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Son Dưỡng Có Màu Glamrr Q Thuần Chay 00 Cam San Hô Bóng 4.5g"", ""title"": ""Glamrr Q""}]",,2024-01-09 22:58:11,2024-01-10 09:29:11
O0000294,195,2025-05-09 05:23:19,752476.65,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Kem Đánh Răng Colgate Sáng Răng Từ Khoáng Núi Lửa 100g"", ""title"": ""Colgate""}]",,2025-05-09 04:25:19,2025-05-09 17:11:19
O0000295,195,2024-07-25 21:40:38,2210000.0,VND,COD,Completed,Website,"[{""product_id"": ""Combo Cocoon Gel Rửa Mặt 140ml + Mặt Nạ Bí Đao Giảm Dầu & Mụn 30ml"", ""title"": ""Cocoon""}]",,2024-07-25 20:08:38,2024-07-26 07:20:38
O0000296,195,2024-09-24 13:42:03,1040000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Dầu Xả 50 Megumi Ngăn Rụng Tóc, Hỗ Trợ Phục Hồi 250ml"", ""title"": ""50 Megumi""}]",,2024-09-24 12:19:03,2024-09-25 03:55:03
O0000297,196,2025-08-18 21:14:12,2431826.5,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Sữa Tắm Purité Dưỡng Da Mềm Mịn Hương Hoa Hồng 500ml"", ""title"": ""Purité By Prôvence""}]",,2025-08-18 20:36:12,2025-08-19 11:56:12
O0000298,196,2025-09-17 15:52:27,1827402.68,VND,E-Wallet,Cancelled,Website,"[{""product_id"": ""Son Kem Maybelline Mịn Lì Như Nhung CM09 Mứt Cà Chua 6.4ml"", ""title"": ""Maybelline""}, {""product_id"": ""Combo 10 Mặt Nạ Foodaholic Peptide Giúp Mờ Nếp Nhăn 23ml"", ""title"": ""Foodaholic""}]",,2025-09-17 15:32:27,2025-09-18 10:54:27
O0000299,197,2024-12-05 15:16:12,723648.18,VND,Credit Card,Completed,Website,"[{""product_id"": ""Son Thỏi 3CE Căng Bóng Opal Shower - Hồng Ngọc Trai 1.7g"", ""title"": ""3CE""}]",,2024-12-05 15:03:12,2024-12-05 17:45:12
O0000300,198,2025-09-23 18:28:12,3366000.0,VND,Credit Card,Completed,Instagram,"[{""product_id"": ""[Mini] Nước Tẩy Trang L'Oreal Làm Sạch Sâu Cho Da Dầu 95ml"", ""title"": ""L'Oreal""}]",Ưu tiên giao nhanh,2025-09-23 18:09:12,2025-09-24 13:15:12
O0000301,199,2025-06-11 04:59:14,898000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Kem Che Khuyết Điểm The Saem - Peach Beige 9.5g"", ""title"": ""The SAEM""}]",,2025-06-11 04:33:14,2025-06-12 01:53:14
