customer_id,first_purchase_date,acquisition_channel,campaign_type,acquisition_cost,recency,frequency_90d,monetary_90d,avg_order_value,product_diversity,return_rate,email_open_rate,support_ticket_count,CLV_target,money_unit_note
C03134,2023-05-28,Meta,Prospecting,21.25,741,5,3100650,620130,1,0.07,0.65,0,1860390,same unit as product_data_base.price_current
C03135,2024-02-07,Google,Prospecting,22.87,678,1,926955,926955,1,0.3,0.35,1,556173,same unit as product_data_base.price_current
C03136,2024-08-18,Google,Prospecting,23.98,428,4,1808363,452091,1,0.11,0.51,2,1085018,same unit as product_data_base.price_current
C03137,2024-01-02,Google,Retargeting,4.91,683,2,2730791,1365395,1,0.0,0.42,0,1638475,same unit as product_data_base.price_current
C03138,2025-03-12,Meta,Prospecting,4.21,279,1,144139,144139,1,0.0,0.28,0,86484,same unit as product_data_base.price_current
C03139,2025-07-06,Email,Retargeting,1.94,163,1,275028,275028,1,0.47,0.42,0,297743,same unit as product_data_base.price_current
C03140,2023-03-14,Affiliate,Prospecting,8.83,900,5,1384715,276943,1,0.0,0.15,1,830829,same unit as product_data_base.price_current
C03141,2024-04-25,Google,Prospecting,23.08,600,1,431576,431576,1,0.0,0.64,1,258945,same unit as product_data_base.price_current
C03142,2024-07-13,Google,Prospecting,26.41,521,1,164408,164408,1,0.14,0.44,1,98645,same unit as product_data_base.price_current
C03143,2025-01-14,Meta,Prospecting,6.01,148,2,959698,479849,1,0.06,0.27,0,1208694,same unit as product_data_base.price_current
C03144,2023-04-10,Direct,Organic,0.0,900,5,2827733,565547,1,0.29,0.55,1,1696640,same unit as product_data_base.price_current
C03145,2024-05-22,Affiliate,Prospecting,10.07,373,9,2810070,312230,1,0.0,0.13,1,1686042,same unit as product_data_base.price_current
C03146,2023-09-15,Direct,Organic,0.0,759,3,2767705,922568,1,0.23,0.24,0,1660623,same unit as product_data_base.price_current
C03147,2024-02-17,Google,Prospecting,0.5,668,1,235616,235616,1,0.0,0.3,1,141370,same unit as product_data_base.price_current
C03148,2024-08-17,Affiliate,Retargeting,8.33,486,1,596207,596207,1,0.0,0.49,0,357724,same unit as product_data_base.price_current
C03149,2023-09-23,Meta,Prospecting,17.2,712,3,1549276,516425,1,0.1,0.27,0,929565,same unit as product_data_base.price_current
C03150,2025-03-31,Google,Retargeting,1.66,178,4,954507,238627,1,0.0,0.16,1,1216795,same unit as product_data_base.price_current
C03151,2024-10-23,Google,Retargeting,9.18,256,14,7286304,520450,1,0.05,0.19,3,4371783,same unit as product_data_base.price_current
C03152,2025-08-04,Google,Prospecting,8.55,31,4,1696520,424130,1,0.0,0.19,0,7694605,same unit as product_data_base.price_current
C03153,2024-07-13,Direct,Organic,0.0,521,1,397993,397993,1,0.43,0.26,1,238796,same unit as product_data_base.price_current
C03154,2025-07-05,Email,Retargeting,1.48,164,1,263777,263777,1,0.15,0.47,0,488884,same unit as product_data_base.price_current
C03155,2025-06-09,Meta,Retargeting,8.58,7,8,2958222,369778,1,0.37,0.33,0,8737743,same unit as product_data_base.price_current
C03156,2025-05-17,Meta,Prospecting,11.09,156,7,1991607,284515,1,0.0,0.2,0,3297919,same unit as product_data_base.price_current
C03157,2024-09-01,Meta,Prospecting,11.0,285,2,514722,257361,1,0.22,0.31,0,308833,same unit as product_data_base.price_current
C03158,2024-02-18,Google,Prospecting,18.24,509,3,780823,260274,1,0.0,0.21,1,468494,same unit as product_data_base.price_current
C03159,2023-01-25,Meta,Prospecting,17.79,900,1,519775,519775,1,0.07,0.21,0,311865,same unit as product_data_base.price_current
C03160,2023-10-11,Meta,Retargeting,6.0,766,2,2174869,1087434,1,0.0,0.24,3,1304921,same unit as product_data_base.price_current
C03161,2025-05-30,Email,Retargeting,3.07,200,1,666658,666658,1,0.0,0.6,0,681581,same unit as product_data_base.price_current
C03162,2023-10-28,Direct,Organic,0.0,780,1,94860,94860,1,0.5,0.36,1,56916,same unit as product_data_base.price_current
C03163,2025-10-27,Direct,Organic,0.0,0,6,2838053,473009,1,0.1,0.41,0,25754895,same unit as product_data_base.price_current
C03164,2025-03-27,Affiliate,Prospecting,6.49,264,1,962335,962335,1,0.14,0.3,0,577401,same unit as product_data_base.price_current
C03165,2023-03-24,Direct,Organic,0.0,776,5,1945148,389030,1,0.0,0.56,0,1167089,same unit as product_data_base.price_current
C03166,2023-02-15,Meta,Prospecting,20.4,900,1,892386,892386,1,0.0,0.35,1,535432,same unit as product_data_base.price_current
C03167,2024-09-09,Direct,Organic,0.0,463,1,1853396,1853396,1,0.0,0.55,0,1112037,same unit as product_data_base.price_current
C03168,2025-07-16,Google,Prospecting,19.71,76,5,2664169,532834,1,0.0,0.4,1,9316489,same unit as product_data_base.price_current
C03169,2023-09-19,Email,Retargeting,2.34,819,1,30322,30322,1,0.0,0.46,0,18193,same unit as product_data_base.price_current
C03170,2023-06-25,Google,Prospecting,7.88,900,1,246264,246264,1,0.05,0.09,0,147759,same unit as product_data_base.price_current
C03171,2024-10-18,Direct,Organic,0.0,424,1,445616,445616,1,0.0,0.41,0,267370,same unit as product_data_base.price_current
C03172,2025-04-21,Google,Retargeting,11.26,152,4,2793319,698330,1,0.0,0.37,0,3827680,same unit as product_data_base.price_current
C03173,2024-01-05,Meta,Prospecting,13.72,631,4,2630533,657633,1,0.0,0.38,1,1578320,same unit as product_data_base.price_current
C03174,2023-02-23,Google,Prospecting,32.19,900,3,762046,254015,1,0.0,0.24,1,457227,same unit as product_data_base.price_current
C03175,2024-11-20,Meta,Prospecting,14.54,309,2,274159,137080,1,0.0,0.25,1,164495,same unit as product_data_base.price_current
C03176,2024-01-02,Affiliate,Prospecting,7.44,626,10,3244385,324439,1,0.0,0.38,0,1946631,same unit as product_data_base.price_current
C03177,2024-10-05,Google,Prospecting,12.4,437,1,1421285,1421285,1,0.0,0.39,0,852771,same unit as product_data_base.price_current
C03178,2024-01-14,Google,Prospecting,16.03,702,1,397650,397650,1,0.0,0.2,0,238590,same unit as product_data_base.price_current
C03179,2023-03-14,Direct,Organic,0.0,900,2,510327,255163,1,0.0,0.38,0,306196,same unit as product_data_base.price_current
C03180,2025-07-03,Google,Prospecting,25.88,38,2,724831,362416,1,0.0,0.25,0,1929069,same unit as product_data_base.price_current
C03181,2025-05-09,Meta,Retargeting,8.35,221,1,137861,137861,1,0.0,0.24,0,82717,same unit as product_data_base.price_current
C03182,2023-02-12,Meta,Prospecting,14.77,900,6,3434236,572373,1,0.0,0.42,0,2060541,same unit as product_data_base.price_current
C03183,2024-01-12,Google,Retargeting,10.0,704,1,518223,518223,1,0.0,0.47,0,310934,same unit as product_data_base.price_current
C03184,2025-11-30,Direct,Organic,0.0,10,12,5777405,481450,1,0.41,0.2,2,25498411,same unit as product_data_base.price_current
C03185,2023-06-19,Direct,Organic,0.0,849,4,1889204,472301,1,0.05,0.47,1,1133523,same unit as product_data_base.price_current
C03186,2023-07-31,Affiliate,Retargeting,6.17,869,1,152621,152621,1,0.41,0.43,1,91572,same unit as product_data_base.price_current
C03187,2023-02-08,Meta,Retargeting,4.44,900,1,626740,626740,1,0.28,0.12,1,376044,same unit as product_data_base.price_current
C03188,2024-01-04,Meta,Prospecting,9.24,657,3,925603,308534,1,0.0,0.59,0,555362,same unit as product_data_base.price_current
C03189,2025-01-26,Meta,Retargeting,8.96,217,3,1607339,535780,1,0.4,0.26,2,964403,same unit as product_data_base.price_current
C03190,2023-05-31,Email,Retargeting,2.67,900,1,256753,256753,1,0.55,0.3,0,154052,same unit as product_data_base.price_current
C03191,2025-10-20,Meta,Retargeting,3.6,18,5,3763720,752744,1,0.0,0.33,0,17660306,same unit as product_data_base.price_current
C03192,2025-01-06,Meta,Retargeting,3.97,273,5,3119614,623923,1,0.45,0.1,1,1871768,same unit as product_data_base.price_current
C03193,2023-03-10,Google,Prospecting,15.05,873,11,6185244,562295,1,0.0,0.3,0,3711146,same unit as product_data_base.price_current
C03194,2023-10-26,Google,Prospecting,8.84,630,3,1996333,665444,1,0.11,0.17,0,1197800,same unit as product_data_base.price_current
C03195,2025-08-01,Email,Retargeting,1.99,61,2,746437,373219,1,0.0,0.65,0,2356456,same unit as product_data_base.price_current
C03196,2025-03-12,Google,Retargeting,12.03,279,1,510590,510590,1,0.06,0.4,1,306354,same unit as product_data_base.price_current
C03197,2023-10-23,Google,Prospecting,18.58,698,6,1342622,223770,1,0.0,0.29,0,805573,same unit as product_data_base.price_current
C03198,2023-07-22,Google,Prospecting,23.19,558,3,1793571,597857,1,0.32,0.63,2,1076142,same unit as product_data_base.price_current
C03199,2023-03-02,Direct,Organic,0.0,900,1,30024,30024,1,0.75,0.49,1,18014,same unit as product_data_base.price_current
C03200,2025-08-03,Google,Prospecting,6.76,19,11,4482586,407508,1,0.35,0.19,1,19705939,same unit as product_data_base.price_current
C03201,2025-08-20,Meta,Retargeting,4.49,118,1,407926,407926,1,0.16,0.53,1,1049385,same unit as product_data_base.price_current
C03202,2023-11-27,Meta,Prospecting,1.62,688,3,2111333,703778,1,0.0,0.3,2,1266800,same unit as product_data_base.price_current
C03203,2023-12-04,Meta,Retargeting,5.81,655,17,7792752,458397,1,0.0,0.14,0,4675651,same unit as product_data_base.price_current
C03204,2024-09-30,Direct,Organic,0.0,442,1,292611,292611,1,0.0,0.52,0,175567,same unit as product_data_base.price_current
C03205,2023-10-02,Meta,Prospecting,26.09,653,3,1117426,372475,1,0.3,0.2,0,670455,same unit as product_data_base.price_current
C03206,2023-11-15,Direct,Organic,0.0,640,19,10228770,538356,1,0.0,0.4,0,6137262,same unit as product_data_base.price_current
C03207,2024-08-11,Meta,Prospecting,23.62,492,1,75254,75254,1,0.21,0.23,0,45152,same unit as product_data_base.price_current
C03208,2024-05-18,Direct,Organic,0.0,464,8,4976793,622099,1,0.0,0.41,0,2986076,same unit as product_data_base.price_current
C03209,2024-01-22,Direct,Organic,0.0,694,1,933375,933375,1,0.0,0.29,0,560025,same unit as product_data_base.price_current
C03210,2025-05-19,Google,Prospecting,18.7,26,3,1848413,616138,1,0.0,0.54,0,11787071,same unit as product_data_base.price_current
C03211,2025-04-12,Email,Retargeting,1.86,175,5,4248004,849601,1,0.21,0.33,0,3144237,same unit as product_data_base.price_current
C03212,2025-10-11,Meta,Prospecting,15.88,11,7,3748459,535494,1,0.0,0.38,0,15338649,same unit as product_data_base.price_current
C03213,2024-08-25,Google,Prospecting,7.75,381,26,15527278,597203,1,0.0,0.31,1,9316367,same unit as product_data_base.price_current
C03214,2024-11-21,Meta,Prospecting,14.46,390,1,686914,686914,1,0.0,0.32,0,412149,same unit as product_data_base.price_current
C03215,2024-05-08,Google,Prospecting,0.99,587,1,258428,258428,1,0.0,0.31,1,155057,same unit as product_data_base.price_current
C03216,2024-05-04,Direct,Organic,0.0,504,4,1957452,489363,1,0.0,0.46,0,1174471,same unit as product_data_base.price_current
C03217,2024-12-21,Meta,Prospecting,0.5,360,1,258492,258492,1,0.35,0.31,1,155095,same unit as product_data_base.price_current
C03218,2024-05-23,Direct,Organic,0.0,334,7,3889158,555594,1,0.0,0.48,1,2333495,same unit as product_data_base.price_current
C03219,2024-01-25,Google,Prospecting,13.58,691,1,1493056,1493056,1,0.0,0.36,0,895834,same unit as product_data_base.price_current
C03220,2023-10-22,Google,Prospecting,32.62,786,1,1774407,1774407,1,0.09,0.27,1,1064644,same unit as product_data_base.price_current
C03221,2025-03-06,Affiliate,Prospecting,12.5,65,5,2602925,520585,1,0.0,0.52,0,13427322,same unit as product_data_base.price_current
C03222,2025-05-14,Email,Retargeting,2.72,129,9,8649614,961068,1,0.06,0.58,0,47794936,same unit as product_data_base.price_current
C03223,2024-07-02,Email,Retargeting,1.81,444,14,8840973,631498,1,0.0,0.72,1,5304584,same unit as product_data_base.price_current
C03224,2024-10-10,Email,Retargeting,3.05,294,6,2660589,443432,1,0.06,0.71,2,1596353,same unit as product_data_base.price_current
C03225,2024-07-21,Direct,Organic,0.0,280,8,5757065,719633,1,0.0,0.36,2,3454239,same unit as product_data_base.price_current
C03226,2025-05-02,Meta,Prospecting,9.93,12,5,3267029,653406,1,0.0,0.55,1,20911797,same unit as product_data_base.price_current
C03227,2025-02-08,Google,Prospecting,7.71,55,7,3355996,479428,1,0.0,0.43,0,16847750,same unit as product_data_base.price_current
C03228,2024-03-20,Google,Retargeting,5.0,467,5,3198003,639601,1,0.0,0.36,1,1918802,same unit as product_data_base.price_current
C03229,2023-12-29,Meta,Prospecting,3.36,423,6,3182907,530485,1,0.15,0.35,1,1909744,same unit as product_data_base.price_current
C03230,2023-05-03,Meta,Prospecting,26.6,900,1,238980,238980,1,0.09,0.38,0,143388,same unit as product_data_base.price_current
C03231,2025-01-11,Meta,Prospecting,16.26,339,1,402126,402126,1,0.0,0.22,0,241276,same unit as product_data_base.price_current
C03232,2024-11-10,Google,Prospecting,9.91,401,1,65646,65646,1,0.0,0.31,0,39388,same unit as product_data_base.price_current
C03233,2024-02-24,Direct,Organic,0.0,580,8,5090408,636301,1,0.75,0.42,3,3054245,same unit as product_data_base.price_current
C03234,2023-04-02,Direct,Organic,0.0,900,10,5640563,564056,1,0.0,0.24,1,3384338,same unit as product_data_base.price_current
C03235,2023-03-04,Google,Prospecting,15.45,843,2,2394308,1197154,1,0.0,0.41,0,1436585,same unit as product_data_base.price_current
C03236,2024-05-26,Meta,Prospecting,12.34,501,6,2447090,407848,1,0.0,0.21,0,1468254,same unit as product_data_base.price_current
C03237,2025-02-10,Meta,Prospecting,21.61,309,1,318371,318371,1,0.06,0.45,0,191022,same unit as product_data_base.price_current
C03238,2023-09-13,Google,Prospecting,31.67,645,10,5150017,515002,1,0.4,0.25,1,3090010,same unit as product_data_base.price_current
C03239,2023-05-15,Google,Prospecting,23.6,814,17,11192740,658396,1,0.19,0.45,3,6715644,same unit as product_data_base.price_current
C03240,2025-05-24,Meta,Prospecting,17.45,206,1,494169,494169,1,0.0,0.48,0,555957,same unit as product_data_base.price_current
C03241,2025-04-01,Google,Prospecting,18.24,259,1,429891,429891,1,0.0,0.34,0,257935,same unit as product_data_base.price_current
C03242,2023-03-29,Direct,Organic,0.0,808,20,5913694,295685,1,0.0,0.39,3,3548217,same unit as product_data_base.price_current
C03243,2025-09-14,Email,Retargeting,1.89,17,12,4915348,409612,1,0.0,0.37,1,18452470,same unit as product_data_base.price_current
C03244,2025-04-02,Direct,Organic,0.0,35,13,8833255,679481,1,0.0,0.46,2,70716854,same unit as product_data_base.price_current
C03245,2025-10-23,Email,Retargeting,1.87,1,16,12296191,768512,1,0.0,0.65,2,75840166,same unit as product_data_base.price_current
C03246,2025-08-31,Meta,Prospecting,13.68,107,1,254453,254453,1,0.32,0.33,1,433842,same unit as product_data_base.price_current
C03247,2025-07-22,Meta,Retargeting,5.41,147,1,768909,768909,1,0.0,0.51,1,759171,same unit as product_data_base.price_current
C03248,2023-05-01,Direct,Organic,0.0,873,6,2418878,403146,1,0.0,0.32,0,1451327,same unit as product_data_base.price_current
C03249,2025-11-27,Email,Retargeting,1.44,22,14,11324475,808891,1,0.0,0.61,2,76868031,same unit as product_data_base.price_current
C03250,2025-10-04,Google,Prospecting,8.58,18,2,1417982,708991,1,0.0,0.19,0,6146767,same unit as product_data_base.price_current
C03251,2025-07-13,Meta,Retargeting,5.3,74,4,2118966,529742,1,0.0,0.08,0,6614870,same unit as product_data_base.price_current
C03252,2024-10-06,Google,Prospecting,6.82,436,1,236610,236610,1,0.0,0.14,0,141966,same unit as product_data_base.price_current
C03253,2024-12-14,Meta,Retargeting,4.31,290,4,2982456,745614,1,0.0,0.31,0,1789474,same unit as product_data_base.price_current
C03254,2025-05-09,Meta,Prospecting,12.34,221,1,827133,827133,1,0.0,0.25,0,496280,same unit as product_data_base.price_current
C03255,2023-01-21,Meta,Prospecting,14.56,900,5,3723757,744751,1,0.0,0.29,0,2234254,same unit as product_data_base.price_current
C03256,2023-08-30,Google,Prospecting,17.7,697,9,3476516,386280,1,0.0,0.06,1,2085910,same unit as product_data_base.price_current
C03257,2024-03-30,Meta,Prospecting,15.97,626,1,184996,184996,1,0.39,0.25,1,110998,same unit as product_data_base.price_current
C03258,2025-08-20,Meta,Prospecting,15.45,118,1,87354,87354,1,0.0,0.08,0,234385,same unit as product_data_base.price_current
C03259,2024-09-12,Email,Retargeting,3.23,385,11,8308324,755302,1,0.0,0.53,0,4984994,same unit as product_data_base.price_current
C03260,2023-10-30,Google,Prospecting,27.61,604,4,1919019,479755,1,0.43,0.19,1,1151411,same unit as product_data_base.price_current
C03261,2025-03-13,Google,Prospecting,13.31,278,1,212504,212504,1,0.0,0.2,0,127502,same unit as product_data_base.price_current
C03262,2025-08-21,Google,Prospecting,22.43,117,1,335338,335338,1,0.0,0.28,0,556326,same unit as product_data_base.price_current
C03263,2023-03-10,Affiliate,Prospecting,6.97,893,5,3178395,635679,1,0.09,0.29,1,1907037,same unit as product_data_base.price_current
C03264,2023-07-15,Meta,Prospecting,2.97,650,2,1344669,672334,1,0.39,0.38,3,806801,same unit as product_data_base.price_current
C03265,2023-05-20,Meta,Prospecting,16.99,900,1,212493,212493,1,0.0,0.36,0,127496,same unit as product_data_base.price_current
C03266,2023-10-10,Email,Retargeting,1.38,644,8,4232044,529006,1,0.06,0.33,0,2539226,same unit as product_data_base.price_current
C03267,2023-11-08,Meta,Prospecting,8.93,578,13,8343428,641802,1,0.05,0.28,0,5006057,same unit as product_data_base.price_current
C03268,2025-01-15,Google,Prospecting,11.92,335,1,343587,343587,1,0.0,0.44,0,206152,same unit as product_data_base.price_current
C03269,2023-10-04,Google,Retargeting,4.36,522,14,7207730,514838,1,0.26,0.43,2,4324638,same unit as product_data_base.price_current
C03270,2023-03-02,Affiliate,Retargeting,13.0,900,1,416146,416146,1,0.51,0.15,2,249688,same unit as product_data_base.price_current
C03271,2023-02-21,Direct,Organic,0.0,900,1,172652,172652,1,0.0,0.47,0,103591,same unit as product_data_base.price_current
C03272,2023-06-02,Affiliate,Prospecting,3.88,784,8,2603013,325377,1,0.61,0.3,2,1561808,same unit as product_data_base.price_current
C03273,2024-06-27,Meta,Prospecting,12.08,537,1,296576,296576,1,0.0,0.36,0,177946,same unit as product_data_base.price_current
C03274,2024-07-20,Direct,Organic,0.0,514,1,362820,362820,1,0.24,0.29,0,217692,same unit as product_data_base.price_current
C03275,2024-09-13,Meta,Prospecting,2.87,459,1,114153,114153,1,0.0,0.4,0,68492,same unit as product_data_base.price_current
C03276,2023-11-10,Google,Prospecting,10.88,767,1,509660,509660,1,0.0,0.37,0,305796,same unit as product_data_base.price_current
C03277,2025-03-17,Email,Retargeting,0.75,274,1,183132,183132,1,0.0,0.31,0,109879,same unit as product_data_base.price_current
C03278,2025-04-27,Meta,Prospecting,16.1,233,1,480080,480080,1,0.0,0.45,0,288048,same unit as product_data_base.price_current
C03279,2023-04-07,Google,Prospecting,5.33,896,5,2353756,470751,1,0.0,0.43,1,1412253,same unit as product_data_base.price_current
C03280,2025-05-30,Meta,Prospecting,21.59,200,1,1026550,1026550,1,0.0,0.41,0,615930,same unit as product_data_base.price_current
C03281,2025-04-08,Meta,Prospecting,5.11,252,1,70777,70777,1,0.11,0.2,0,42466,same unit as product_data_base.price_current
C03282,2023-05-17,Direct,Organic,0.0,669,7,5057192,722456,1,0.17,0.5,2,3034315,same unit as product_data_base.price_current
C03283,2025-10-26,Meta,Retargeting,2.88,51,1,763410,763410,1,0.0,0.24,0,1924786,same unit as product_data_base.price_current
C03284,2025-10-07,Meta,Retargeting,8.02,70,1,321548,321548,1,0.19,0.17,0,1559828,same unit as product_data_base.price_current
C03285,2023-04-19,Google,Retargeting,13.57,780,3,1200332,400111,1,0.13,0.4,0,720199,same unit as product_data_base.price_current
C03286,2024-06-30,Direct,Organic,0.0,345,3,1056727,352242,1,0.11,0.26,1,634036,same unit as product_data_base.price_current
C03287,2025-11-28,Meta,Prospecting,10.38,16,5,1685999,337200,1,0.17,0.26,0,7504572,same unit as product_data_base.price_current
C03288,2024-10-23,Meta,Prospecting,16.57,419,1,319493,319493,1,0.0,0.61,0,191696,same unit as product_data_base.price_current
C03289,2024-02-29,Direct,Organic,0.0,656,1,117654,117654,1,0.3,0.47,1,70592,same unit as product_data_base.price_current
C03290,2024-09-21,Meta,Retargeting,2.87,451,1,323107,323107,1,0.12,0.17,1,193864,same unit as product_data_base.price_current
C03291,2023-09-18,Meta,Prospecting,9.94,820,1,226215,226215,1,0.0,0.33,0,135729,same unit as product_data_base.price_current
C03292,2023-03-28,Direct,Organic,0.0,900,1,195701,195701,1,0.0,0.56,0,117421,same unit as product_data_base.price_current
C03293,2024-04-09,Google,Prospecting,15.24,528,7,2892212,413173,1,0.0,0.25,0,1735327,same unit as product_data_base.price_current
C03294,2023-03-17,Direct,Organic,0.0,827,5,4090918,818184,1,0.0,0.51,0,2454551,same unit as product_data_base.price_current
C03295,2024-04-15,Meta,Prospecting,8.03,456,15,10338415,689228,1,0.07,0.56,1,6203049,same unit as product_data_base.price_current
C03296,2024-02-18,Direct,Organic,0.0,667,1,260577,260577,1,0.0,0.32,0,156346,same unit as product_data_base.price_current
C03297,2025-04-04,Direct,Organic,0.0,207,5,2763718,552744,1,0.0,0.61,0,2505269,same unit as product_data_base.price_current
C03298,2025-06-13,Meta,Prospecting,19.84,186,1,472110,472110,1,0.53,0.18,1,283266,same unit as product_data_base.price_current
C03299,2024-12-26,Meta,Prospecting,17.81,278,9,5973784,663754,1,0.0,0.28,0,3584270,same unit as product_data_base.price_current
C03300,2024-04-01,Affiliate,Retargeting,5.91,546,5,2862605,572521,1,0.0,0.32,2,1717563,same unit as product_data_base.price_current
C03301,2024-10-14,Google,Prospecting,0.5,428,1,237177,237177,1,0.0,0.19,0,142306,same unit as product_data_base.price_current
C03302,2024-11-02,Google,Retargeting,4.46,183,5,3397508,679502,1,0.0,0.5,2,3980708,same unit as product_data_base.price_current
C03303,2024-05-09,Google,Retargeting,11.41,586,1,126383,126383,1,0.26,0.35,1,75830,same unit as product_data_base.price_current
C03304,2024-08-19,Direct,Organic,0.0,338,8,3987902,498488,1,0.09,0.38,3,2392741,same unit as product_data_base.price_current
C03305,2024-03-25,Direct,Organic,0.0,549,4,1951516,487879,1,0.0,0.43,0,1170910,same unit as product_data_base.price_current
C03306,2024-04-29,Meta,Retargeting,5.63,327,5,1827392,365478,1,0.0,0.56,1,1096435,same unit as product_data_base.price_current
C03307,2024-10-07,Meta,Prospecting,19.14,346,14,5751917,410851,1,0.0,0.38,1,3451150,same unit as product_data_base.price_current
C03308,2024-09-11,Direct,Organic,0.0,344,7,1510683,215812,1,0.13,0.59,2,906410,same unit as product_data_base.price_current
C03309,2025-11-07,Direct,Organic,0.0,9,7,2554728,364961,1,0.0,0.49,0,8627928,same unit as product_data_base.price_current
C03310,2024-10-23,Google,Prospecting,27.56,419,1,521707,521707,1,0.07,0.41,0,313024,same unit as product_data_base.price_current
C03311,2025-01-27,Affiliate,Retargeting,9.32,323,1,1191231,1191231,1,0.0,0.31,0,714738,same unit as product_data_base.price_current
C03312,2023-10-16,Email,Retargeting,2.7,705,7,4712471,673210,1,0.23,0.38,1,2827483,same unit as product_data_base.price_current
C03313,2024-12-21,Meta,Prospecting,9.58,268,2,1352137,676068,1,0.0,0.31,0,811282,same unit as product_data_base.price_current
C03314,2024-09-29,Direct,Organic,0.0,443,1,92146,92146,1,0.1,0.37,0,55287,same unit as product_data_base.price_current
C03315,2023-08-23,Google,Prospecting,24.14,761,23,13556379,589408,1,0.19,0.4,4,8133827,same unit as product_data_base.price_current
C03316,2024-02-20,Meta,Prospecting,11.73,665,1,608858,608858,1,0.06,0.37,0,365315,same unit as product_data_base.price_current
C03317,2025-07-26,Meta,Prospecting,8.4,2,6,5004238,834040,1,0.16,0.34,2,25767882,same unit as product_data_base.price_current
C03318,2024-05-13,Direct,Organic,0.0,582,1,242570,242570,1,0.22,0.55,0,145542,same unit as product_data_base.price_current
C03319,2025-08-31,Affiliate,Prospecting,13.84,107,1,593146,593146,1,0.0,0.32,0,1177969,same unit as product_data_base.price_current
C03320,2024-09-25,Meta,Prospecting,12.88,447,1,77783,77783,1,0.0,0.46,0,46670,same unit as product_data_base.price_current
C03321,2025-10-16,Meta,Prospecting,8.72,23,4,1451455,362864,1,0.14,0.49,1,6235191,same unit as product_data_base.price_current
C03322,2023-04-25,Google,Prospecting,18.98,900,1,462611,462611,1,0.0,0.22,0,277567,same unit as product_data_base.price_current
C03323,2025-07-20,Direct,Organic,0.0,24,9,5486740,609638,1,0.0,0.4,0,24013913,same unit as product_data_base.price_current
C03324,2024-11-04,Email,Retargeting,0.93,324,6,2593840,432307,1,0.14,0.6,0,1556304,same unit as product_data_base.price_current
C03325,2025-10-31,Google,Retargeting,2.61,46,1,873653,873653,1,0.15,0.39,0,2383282,same unit as product_data_base.price_current
C03326,2023-07-25,Google,Prospecting,14.53,875,1,169078,169078,1,0.0,0.41,0,101447,same unit as product_data_base.price_current
C03327,2023-09-04,Meta,Prospecting,4.36,719,20,9264171,463209,1,0.0,0.27,2,5558503,same unit as product_data_base.price_current
C03328,2025-01-27,Google,Retargeting,5.34,251,5,2061997,412399,1,0.0,0.42,1,1237198,same unit as product_data_base.price_current
C03329,2023-05-27,Meta,Prospecting,5.13,802,2,1223361,611681,1,0.67,0.34,1,734017,same unit as product_data_base.price_current
C03330,2023-04-28,Direct,Organic,0.0,882,9,6723319,747035,1,0.21,0.23,0,4033992,same unit as product_data_base.price_current
C03331,2024-02-16,Meta,Retargeting,8.94,669,1,796002,796002,1,0.41,0.16,0,477601,same unit as product_data_base.price_current
C03332,2023-12-29,Email,Retargeting,3.15,607,5,2096544,419309,1,0.2,0.63,1,1257926,same unit as product_data_base.price_current
C03333,2023-05-17,Meta,Prospecting,4.66,900,1,71209,71209,1,0.0,0.26,0,42726,same unit as product_data_base.price_current
C03334,2025-08-15,Google,Prospecting,30.92,123,1,643422,643422,1,0.0,0.29,0,973331,same unit as product_data_base.price_current
C03335,2023-01-19,Meta,Prospecting,17.56,900,1,290726,290726,1,0.0,0.18,0,174435,same unit as product_data_base.price_current
C03336,2023-07-14,Meta,Prospecting,14.46,886,1,478237,478237,1,0.47,0.25,0,286942,same unit as product_data_base.price_current
C03337,2023-11-26,Meta,Prospecting,3.86,751,1,86561,86561,1,0.07,0.42,1,51937,same unit as product_data_base.price_current
C03338,2023-06-24,Email,Retargeting,0.49,812,9,5535566,615063,1,0.0,0.47,1,3321339,same unit as product_data_base.price_current
C03339,2025-09-28,Google,Prospecting,15.75,79,1,246467,246467,1,0.2,0.35,2,356874,same unit as product_data_base.price_current
C03340,2024-03-24,Email,Retargeting,1.66,540,3,2051940,683980,1,0.0,0.51,0,1231164,same unit as product_data_base.price_current
C03341,2025-08-03,Google,Prospecting,13.94,56,10,4257843,425784,1,0.0,0.47,2,31765996,same unit as product_data_base.price_current
C03342,2023-05-21,Google,Retargeting,7.17,900,1,1552576,1552576,1,0.0,0.21,0,931546,same unit as product_data_base.price_current
C03343,2025-01-27,Google,Prospecting,11.0,323,1,867773,867773,1,0.0,0.53,1,520664,same unit as product_data_base.price_current
C03344,2025-07-18,Affiliate,Retargeting,6.83,25,10,4615571,461557,1,0.0,0.36,0,24535317,same unit as product_data_base.price_current
C03345,2023-04-03,Google,Prospecting,15.97,900,1,147489,147489,1,0.0,0.45,0,88493,same unit as product_data_base.price_current
C03346,2023-08-27,Meta,Prospecting,28.43,842,1,587806,587806,1,0.05,0.4,0,352683,same unit as product_data_base.price_current
C03347,2023-07-24,Direct,Organic,0.0,876,1,1077994,1077994,1,0.06,0.17,0,646797,same unit as product_data_base.price_current
C03348,2024-07-13,Meta,Retargeting,0.5,521,1,356129,356129,1,0.0,0.56,0,213678,same unit as product_data_base.price_current
