order_id,customer_id,order_date,order_value,num_items
O0001266,C00316,2025-03-13,1135000,5
O0001267,C00316,2025-04-21,129000,1
O0001268,C00316,2025-04-22,215000,1
O0001269,C00316,2025-04-29,630000,3
O0001270,C00316,2025-05-27,244000,2
O0001271,C00317,2025-10-09,1115000,6
O0001272,C00318,2024-09-25,333000,3
O0001273,C00318,2024-10-02,1250000,2
O0001274,C00318,2024-10-15,474000,5
O0001275,C00318,2024-10-20,325000,2
O0001276,C00318,2024-10-22,1050000,4
O0001277,C00318,2024-11-16,235000,1
O0001278,C00318,2024-12-01,77000,1
O0001279,C00318,2024-12-03,249000,1
O0001280,C00318,2024-12-04,611000,3
O0001281,C00318,2024-12-12,660000,4
O0001282,C00318,2024-12-22,175000,1
O0001283,C00319,2024-05-27,347000,3
O0001284,C00320,2025-03-12,149000,1
O0001285,C00321,2024-07-16,117000,2
O0001286,C00321,2024-07-29,666000,4
O0001287,C00321,2024-08-01,279000,2
O0001288,C00322,2024-05-02,819000,4
O0001289,C00323,2025-06-15,704000,4
O0001290,C00324,2024-12-08,692000,4
O0001291,C00324,2025-01-23,249000,1
O0001292,C00325,2024-08-07,547000,3
O0001293,C00325,2024-09-06,365000,2
O0001294,C00325,2024-09-27,891000,3
O0001295,C00326,2025-02-28,833000,6
O0001296,C00327,2025-07-04,326000,2
O0001297,C00327,2025-07-31,383000,2
O0001298,C00328,2023-09-10,430000,2
O0001299,C00328,2023-09-25,381000,3
O0001300,C00328,2023-10-15,159000,1
O0001301,C00328,2023-10-22,456000,2
O0001302,C00328,2023-10-22,69000,1
O0001303,C00328,2023-11-18,763000,5
O0001304,C00328,2023-11-28,536000,3
O0001305,C00329,2023-06-26,293000,3
O0001306,C00329,2023-08-04,99000,1
O0001307,C00329,2023-08-27,98000,2
O0001308,C00330,2025-09-23,429000,3
O0001309,C00331,2024-11-27,807000,4
O0001310,C00332,2025-10-05,650000,5
O0001311,C00333,2023-04-06,249000,1
O0001312,C00333,2023-04-09,443000,2
O0001313,C00333,2023-04-19,841000,4
O0001314,C00333,2023-04-26,1012000,5
O0001315,C00333,2023-05-05,71000,1
O0001316,C00333,2023-05-05,940000,5
O0001317,C00333,2023-05-24,388000,4
O0001318,C00333,2023-06-02,409000,3
O0001319,C00333,2023-06-06,132000,1
O0001320,C00333,2023-06-12,66000,1
O0001321,C00333,2023-07-01,755000,3
O0001322,C00333,2023-07-02,110000,1
O0001323,C00334,2025-08-15,116000,1
O0001324,C00335,2025-10-08,90000,1
O0001325,C00336,2024-03-28,106000,1
O0001326,C00337,2025-06-30,844000,3
O0001327,C00338,2023-08-06,69000,1
O0001328,C00339,2024-04-18,381000,3
O0001329,C00340,2024-03-08,88000,1
O0001330,C00340,2024-03-19,108000,1
O0001331,C00340,2024-04-19,553000,3
O0001332,C00341,2023-12-07,294000,2
O0001333,C00342,2024-07-06,112000,2
O0001334,C00342,2024-07-14,662000,6
O0001335,C00342,2024-07-25,424000,2
O0001336,C00342,2024-08-09,66000,1
O0001337,C00342,2024-08-23,619000,3
O0001338,C00342,2024-08-24,382000,2
O0001339,C00342,2024-09-30,189000,1
O0001340,C00343,2024-01-23,392000,3
O0001341,C00343,2024-03-03,501000,4
O0001342,C00343,2024-03-16,803000,5
O0001343,C00344,2023-02-01,112000,2
O0001344,C00344,2023-02-08,319000,2
O0001345,C00344,2023-02-11,605000,3
O0001346,C00344,2023-03-01,49000,1
O0001347,C00344,2023-03-14,216000,2
O0001348,C00344,2023-04-07,317000,2
O0001349,C00344,2023-04-13,77000,1
O0001350,C00344,2023-04-14,811000,4
O0001351,C00344,2023-04-20,648000,4
O0001352,C00345,2024-07-31,486000,3
O0001353,C00345,2024-08-13,1424000,7
O0001354,C00345,2024-09-01,250000,2
O0001355,C00346,2025-03-29,1183000,5
O0001356,C00346,2025-03-31,614000,4
O0001357,C00346,2025-03-31,478000,2
O0001358,C00346,2025-05-08,299000,2
O0001359,C00346,2025-05-30,443000,2
O0001360,C00346,2025-06-07,1361000,5
O0001361,C00347,2025-01-31,735000,1
O0001362,C00347,2025-02-25,59000,1
O0001363,C00347,2025-03-08,433000,2
O0001364,C00347,2025-03-18,556000,3
O0001365,C00347,2025-03-29,1669000,7
O0001366,C00347,2025-04-18,261000,1
O0001367,C00348,2024-03-17,883000,2
O0001368,C00349,2025-02-16,1308000,7
O0001369,C00349,2025-02-28,544000,3
O0001370,C00350,2025-10-17,320000,2
O0001371,C00350,2025-10-28,345000,2
O0001372,C00350,2025-11-05,316000,2
O0001373,C00350,2025-11-13,167000,1
O0001374,C00350,2025-11-13,90000,1
O0001375,C00350,2025-11-29,572000,2
O0001376,C00350,2025-12-13,408000,3
O0001377,C00351,2024-06-02,424000,3
O0001378,C00351,2024-07-02,116000,1
O0001379,C00351,2024-07-27,474000,4
O0001380,C00351,2024-07-29,571000,3
O0001381,C00351,2024-08-04,239000,1
O0001382,C00351,2024-08-15,174000,2
O0001383,C00352,2025-11-14,129000,1
O0001384,C00352,2025-11-18,320000,3
O0001385,C00353,2025-03-02,572000,2
O0001386,C00354,2024-01-29,606000,2
O0001387,C00354,2024-02-26,716000,5
O0001388,C00355,2023-11-08,658000,4
O0001389,C00355,2023-11-21,132000,2
O0001390,C00355,2023-11-25,1264000,6
O0001391,C00356,2024-05-11,384000,2
O0001392,C00357,2025-06-14,484000,4
O0001393,C00358,2023-06-09,249000,2
O0001394,C00359,2025-05-01,1062000,8
O0001395,C00360,2024-11-20,274000,1
O0001396,C00361,2024-01-28,167000,1
O0001397,C00361,2024-02-17,296000,3
O0001398,C00361,2024-03-10,342000,2
O0001399,C00361,2024-03-16,249000,1
O0001400,C00361,2024-03-20,951000,5
O0001401,C00361,2024-03-21,99000,1
O0001402,C00361,2024-03-26,139000,1
O0001403,C00362,2025-08-14,1250000,2
O0001404,C00362,2025-08-21,297000,2
O0001405,C00362,2025-08-22,132000,2
O0001406,C00362,2025-10-17,585000,3
O0001407,C00362,2025-10-26,189000,1
O0001408,C00363,2024-11-30,175000,1
O0001409,C00363,2025-01-02,535000,3
O0001410,C00363,2025-01-18,515000,3
O0001411,C00363,2025-02-01,110000,1
O0001412,C00363,2025-02-05,167000,2
O0001413,C00364,2023-10-13,198000,2
O0001414,C00364,2023-10-21,526000,5
O0001415,C00364,2023-10-30,632000,4
O0001416,C00364,2023-11-02,1843000,9
O0001417,C00364,2023-12-04,920000,4
O0001418,C00364,2023-12-10,701000,4
O0001419,C00364,2023-12-29,180000,2
O0001420,C00364,2024-01-01,50000,1
O0001421,C00365,2024-02-22,299000,3
O0001422,C00365,2024-03-02,1090000,6
O0001423,C00365,2024-03-07,132000,1
O0001424,C00366,2023-01-12,215000,1
O0001425,C00367,2024-05-30,1099000,7
O0001426,C00367,2024-06-15,27000,1
O0001427,C00367,2024-06-23,602000,5
O0001428,C00367,2024-07-10,633000,2
O0001429,C00367,2024-07-29,388000,2
O0001430,C00367,2024-08-01,263000,1
O0001431,C00368,2025-01-23,417000,2
O0001432,C00369,2023-02-04,278000,1
O0001433,C00370,2025-01-07,116000,1
O0001434,C00370,2025-01-10,192000,1
O0001435,C00370,2025-02-21,1029000,7
O0001436,C00370,2025-03-24,261000,1
O0001437,C00371,2025-05-05,543000,2
O0001438,C00371,2025-06-26,100000,2
O0001439,C00372,2023-04-07,399000,3
O0001440,C00372,2023-04-10,514000,2
O0001441,C00372,2023-04-29,960000,4
O0001442,C00372,2023-05-06,154000,1
O0001443,C00372,2023-05-15,564000,3
O0001444,C00372,2023-05-15,100000,2
O0001445,C00372,2023-05-21,112000,2
O0001446,C00372,2023-05-24,760000,3
O0001447,C00372,2023-06-05,1250000,2
O0001448,C00372,2023-06-12,638000,3
O0001449,C00372,2023-06-18,90000,1
O0001450,C00372,2023-06-20,762000,4
O0001451,C00372,2023-06-21,168000,1
O0001452,C00372,2023-06-22,404000,2
O0001453,C00373,2025-02-14,1568000,4
O0001454,C00374,2024-09-26,180000,2
O0001455,C00374,2024-10-24,125000,1
O0001456,C00375,2025-09-27,532000,2
O0001457,C00375,2025-10-30,515000,2
O0001458,C00376,2025-10-18,127000,1
O0001459,C00377,2024-04-09,592000,5
O0001460,C00377,2024-04-13,245000,1
O0001461,C00377,2024-04-15,1011000,4
O0001462,C00377,2024-04-22,515000,4
O0001463,C00377,2024-05-06,263000,1
O0001464,C00377,2024-05-12,108000,1
O0001465,C00377,2024-05-13,154000,1
O0001466,C00377,2024-05-14,182000,1
O0001467,C00377,2024-05-14,724000,4
O0001468,C00378,2023-04-25,490000,2
O0001469,C00379,2024-10-24,189000,1
O0001470,C00379,2024-11-25,49000,1
O0001471,C00379,2024-12-03,944000,5
O0001472,C00379,2024-12-04,132000,1
O0001473,C00380,2025-04-05,108000,1
O0001474,C00381,2024-03-05,1494000,5
O0001475,C00381,2024-03-11,112000,2
O0001476,C00381,2024-03-13,441000,3
O0001477,C00381,2024-03-18,112000,1
O0001478,C00381,2024-04-01,261000,1
O0001479,C00381,2024-04-08,944000,4
O0001480,C00381,2024-04-11,557000,3
O0001481,C00382,2025-01-03,187000,1
O0001482,C00382,2025-01-05,268000,3
O0001483,C00382,2025-01-06,371000,3
O0001484,C00382,2025-01-06,266000,1
O0001485,C00382,2025-01-23,314000,2
O0001486,C00382,2025-02-08,531000,3
O0001487,C00382,2025-02-10,182000,2
O0001488,C00382,2025-02-20,424000,2
O0001489,C00382,2025-03-08,922000,5
O0001490,C00382,2025-03-10,585000,3
O0001491,C00382,2025-03-15,311000,3
O0001492,C00383,2025-10-17,1018000,5
O0001493,C00384,2025-01-30,541000,3
O0001494,C00385,2024-11-10,282000,2
O0001495,C00385,2024-11-23,257000,2
O0001496,C00385,2024-11-25,212000,2
O0001497,C00385,2024-12-11,307000,1
O0001498,C00385,2024-12-13,195000,1
O0001499,C00385,2024-12-15,354000,2
O0001500,C00385,2024-12-21,216000,2
O0001501,C00385,2025-01-10,1250000,2
O0001502,C00385,2025-01-18,321000,2
O0001503,C00385,2025-01-24,132000,1
O0001504,C00385,2025-01-30,180000,2
O0001505,C00386,2024-04-01,106000,1
O0001506,C00387,2025-07-08,355000,2
O0001507,C00388,2023-07-11,722000,5
O0001508,C00389,2025-01-19,308000,1
O0001509,C00389,2025-02-19,1900000,4
O0001510,C00389,2025-02-22,455000,4
O0001511,C00389,2025-03-07,438000,2
O0001512,C00389,2025-04-05,807000,5
O0001513,C00389,2025-04-06,127000,1
O0001514,C00390,2025-09-04,149000,1
O0001515,C00391,2025-10-05,146000,2
O0001516,C00392,2023-04-06,372000,3
O0001517,C00393,2024-11-22,1981000,4
O0001518,C00393,2024-11-30,748000,4
O0001519,C00393,2024-12-18,983000,7
O0001520,C00393,2025-01-03,825000,2
O0001521,C00394,2023-02-06,487000,3
O0001522,C00395,2023-10-17,90000,1
O0001523,C00395,2023-11-08,249000,1
O0001524,C00395,2023-11-11,311000,1
O0001525,C00395,2023-12-03,370000,2
O0001526,C00395,2023-12-09,154000,2
O0001527,C00395,2023-12-26,639000,3
O0001528,C00395,2024-01-01,677000,5
O0001529,C00396,2023-08-05,1454000,9
O0001530,C00397,2025-05-16,609000,4
O0001531,C00398,2025-05-28,1408000,4
O0001532,C00398,2025-06-07,363000,2
O0001533,C00398,2025-06-14,2237000,6
O0001534,C00398,2025-06-24,147000,1
O0001535,C00398,2025-06-28,282000,2
O0001536,C00398,2025-07-07,567000,3
O0001537,C00398,2025-07-14,294000,2
O0001538,C00398,2025-07-20,112000,1
O0001539,C00398,2025-07-23,563000,3
O0001540,C00399,2023-03-14,129000,1
O0001541,C00399,2023-03-15,435000,3
O0001542,C00399,2023-03-29,686000,5
O0001543,C00399,2023-04-03,777000,3
O0001544,C00399,2023-04-05,125000,1
O0001545,C00399,2023-04-05,506000,3
O0001546,C00399,2023-04-08,129000,1
O0001547,C00399,2023-04-20,410000,2
O0001548,C00399,2023-04-20,258000,1
O0001549,C00399,2023-05-12,112000,1
O0001550,C00400,2024-08-18,112000,1
O0001551,C00401,2024-12-29,960000,2
O0001552,C00402,2024-02-08,2242000,6
O0001553,C00402,2024-02-26,293000,2
O0001554,C00402,2024-03-12,379000,4
O0001555,C00402,2024-03-13,54000,2
O0001556,C00402,2024-03-23,625000,1
O0001557,C00402,2024-03-30,258000,2
O0001558,C00402,2024-04-16,389000,2
O0001559,C00402,2024-04-24,346000,3
O0001560,C00402,2024-04-28,270000,3
O0001561,C00403,2024-11-30,336000,3
O0001562,C00403,2024-12-23,1148000,3
O0001563,C00403,2025-02-02,1243000,5
O0001564,C00404,2025-11-14,852000,4
O0001565,C00404,2025-11-14,144000,1
O0001566,C00404,2025-12-07,212000,2
O0001567,C00404,2025-12-13,166000,2
O0001568,C00404,2025-12-16,189000,1
O0001569,C00404,2025-12-18,1171000,4
O0001570,C00404,2025-12-28,478000,2
O0001571,C00404,2026-01-02,320000,3
O0001572,C00404,2026-01-23,635000,3
O0001573,C00404,2026-01-30,650000,4
O0001574,C00405,2023-06-26,608000,3
O0001575,C00406,2024-02-29,132000,1
O0001576,C00406,2024-03-16,685000,4
O0001577,C00407,2024-03-20,488000,4
O0001578,C00408,2023-04-08,30000,1
O0001579,C00408,2023-04-26,314000,3
O0001580,C00408,2023-04-27,459000,3
O0001581,C00408,2023-06-11,320000,2
O0001582,C00409,2023-09-22,69000,1
O0001583,C00410,2024-03-30,574000,2
O0001584,C00411,2024-12-18,591000,3
O0001585,C00412,2025-01-04,290000,2
O0001586,C00413,2025-04-30,182000,1
O0001587,C00414,2023-06-16,600000,4
O0001588,C00414,2023-06-25,175000,1
O0001589,C00414,2023-07-04,226000,3
O0001590,C00414,2023-07-10,326000,2
O0001591,C00414,2023-07-11,964000,5
O0001592,C00414,2023-07-13,249000,1
O0001593,C00414,2023-07-19,211000,2
O0001594,C00414,2023-07-29,263000,1
O0001595,C00414,2023-08-15,308000,3
O0001596,C00415,2025-06-06,95000,1
O0001597,C00415,2025-06-06,182000,1
O0001598,C00415,2025-06-19,534000,2
O0001599,C00415,2025-06-22,625000,1
O0001600,C00415,2025-06-23,1315000,4
O0001601,C00415,2025-07-12,130000,1
O0001602,C00415,2025-07-16,157000,2
O0001603,C00415,2025-07-19,189000,1
O0001604,C00415,2025-08-27,990000,5
O0001605,C00416,2024-02-17,480000,4
O0001606,C00416,2024-03-09,174000,1
O0001607,C00417,2025-11-14,191000,2
O0001608,C00417,2025-12-01,979000,5
O0001609,C00417,2025-12-14,1166000,6
O0001610,C00417,2025-12-17,118000,1
O0001611,C00417,2026-01-02,257000,2
O0001612,C00417,2026-01-03,202000,2
O0001613,C00417,2026-01-07,625000,1
O0001614,C00417,2026-01-15,572000,2
O0001615,C00417,2026-01-18,239000,1
O0001616,C00417,2026-01-19,815000,4
O0001617,C00417,2026-02-07,323000,2
O0001618,C00417,2026-02-11,56000,1
O0001619,C00417,2026-02-11,301000,2
O0001620,C00418,2025-08-05,525000,4
O0001621,C00419,2025-06-12,415000,2
O0001622,C00419,2025-07-23,467000,3
O0001623,C00419,2025-07-31,478000,2
O0001624,C00420,2024-07-22,435000,4
O0001625,C00420,2024-07-28,210000,1
O0001626,C00420,2024-09-19,316000,2
O0001627,C00420,2024-10-01,308000,1
O0001628,C00421,2025-12-27,177000,2
O0001629,C00421,2026-02-05,356000,2
O0001630,C00421,2026-02-22,478000,2
O0001631,C00422,2023-04-19,713000,5
O0001632,C00423,2025-07-23,2472000,8
O0001633,C00424,2024-02-05,1585000,6
O0001634,C00424,2024-02-12,194000,1
O0001635,C00424,2024-02-21,610000,3
O0001636,C00424,2024-03-20,278000,3
O0001637,C00424,2024-04-01,777000,2
O0001638,C00424,2024-04-05,784000,5
O0001639,C00424,2024-04-15,803000,7
O0001640,C00424,2024-04-29,473000,4
O0001641,C00425,2024-10-01,1527000,4
O0001642,C00425,2024-10-13,1039000,3
O0001643,C00425,2024-10-26,112000,1
O0001644,C00425,2024-11-05,86000,1
O0001645,C00425,2024-11-07,330000,2
O0001646,C00425,2024-12-07,703000,2
O0001647,C00425,2024-12-10,105000,2
O0001648,C00425,2024-12-13,448000,3
O0001649,C00426,2025-01-02,1405000,7
O0001650,C00427,2023-08-23,1395000,7
O0001651,C00428,2024-10-19,274000,1
O0001652,C00429,2025-01-20,130000,1
O0001653,C00430,2024-08-10,687000,5
O0001654,C00430,2024-09-03,679000,6
O0001655,C00430,2024-09-27,342000,2
O0001656,C00430,2024-10-23,527000,4
O0001657,C00431,2025-10-29,335000,1
O0001658,C00432,2025-08-11,362000,2
O0001659,C00433,2024-05-09,497000,3
O0001660,C00433,2024-05-10,606000,4
O0001661,C00433,2024-05-12,516000,2
O0001662,C00433,2024-05-18,130000,1
O0001663,C00433,2024-05-19,909000,3
O0001664,C00433,2024-06-07,1147000,3
O0001665,C00433,2024-07-05,69000,1
O0001666,C00433,2024-07-30,77000,1
O0001667,C00434,2025-07-01,308000,2
O0001668,C00435,2023-06-19,86000,1
O0001669,C00436,2025-08-03,328000,2
O0001670,C00437,2025-03-16,315000,2
O0001671,C00437,2025-03-23,158000,1
O0001672,C00437,2025-03-23,348000,2
O0001673,C00437,2025-04-08,246000,2
O0001674,C00437,2025-04-08,68000,1
O0001675,C00437,2025-05-30,1250000,2
O0001676,C00437,2025-06-02,316000,2
O0001677,C00438,2024-09-25,335000,1
O0001678,C00439,2023-02-03,416000,4
O0001679,C00439,2023-02-04,348000,2
O0001680,C00439,2023-04-27,336000,2
O0001681,C00440,2023-12-18,100000,2
O0001682,C00440,2023-12-22,939000,4
O0001683,C00440,2023-12-23,455000,3
O0001684,C00440,2024-01-09,606000,3
O0001685,C00440,2024-02-10,791000,5
O0001686,C00440,2024-02-10,799000,4
O0001687,C00440,2024-02-17,168000,1
O0001688,C00440,2024-02-23,476000,2
O0001689,C00440,2024-02-23,341000,2
O0001690,C00440,2024-02-25,49000,1
O0001691,C00440,2024-02-27,844000,2
O0001692,C00440,2024-03-01,159000,1
O0001693,C00441,2024-05-14,78000,1
O0001694,C00442,2024-05-25,235000,1
O0001695,C00443,2023-08-05,99000,1
O0001696,C00444,2024-03-21,926000,6
O0001697,C00444,2024-03-30,116000,1
O0001698,C00444,2024-04-15,375000,2
O0001699,C00444,2024-04-18,1775000,6
O0001700,C00444,2024-04-19,314000,2
O0001701,C00444,2024-04-28,144000,1
O0001702,C00444,2024-05-30,215000,1
O0001703,C00444,2024-06-06,286000,3
O0001704,C00445,2025-05-25,440000,3
O0001705,C00446,2023-06-21,436000,3
O0001706,C00446,2023-06-25,625000,1
O0001707,C00446,2023-08-28,167000,2
O0001708,C00446,2023-09-06,625000,1
O0001709,C00446,2023-09-06,964000,4
O0001710,C00447,2023-04-01,270000,3
O0001711,C00447,2023-04-13,116000,1
O0001712,C00447,2023-04-18,572000,3
O0001713,C00447,2023-04-20,77000,1
O0001714,C00447,2023-04-23,239000,1
O0001715,C00447,2023-04-26,301000,2
O0001716,C00447,2023-04-27,249000,1
O0001717,C00447,2023-05-01,216000,2
O0001718,C00447,2023-05-10,481000,3
O0001719,C00447,2023-05-12,841000,4
O0001720,C00447,2023-05-14,69000,1
O0001721,C00447,2023-05-18,335000,1
O0001722,C00447,2023-05-25,125000,1
O0001723,C00447,2023-05-31,400000,3
O0001724,C00447,2023-06-14,90000,1
O0001725,C00447,2023-06-15,400000,2
O0001726,C00448,2024-12-14,239000,1
O0001727,C00449,2023-02-08,424000,2
O0001728,C00450,2023-06-22,852000,3
O0001729,C00451,2024-10-14,608000,3
O0001730,C00452,2025-02-02,112000,1
O0001731,C00452,2025-02-06,779000,5
O0001732,C00452,2025-02-18,685000,6
O0001733,C00452,2025-03-11,69000,1
O0001734,C00452,2025-04-12,785000,4
O0001735,C00453,2024-04-26,138000,2
O0001736,C00453,2024-04-26,874000,6
O0001737,C00453,2024-05-18,96000,2
O0001738,C00453,2024-05-30,712000,3
O0001739,C00453,2024-05-30,66000,1
O0001740,C00453,2024-06-01,207000,3
O0001741,C00453,2024-06-14,599000,3
O0001742,C00453,2024-06-28,127000,2
O0001743,C00453,2024-06-28,659000,3
O0001744,C00453,2024-07-04,578000,2
O0001745,C00453,2024-07-12,218000,2
O0001746,C00453,2024-07-16,522000,2
O0001747,C00453,2024-07-17,181000,1
O0001748,C00454,2024-04-10,196000,2
O0001749,C00454,2024-04-25,1211000,8
O0001750,C00454,2024-04-26,485000,3
O0001751,C00454,2024-05-01,308000,1
O0001752,C00454,2024-05-19,1115000,3
O0001753,C00454,2024-05-25,254000,2
O0001754,C00454,2024-05-30,88000,1
O0001755,C00454,2024-05-30,438000,2
O0001756,C00454,2024-06-07,99000,1
O0001757,C00454,2024-06-07,1267000,5
O0001758,C00454,2024-06-09,283000,2
O0001759,C00455,2025-04-27,441000,4
O0001760,C00455,2025-05-06,1456000,7
O0001761,C00455,2025-05-24,249000,1
O0001762,C00455,2025-06-02,792000,3
O0001763,C00456,2025-06-13,141000,1
O0001764,C00457,2025-10-21,1425000,6
O0001765,C00458,2024-01-22,430000,2
O0001766,C00459,2024-01-13,1618000,8
O0001767,C00459,2024-01-19,138000,2
O0001768,C00459,2024-02-26,796000,3
O0001769,C00460,2023-08-15,506000,4
O0001770,C00460,2023-09-29,147000,2
O0001771,C00461,2024-05-19,2298000,6
O0001772,C00462,2025-04-16,835000,2
O0001773,C00462,2025-04-18,1249000,4
O0001774,C00462,2025-05-22,504000,4
O0001775,C00462,2025-05-26,300000,2
O0001776,C00462,2025-06-07,215000,1
O0001777,C00462,2025-06-08,931000,4
O0001778,C00462,2025-07-01,482000,4
O0001779,C00463,2025-07-27,577000,1
O0001780,C00463,2025-08-04,188000,1
O0001781,C00463,2025-08-05,684000,3
O0001782,C00463,2025-09-04,372000,3
O0001783,C00463,2025-09-11,654000,4
O0001784,C00463,2025-10-02,702000,2
O0001785,C00463,2025-10-13,467000,2
O0001786,C00464,2025-08-03,112000,2
O0001787,C00464,2025-10-12,500000,4
O0001788,C00465,2023-05-14,239000,3
O0001789,C00466,2023-03-01,856000,6
O0001790,C00466,2023-03-19,334000,2
O0001791,C00466,2023-04-07,992000,6
O0001792,C00466,2023-05-16,162000,3
O0001793,C00466,2023-05-22,704000,3
O0001794,C00467,2024-11-15,622000,2
O0001795,C00468,2024-11-02,293000,3
O0001796,C00469,2023-06-22,982000,5
O0001797,C00470,2025-04-25,90000,1
O0001798,C00470,2025-05-04,784000,5
O0001799,C00470,2025-05-11,340000,2
O0001800,C00470,2025-06-01,544000,2
O0001801,C00470,2025-06-02,274000,1
O0001802,C00471,2023-03-21,887000,3
O0001803,C00472,2025-07-02,226000,3
O0001804,C00472,2025-08-16,219000,2
O0001805,C00472,2025-08-20,494000,3
O0001806,C00473,2023-07-23,541000,4
O0001807,C00473,2023-07-29,1242000,4
O0001808,C00473,2023-07-30,178000,2
O0001809,C00473,2023-09-13,1432000,7
O0001810,C00473,2023-10-02,1123000,3
O0001811,C00473,2023-10-08,198000,2
O0001812,C00473,2023-10-13,154000,1
O0001813,C00473,2023-10-14,311000,1
O0001814,C00474,2025-02-13,278000,1
O0001815,C00474,2025-02-20,109000,1
O0001816,C00474,2025-03-26,249000,1
O0001817,C00474,2025-03-28,109000,1
O0001818,C00474,2025-04-01,239000,1
O0001819,C00474,2025-04-07,708000,3
O0001820,C00475,2023-02-16,436000,4
O0001821,C00476,2024-10-17,427000,3
O0001822,C00477,2024-04-15,158000,1
O0001823,C00478,2025-08-28,804000,3
O0001824,C00479,2025-11-01,188000,1
O0001825,C00480,2025-01-05,509000,3
O0001826,C00481,2025-02-22,155000,2
O0001827,C00482,2025-08-25,230000,2
O0001828,C00483,2024-01-07,375000,2
O0001829,C00483,2024-01-17,903000,5
O0001830,C00483,2024-01-18,808000,6
O0001831,C00483,2024-01-26,175000,1
O0001832,C00483,2024-01-27,999000,5
O0001833,C00483,2024-01-31,1147000,5
O0001834,C00483,2024-01-31,584000,2
O0001835,C00483,2024-02-18,446000,4
O0001836,C00483,2024-03-19,430000,2
O0001837,C00484,2025-08-29,1250000,2
O0001838,C00485,2024-11-13,512000,4
O0001839,C00485,2024-11-20,78000,1
O0001840,C00485,2024-12-08,90000,1
O0001841,C00485,2024-12-13,266000,1
O0001842,C00485,2024-12-21,930000,5
O0001843,C00485,2025-01-01,670000,2
O0001844,C00485,2025-01-07,1040000,4
O0001845,C00485,2025-01-24,166000,2
O0001846,C00486,2024-01-15,680000,4
O0001847,C00486,2024-01-23,195000,1
O0001848,C00486,2024-01-31,509000,4
O0001849,C00486,2024-02-07,725000,3
O0001850,C00486,2024-02-26,579000,3
O0001851,C00486,2024-03-21,257000,1
O0001852,C00487,2025-11-12,470000,2
O0001853,C00487,2025-11-15,99000,1
O0001854,C00487,2025-12-02,488000,4
O0001855,C00487,2025-12-07,49000,1
O0001856,C00487,2025-12-08,475000,2
O0001857,C00487,2025-12-26,410000,3
O0001858,C00487,2025-12-30,258000,1
O0001859,C00487,2026-01-24,195000,1
O0001860,C00488,2024-11-19,1654000,6
O0001861,C00488,2024-12-22,141000,1
O0001862,C00489,2023-03-31,67000,1
O0001863,C00490,2024-12-01,69000,1
O0001864,C00490,2024-12-07,108000,1
O0001865,C00490,2025-01-02,154000,1
O0001866,C00491,2024-06-25,668000,6
O0001867,C00491,2024-07-01,69000,1
O0001868,C00491,2024-07-08,550000,2
O0001869,C00491,2024-07-08,1006000,4
O0001870,C00491,2024-07-09,215000,1
O0001871,C00491,2024-07-10,2032000,7
O0001872,C00491,2024-07-23,215000,1
O0001873,C00491,2024-07-31,1065000,4
O0001874,C00491,2024-09-02,180000,2
O0001875,C00491,2024-09-15,650000,5
O0001876,C00492,2025-01-03,1059000,3
O0001877,C00492,2025-01-18,945000,5
O0001878,C00492,2025-03-15,224000,2
O0001879,C00493,2025-05-25,237000,2
O0001880,C00493,2025-05-29,1008000,4
O0001881,C00493,2025-05-29,212000,2
O0001882,C00493,2025-06-13,981000,4
O0001883,C00493,2025-06-17,420000,2
O0001884,C00493,2025-06-18,60000,2
O0001885,C00493,2025-06-22,1933000,10
O0001886,C00493,2025-06-23,498000,2
O0001887,C00493,2025-06-27,108000,1
O0001888,C00493,2025-07-09,797000,3
O0001889,C00493,2025-07-14,305000,2
O0001890,C00493,2025-07-28,189000,1
O0001891,C00493,2025-07-28,300000,4
O0001892,C00493,2025-08-02,622000,2
O0001893,C00493,2025-08-03,86000,1
O0001894,C00493,2025-08-08,693000,3
O0001895,C00493,2025-08-08,562000,3
O0001896,C00493,2025-08-13,941000,5
O0001897,C00494,2023-03-09,294000,3
O0001898,C00494,2023-04-21,435000,3
O0001899,C00495,2025-01-14,250000,2
O0001900,C00495,2025-01-20,742000,5
O0001901,C00495,2025-01-29,318000,2
O0001902,C00495,2025-02-05,263000,1
O0001903,C00495,2025-03-04,1437000,7
O0001904,C00495,2025-03-17,621000,4
O0001905,C00495,2025-04-06,1277000,4
O0001906,C00496,2024-05-16,662000,5
O0001907,C00497,2025-09-04,27000,1
O0001908,C00497,2025-10-20,369000,2
O0001909,C00498,2025-07-17,316000,2
O0001910,C00499,2024-05-10,420000,3
O0001911,C00499,2024-05-17,765000,4
O0001912,C00499,2024-05-26,180000,2
O0001913,C00499,2024-05-29,180000,2
O0001914,C00499,2024-05-31,98000,2
O0001915,C00499,2024-06-23,532000,2
O0001916,C00500,2025-01-01,499000,4
O0001917,C00501,2025-02-15,308000,1
O0001918,C00501,2025-03-09,249000,1
O0001919,C00501,2025-03-16,418000,2
O0001920,C00501,2025-03-21,997000,6
O0001921,C00501,2025-03-25,434000,5
O0001922,C00501,2025-03-27,147000,1
O0001923,C00501,2025-03-30,1180000,6
O0001924,C00501,2025-04-05,158000,1
O0001925,C00501,2025-04-12,625000,1
O0001926,C00501,2025-04-20,266000,2
O0001927,C00502,2025-07-13,544000,3
