customer_id,snapshot_date,skin_type,preferred_category,primary_purchase_channel,device_type,traffic_source,price_sensitivity_score,customer_tenure_days,promotion_period_flag,orders_30d,orders_90d,spend_30d,spend_90d,avg_order_value_90d,sessions_30d,product_views_30d,add_to_cart_30d,checkout_start_30d,days_since_last_purchase,orders_30d_vs_prev30d,spend_30d_vs_prev30d,cart_to_checkout_rate,checkout_to_purchase_rate,discount_dependency,email_open_rate_30d,push_open_rate_30d,coupon_used_90d,returns_90d,refund_ratio_90d,complaints_90d,avg_rating_90d,engagement_score_30d,experience_risk_score,will_churn_90d
C02513,2025-06-08,combination,bodycare,store,mobile,organic,0.521,352,1,0,0,0,0,0,11,26,1,0,124,0.0,0.0,0.0,0.0,0.472,0.335,0.0,1,0,0.0,0,4.0,5.24,0.0,0
C00605,2025-02-23,combination,fragrance,online,mobile,facebook,0.625,505,0,0,0,0,0,0,13,46,4,1,153,0.0,0.0,0.25,0.0,0.492,0.192,0.151,1,0,0.0,0,4.4,6.82,0.0,1
C00303,2025-07-30,combination,sun_care,store,mobile,referral,0.31,726,0,0,0,0,0,0,7,35,3,0,101,0.0,-1.0,0.0,0.0,0.341,0.183,0.407,0,0,0.0,0,4.9,4.03,0.0,1
C00289,2025-06-10,normal,haircare,social,mobile,organic,0.089,375,0,0,0,0,0,0,18,33,2,0,134,-0.667,0.0,0.0,0.0,0.27,0.171,0.274,0,0,0.0,0,4.6,8.31,0.0,0
C01598,2025-03-20,combination,skincare,online,mobile,facebook,0.071,370,1,0,0,0,0,0,1,16,1,1,127,0.0,-1.0,1.0,0.0,0.307,0.177,0.235,0,0,0.0,0,4.9,0.94,0.0,1
C00493,2025-07-10,normal,bodycare,store,mobile,facebook,0.203,338,1,0,1,0,191632,191632,9,41,2,1,82,0.0,-1.0,0.5,0.0,0.311,0.254,0.111,1,0,0.0,0,4.9,4.95,0.0,0
C02943,2025-01-09,normal,bodycare,store,mobile,organic,0.389,861,0,1,2,136069,459509,229754,12,60,4,1,74,-0.333,-0.668,0.25,1.0,0.403,0.249,0.424,0,0,0.0,0,4.6,6.84,0.0,1
C03621,2025-08-25,oily,sun_care,online,mobile,organic,0.09,1031,0,2,2,596351,625148,312574,29,94,8,5,45,-0.4,-0.275,0.625,0.4,0.303,0.381,0.364,0,1,0.5,0,3.4,14.9,0.3,0
C00619,2025-11-24,sensitive,makeup,online,mobile,organic,0.224,822,1,0,0,0,0,0,9,36,5,1,109,0.0,0.0,0.2,0.0,0.339,0.328,0.273,0,0,0.0,0,4.6,4.98,0.0,1
C03879,2025-07-19,dry,makeup,social,desktop,tiktok,0.329,1307,1,1,1,345986,422388,422388,8,37,7,2,62,-0.5,-0.11,0.286,0.5,0.444,0.252,0.411,1,0,0.0,1,3.7,4.73,0.4,1
C00071,2025-03-22,dry,fragrance,marketplace,mobile,tiktok,0.448,545,1,4,5,1743384,3757344,751468,17,65,11,7,0,-0.286,0.133,0.636,0.571,0.433,0.412,0.164,2,0,0.0,0,4.7,9.41,0.0,0
C02532,2025-07-26,dry,fragrance,online,desktop,email,0.118,1226,1,1,2,422488,1410999,705499,15,66,5,3,34,1.0,0.182,0.6,0.333,0.328,0.421,0.277,1,0,0.0,0,4.4,8.28,0.0,0
C01768,2025-03-05,dry,sun_care,online,mobile,google_ads,0.337,784,1,1,1,76918,270704,270704,11,55,6,1,73,0.0,76918.0,0.167,1.0,0.241,0.263,0.269,0,0,0.0,0,5.0,6.41,0.0,1
C02039,2025-04-02,oily,makeup,online,mobile,organic,0.191,621,0,0,1,0,304731,304731,15,40,2,1,40,-0.667,-1.0,0.5,0.0,0.271,0.0,0.244,0,0,0.0,0,5.0,7.32,0.0,1
C01210,2025-05-25,normal,bodycare,online,mobile,tiktok,0.34,944,0,1,5,187215,1289462,257892,12,50,5,3,0,0.0,-0.435,0.6,0.333,0.301,0.262,0.38,2,0,0.0,0,4.7,6.6,0.0,1
C01542,2025-07-28,dry,fragrance,online,mobile,referral,0.056,385,0,0,0,0,0,0,9,26,0,0,113,0.0,-1.0,0.0,0.0,0.199,0.16,0.375,0,0,0.0,0,5.0,4.38,0.0,1
C00386,2025-05-28,sensitive,sun_care,marketplace,desktop,google_ads,0.253,878,0,1,3,192694,716368,238789,15,56,5,2,11,0.0,-0.608,0.4,0.5,0.28,0.364,0.323,0,0,0.0,0,4.2,7.98,0.0,0
C00565,2025-07-24,normal,sun_care,store,mobile,google_ads,0.236,577,0,0,1,0,274414,274414,6,30,3,2,99,-0.5,-1.0,0.667,0.0,0.318,0.428,0.122,1,0,0.0,0,4.8,3.48,0.0,1
C00329,2025-10-25,sensitive,haircare,online,desktop,referral,0.061,769,1,1,1,244495,224702,224702,7,22,3,2,50,-0.333,1.655,0.667,0.5,0.256,0.313,0.434,0,0,0.0,0,4.3,3.64,0.0,1
C01937,2025-01-27,oily,makeup,online,mobile,email,0.284,479,1,0,1,0,340676,340676,8,15,1,0,29,0.0,0.0,0.0,0.0,0.384,0.13,0.113,0,0,0.0,0,4.1,3.71,0.0,1
C00736,2025-03-18,sensitive,skincare,online,mobile,organic,0.673,804,0,0,0,0,0,0,19,53,3,1,111,0.0,0.0,0.333,0.0,0.471,0.35,0.269,0,0,0.0,0,4.0,9.37,0.0,0
C00746,2025-10-08,dry,haircare,online,mobile,tiktok,0.183,345,1,0,0,0,0,0,10,29,0,0,84,-0.5,-1.0,0.0,0.0,0.251,0.236,0.19,1,0,0.0,0,4.2,4.87,0.0,1
C02366,2025-03-20,normal,haircare,online,mobile,organic,0.187,777,0,0,0,0,0,0,10,37,4,2,90,-0.667,-1.0,0.5,0.0,0.343,0.383,0.599,1,0,0.0,0,4.5,5.35,0.0,1
C01001,2025-02-12,combination,haircare,marketplace,mobile,facebook,0.39,330,1,0,0,0,0,0,10,49,4,1,95,-0.5,-1.0,0.25,0.0,0.373,0.07,0.063,0,0,0.0,0,3.9,5.71,0.0,1
C00233,2025-10-22,combination,skincare,online,mobile,referral,0.316,664,0,0,0,0,0,0,6,45,8,3,115,-0.667,-1.0,0.375,0.0,0.417,0.061,0.181,0,0,0.0,0,4.5,4.23,0.0,1
C01811,2025-09-27,dry,sun_care,store,mobile,email,0.11,1067,1,2,2,289783,476335,238167,18,68,12,6,0,0.5,-0.34,0.5,0.333,0.239,0.5,0.36,1,0,0.0,0,4.1,9.96,0.0,0
C01669,2025-10-16,dry,sun_care,store,desktop,email,0.276,563,1,1,2,154430,601530,300765,4,27,1,1,35,0.0,154430.0,1.0,1.0,0.46,0.293,0.334,2,0,0.0,0,5.0,2.47,0.0,1
C03830,2025-09-16,dry,sun_care,store,mobile,facebook,0.133,625,0,3,4,693590,1200736,300184,14,58,6,4,0,0.0,-0.235,0.667,0.75,0.308,0.319,0.211,1,0,0.0,0,3.6,7.7,0.0,0
C02000,2025-06-23,oily,bodycare,social,desktop,organic,0.269,711,1,0,0,0,0,0,6,30,2,0,108,-0.667,0.0,0.0,0.0,0.312,0.311,0.129,0,0,0.0,0,4.7,3.42,0.0,1
C04383,2025-04-22,dry,skincare,online,mobile,facebook,0.342,150,0,0,0,0,0,0,3,10,0,0,97,-0.5,-1.0,0.0,0.0,0.407,0.04,0.138,1,0,0.0,0,4.3,1.5,0.0,0
C02924,2025-08-31,combination,sun_care,store,desktop,facebook,0.357,721,1,0,0,0,0,0,17,47,1,0,100,0.0,-1.0,0.0,0.0,0.406,0.332,0.314,0,0,0.0,0,3.9,8.27,0.0,0
C03590,2025-03-10,combination,sun_care,social,mobile,organic,0.125,1084,0,0,1,0,303906,303906,12,31,3,3,62,0.0,-1.0,1.0,0.0,0.352,0.285,0.29,1,0,0.0,0,4.2,5.91,0.0,1
C03348,2025-02-23,normal,haircare,marketplace,mobile,facebook,0.306,778,1,1,1,358743,418589,418589,5,43,1,1,49,1.0,-0.423,1.0,1.0,0.383,0.38,0.366,1,0,0.0,0,4.7,3.35,0.0,0
C02118,2025-01-03,sensitive,fragrance,online,mobile,organic,0.486,583,0,1,1,810535,797409,797409,8,39,7,3,60,-0.5,-0.237,0.429,0.333,0.43,0.212,0.21,1,0,0.0,0,4.5,4.79,0.0,0
C00119,2025-09-14,normal,fragrance,online,desktop,google_ads,0.541,827,0,0,1,0,512206,512206,9,56,5,1,94,0.0,0.0,0.2,0.0,0.489,0.327,0.479,1,0,0.0,0,4.8,5.58,0.0,1
C04255,2025-03-08,normal,makeup,online,mobile,email,0.371,526,1,1,1,228185,300103,300103,13,44,3,1,17,0.0,-0.378,0.333,1.0,0.48,0.161,0.221,1,0,0.0,0,4.1,6.7,0.0,1
C00968,2025-05-02,oily,bodycare,online,mobile,email,0.096,340,0,0,0,0,0,0,11,35,2,0,124,0.0,-1.0,0.0,0.0,0.298,0.336,0.338,0,0,0.0,0,5.0,5.57,0.0,1
C03904,2025-12-01,sensitive,fragrance,marketplace,mobile,organic,0.292,872,0,3,4,2447361,3705199,926299,6,56,10,3,0,1.0,-0.008,0.3,1.0,0.402,0.516,0.244,1,0,0.0,0,4.5,4.68,0.0,1
C04333,2025-01-26,sensitive,makeup,online,desktop,facebook,0.613,814,0,1,2,300196,691855,345927,14,63,7,2,6,1.0,-0.283,0.286,0.5,0.53,0.321,0.463,1,0,0.0,0,4.2,7.91,0.0,1
C01440,2025-06-28,oily,sun_care,online,mobile,referral,0.358,1288,1,1,2,441831,723893,361946,14,56,9,3,0,0.0,-0.174,0.333,0.333,0.26,0.3,0.456,0,0,0.0,0,3.8,7.82,0.0,0
C02884,2025-07-26,sensitive,sun_care,social,mobile,facebook,0.382,1065,1,0,2,0,580453,290226,22,51,7,1,27,-0.667,0.0,0.143,0.0,0.452,0.448,0.658,1,0,0.0,0,4.3,10.75,0.0,1
C01950,2025-02-17,sensitive,sun_care,online,mobile,tiktok,0.43,1050,0,1,2,308703,570447,285223,12,51,3,2,59,-0.5,1.429,0.667,0.5,0.425,0.371,0.373,0,0,0.0,0,4.8,6.51,0.0,1
C03701,2025-06-12,normal,makeup,store,mobile,organic,0.296,661,0,1,1,277719,320490,320490,11,34,2,1,86,-0.333,-0.378,0.5,1.0,0.312,0.11,0.209,1,0,0.0,0,3.8,5.54,0.0,1
C03700,2025-10-26,combination,skincare,store,desktop,tiktok,0.542,965,1,0,0,0,0,0,13,43,3,2,104,0.0,-1.0,0.667,0.0,0.522,0.344,0.342,1,0,0.0,0,4.0,6.67,0.0,1
C00878,2025-12-20,sensitive,fragrance,online,desktop,organic,0.671,347,0,0,0,0,0,0,13,34,1,0,115,0.0,-1.0,0.0,0.0,0.575,0.096,0.037,0,0,0.0,0,4.7,6.28,0.0,1
C00703,2025-08-27,sensitive,bodycare,social,mobile,google_ads,0.431,592,1,0,1,0,252053,252053,8,29,2,0,72,0.0,-1.0,0.0,0.0,0.404,0.132,0.193,1,1,1.0,1,1.3,4.19,1.0,0
C04191,2025-06-26,dry,bodycare,store,tablet,referral,0.52,528,0,0,0,0,0,0,7,36,2,1,85,0.0,0.0,0.5,0.0,0.501,0.326,0.139,1,0,0.0,1,3.5,4.0,0.4,0
C03148,2025-11-07,dry,skincare,online,mobile,organic,0.117,807,1,0,0,0,0,0,12,48,2,0,99,0.0,0.0,0.0,0.0,0.292,0.495,0.313,0,0,0.0,1,3.6,6.36,0.4,1
C04082,2025-06-11,combination,bodycare,store,desktop,google_ads,0.135,903,0,2,2,638385,764571,382285,13,75,11,6,11,-0.25,-0.018,0.545,0.333,0.207,0.553,0.59,1,0,0.0,0,4.8,8.11,0.0,0
C00241,2025-05-11,dry,haircare,online,desktop,google_ads,0.158,481,1,0,0,0,0,0,10,32,3,0,113,0.0,0.0,0.0,0.0,0.26,0.196,0.151,0,0,0.0,0,4.7,5.14,0.0,1
C04245,2025-05-29,sensitive,fragrance,online,mobile,tiktok,0.391,769,0,0,0,0,0,0,1,15,2,0,94,-0.5,-1.0,0.0,0.0,0.46,0.27,0.084,0,0,0.0,0,4.5,0.97,0.0,0
C02565,2025-07-09,combination,bodycare,social,mobile,google_ads,0.398,1220,1,3,4,822927,1305084,326271,14,70,15,5,0,0.333,-0.243,0.333,0.6,0.364,0.537,0.372,2,0,0.0,0,4.4,8.6,0.0,1
C00391,2025-11-15,normal,makeup,social,mobile,organic,0.377,474,0,0,1,0,288341,288341,2,23,2,0,34,-0.5,-1.0,0.0,0.0,0.443,0.221,0.305,0,0,0.0,0,4.2,1.61,0.0,1
C00942,2025-01-11,oily,haircare,online,mobile,referral,0.188,1035,1,0,1,0,303326,303326,13,37,4,2,47,-0.5,-1.0,0.5,0.0,0.303,0.502,0.301,0,0,0.0,0,4.3,6.55,0.0,1
C03918,2025-10-24,oily,sun_care,marketplace,desktop,organic,0.128,1055,1,1,3,228600,1097278,365759,17,55,7,1,0,-0.333,-0.459,0.143,1.0,0.194,0.386,0.438,0,0,0.0,0,4.5,8.87,0.0,0
C01549,2025-05-27,oily,haircare,online,mobile,referral,0.462,674,1,1,2,255716,648206,324103,11,42,5,1,16,-0.5,-0.166,0.2,1.0,0.467,0.233,0.385,0,0,0.0,0,4.7,5.96,0.0,0
C02889,2025-12-08,oily,skincare,online,mobile,email,0.101,733,1,1,1,287534,366466,366466,13,54,5,3,55,-0.5,2.009,0.6,0.333,0.154,0.345,0.453,0,0,0.0,0,4.0,7.12,0.0,0
C00634,2025-05-25,normal,makeup,online,mobile,organic,0.227,861,0,0,1,0,312886,312886,8,43,5,1,56,0.0,-1.0,0.2,0.0,0.307,0.335,0.147,0,0,0.0,0,4.6,4.79,0.0,0
C00850,2025-05-27,combination,makeup,store,tablet,google_ads,0.162,901,1,1,1,326832,307540,307540,7,48,6,4,53,-0.333,-0.429,0.667,0.25,0.365,0.407,0.288,1,0,0.0,0,4.2,4.6,0.0,0
C03290,2025-09-28,combination,skincare,social,mobile,facebook,0.403,575,0,0,1,0,389497,389497,13,48,7,3,79,0.0,-1.0,0.429,0.0,0.388,0.196,0.254,1,0,0.0,0,4.6,7.06,0.0,1
C00706,2025-11-29,normal,bodycare,marketplace,mobile,google_ads,0.241,478,1,0,0,0,0,0,7,29,1,0,91,0.0,-1.0,0.0,0.0,0.306,0.264,0.267,0,0,0.0,0,4.3,3.73,0.0,0
C03489,2025-09-26,sensitive,fragrance,online,mobile,email,0.053,874,1,1,1,621730,828711,828711,9,49,7,1,53,-0.5,0.152,0.143,1.0,0.17,0.487,0.447,0,0,0.0,0,4.9,5.49,0.0,1
C02050,2025-03-18,dry,sun_care,online,mobile,facebook,0.39,816,1,2,3,632080,1245978,415326,14,54,4,4,0,0.0,-0.041,1.0,0.5,0.44,0.525,0.374,2,0,0.0,0,4.2,7.46,0.0,0
C04106,2025-05-02,normal,haircare,store,mobile,tiktok,0.452,719,1,2,2,543830,677093,338546,12,54,2,2,44,2.0,0.286,1.0,1.0,0.293,0.239,0.286,0,0,0.0,0,5.0,6.54,0.0,0
C03508,2025-06-30,oily,bodycare,store,desktop,referral,0.27,1251,0,0,1,0,373593,373593,9,27,6,2,47,0.0,-1.0,0.333,0.0,0.334,0.414,0.488,0,0,0.0,0,4.7,4.77,0.0,0
C01334,2025-08-02,normal,fragrance,marketplace,desktop,email,0.256,227,1,0,0,0,0,0,3,8,1,0,121,0.0,0.0,0.0,0.0,0.308,0.141,0.345,0,0,0.0,0,4.5,1.5,0.0,1
C02255,2025-12-28,normal,skincare,social,desktop,referral,0.599,549,1,0,0,0,0,0,5,32,2,1,128,0.0,-1.0,0.5,0.0,0.462,0.232,0.17,0,0,0.0,0,4.2,3.08,0.0,1
C04360,2025-05-12,oily,haircare,store,mobile,facebook,0.188,940,0,0,1,0,296725,296725,10,41,8,1,48,-0.667,-1.0,0.125,0.0,0.284,0.238,0.506,1,0,0.0,0,5.0,5.71,0.0,0
C00630,2025-10-08,dry,makeup,online,mobile,facebook,0.141,31,0,0,0,0,0,0,10,35,4,1,86,0.0,-1.0,0.25,0.0,0.248,0.003,0.0,0,0,0.0,0,5.0,5.29,0.0,1
C00540,2025-03-10,combination,bodycare,online,mobile,tiktok,0.542,273,1,1,2,314838,475149,237574,3,23,2,1,46,1.0,-0.307,0.5,1.0,0.47,0.0,0.185,1,0,0.0,0,3.4,2.01,0.0,1
C00240,2025-01-18,normal,skincare,online,mobile,organic,0.2,422,1,0,0,0,0,0,6,6,0,0,72,0.0,0.0,0.0,0.0,0.318,0.407,0.231,0,0,0.0,0,4.7,2.58,0.0,1
C03095,2025-09-21,normal,fragrance,store,mobile,tiktok,0.703,957,0,0,0,0,0,0,9,40,2,0,127,0.0,0.0,0.0,0.0,0.505,0.221,0.274,1,0,0.0,1,3.8,4.92,0.4,0
C00583,2025-08-22,normal,haircare,online,desktop,referral,0.365,1209,0,2,2,475343,772483,386241,9,53,9,5,22,0.5,-0.17,0.556,0.4,0.337,0.466,0.444,0,1,0.5,0,2.8,5.73,0.3,0
C01879,2025-07-04,sensitive,skincare,online,mobile,organic,0.454,943,0,4,4,1988461,2154972,538743,12,45,5,4,0,0.667,0.102,0.8,1.0,0.322,0.35,0.227,0,0,0.0,0,4.4,6.45,0.0,1
C00769,2025-09-14,combination,makeup,store,mobile,tiktok,0.159,837,0,0,0,0,0,0,16,63,6,3,58,-0.5,0.0,0.5,0.0,0.247,0.446,0.361,0,0,0.0,0,4.3,8.65,0.0,1
C01168,2025-08-20,sensitive,haircare,store,mobile,facebook,0.241,640,1,1,2,244110,668756,334378,12,46,9,2,46,1.0,0.977,0.222,0.5,0.268,0.119,0.366,1,0,0.0,0,3.9,6.72,0.0,0
C03295,2025-08-19,oily,bodycare,store,desktop,facebook,0.256,252,1,0,1,0,247314,247314,6,30,1,0,74,-0.667,-1.0,0.0,0.0,0.412,0.215,0.144,1,0,0.0,0,4.1,3.36,0.0,1
C00082,2025-03-04,combination,skincare,social,mobile,organic,0.517,854,1,4,4,1037790,1840581,460145,6,54,7,6,0,-0.286,0.166,0.857,0.667,0.51,0.363,0.518,0,0,0.0,0,4.2,4.44,0.0,0
C01832,2025-04-27,combination,skincare,online,desktop,tiktok,0.135,975,1,1,1,313210,472258,472258,16,64,6,3,69,0.0,-0.416,0.5,0.333,0.287,0.554,0.512,0,0,0.0,0,5.0,8.68,0.0,1
C00181,2025-06-29,dry,haircare,online,desktop,email,0.201,842,0,0,1,0,386533,386533,14,34,2,1,83,-0.5,0.0,0.5,0.0,0.38,0.417,0.378,0,0,0.0,0,4.1,6.74,0.0,0
C04158,2025-03-06,normal,sun_care,online,desktop,tiktok,0.303,778,0,1,2,238704,704651,352325,17,61,8,2,0,-0.333,0.004,0.25,0.5,0.342,0.303,0.274,1,0,0.0,0,3.9,9.11,0.0,0
C03159,2025-07-28,combination,makeup,store,mobile,facebook,0.088,748,1,3,5,1152111,2553106,510621,20,64,10,4,0,-0.333,0.172,0.4,0.75,0.279,0.792,0.546,0,0,0.0,0,4.7,10.52,0.0,1
C02701,2025-10-11,normal,skincare,online,mobile,tiktok,0.309,160,1,0,0,0,0,0,8,18,1,0,107,0.0,0.0,0.0,0.0,0.425,0.113,0.051,0,0,0.0,0,4.1,3.8,0.0,1
C03179,2025-08-05,sensitive,bodycare,social,desktop,tiktok,0.595,426,0,0,0,0,0,0,4,35,1,0,122,0.0,0.0,0.0,0.0,0.525,0.209,0.075,0,0,0.0,0,4.5,2.71,0.0,1
C04221,2025-09-09,oily,skincare,store,desktop,facebook,0.326,926,0,0,0,0,0,0,10,36,5,0,83,0.0,0.0,0.0,0.0,0.333,0.269,0.154,0,0,0.0,0,5.0,5.38,0.0,0
C00005,2025-08-12,normal,haircare,online,mobile,google_ads,0.189,942,0,1,1,223306,339782,339782,12,60,10,5,78,1.0,-0.292,0.5,0.2,0.326,0.334,0.245,0,0,0.0,0,4.6,7.2,0.0,0
C02136,2025-05-16,dry,fragrance,marketplace,tablet,organic,0.204,477,0,2,3,1231059,2464122,821374,24,53,10,4,0,0.5,-0.127,0.4,0.5,0.253,0.264,0.122,1,0,0.0,0,5.0,11.79,0.0,1
C02779,2025-09-27,combination,haircare,online,desktop,google_ads,0.558,645,0,0,0,0,0,0,6,15,2,0,126,0.0,0.0,0.0,0.0,0.455,0.338,0.154,0,0,0.0,0,4.1,2.97,0.0,0
C03598,2025-07-31,combination,skincare,store,mobile,facebook,0.217,330,0,0,0,0,0,0,5,14,0,0,118,0.0,0.0,0.0,0.0,0.388,0.236,0.247,0,0,0.0,0,4.5,2.42,0.0,1
C03057,2025-01-23,combination,skincare,store,mobile,email,0.541,811,0,0,1,0,490480,490480,14,71,5,1,69,-0.5,0.0,0.2,0.0,0.423,0.505,0.289,1,0,0.0,0,4.7,8.03,0.0,0
C02750,2025-04-14,sensitive,fragrance,online,desktop,email,0.527,486,0,0,0,0,0,0,4,25,1,0,137,-0.667,-1.0,0.0,0.0,0.475,0.126,0.087,1,0,0.0,0,4.8,2.41,0.0,0
C04452,2025-01-13,dry,fragrance,store,mobile,tiktok,0.137,829,0,0,1,0,623833,623833,11,50,2,0,30,-0.667,0.0,0.0,0.0,0.329,0.488,0.304,0,0,0.0,0,4.7,6.02,0.0,0
C00328,2025-09-16,oily,bodycare,store,mobile,organic,0.237,455,0,0,1,0,300745,300745,10,33,5,3,32,0.0,0.0,0.6,0.0,0.358,0.274,0.389,0,1,1.0,0,2.5,5.29,0.6,1
C01743,2025-02-09,normal,haircare,online,mobile,referral,0.289,435,0,0,2,0,468109,234054,14,47,2,0,45,-0.5,0.0,0.0,0.0,0.287,0.368,0.26,0,0,0.0,0,4.6,7.13,0.0,0
C01343,2025-11-06,sensitive,skincare,online,desktop,google_ads,0.309,673,0,0,0,0,0,0,10,30,0,0,93,0.0,-1.0,0.0,0.0,0.396,0.27,0.192,0,0,0.0,0,4.4,4.9,0.0,0
C01001,2025-03-19,combination,haircare,marketplace,mobile,referral,0.39,628,0,0,1,0,265511,265511,12,39,5,0,52,0.0,-1.0,0.0,0.0,0.44,0.33,0.104,0,0,0.0,0,4.9,6.27,0.0,0
C00207,2025-11-27,combination,bodycare,social,mobile,google_ads,0.214,772,0,0,1,0,327262,327262,13,32,7,4,60,0.0,-1.0,0.571,0.0,0.27,0.432,0.425,0,0,0.0,0,4.6,6.58,0.0,0
C02288,2025-06-08,combination,makeup,online,mobile,organic,0.368,1086,0,1,5,116695,1595314,319062,19,63,11,3,0,-0.333,-0.327,0.273,0.333,0.401,0.527,0.47,2,0,0.0,0,4.5,10.15,0.0,0
C03404,2025-06-13,oily,makeup,social,mobile,email,0.509,421,0,0,0,0,0,0,14,18,1,0,119,-0.667,-0.994,0.0,0.0,0.432,0.238,0.179,1,0,0.0,0,4.6,6.2,0.0,1
C03028,2025-03-27,combination,bodycare,store,mobile,organic,0.52,955,0,0,0,0,0,0,4,27,4,2,117,0.0,-1.0,0.5,0.0,0.412,0.093,0.095,0,0,0.0,0,4.8,2.65,0.0,1
C02413,2025-08-04,normal,fragrance,online,desktop,facebook,0.372,891,0,1,1,500180,705099,705099,8,36,4,3,38,0.0,-0.26,0.75,0.333,0.339,0.236,0.331,0,0,0.0,0,4.0,4.52,0.0,0
C00947,2025-05-17,normal,bodycare,online,desktop,organic,0.52,422,1,0,1,0,234540,234540,5,20,1,0,81,-0.5,-1.0,0.0,0.0,0.456,0.179,0.09,0,0,0.0,0,4.1,2.66,0.0,1
C01354,2025-07-29,dry,skincare,online,mobile,organic,0.576,484,0,0,0,0,0,0,7,15,0,0,109,-0.5,0.0,0.0,0.0,0.569,0.128,0.314,0,0,0.0,0,4.1,3.25,0.0,1
C01869,2025-03-26,oily,haircare,online,mobile,google_ads,0.356,819,1,0,0,0,0,0,9,31,2,0,98,0.0,0.0,0.0,0.0,0.292,0.236,0.256,1,0,0.0,0,4.5,4.65,0.0,0
C03870,2025-08-20,dry,haircare,online,desktop,organic,0.137,1031,1,4,4,706388,1412727,353181,19,72,16,9,0,-0.286,-0.114,0.562,0.444,0.229,0.346,0.322,1,0,0.0,0,5.0,10.72,0.0,1
C04446,2025-06-01,dry,skincare,store,mobile,google_ads,0.312,317,1,0,0,0,0,0,16,56,4,0,132,0.0,-1.0,0.0,0.0,0.363,0.263,0.227,1,0,0.0,0,5.0,8.32,0.0,1
C01117,2025-05-28,sensitive,fragrance,social,mobile,google_ads,0.597,774,0,0,0,0,0,0,16,53,0,0,114,-0.667,0.0,0.0,0.0,0.553,0.177,0.19,1,0,0.0,0,4.4,7.99,0.0,0
C03373,2025-09-20,normal,makeup,marketplace,desktop,referral,0.425,997,0,0,1,0,305983,305983,9,42,3,0,80,0.0,0.0,0.0,0.0,0.413,0.406,0.241,1,0,0.0,0,4.4,5.04,0.0,0
C02493,2025-12-24,normal,fragrance,social,mobile,google_ads,0.205,868,1,0,0,0,0,0,12,35,3,0,95,-0.5,-1.0,0.0,0.0,0.259,0.357,0.383,0,0,0.0,0,4.7,6.03,0.0,1
C01631,2025-12-25,normal,fragrance,store,desktop,google_ads,0.098,1022,0,1,2,341386,1398054,699027,8,48,6,4,27,-0.5,2.462,0.667,0.25,0.283,0.322,0.322,0,0,0.0,0,4.2,5.0,0.0,0
C01791,2025-10-26,dry,sun_care,store,mobile,tiktok,0.458,528,1,0,2,0,588903,294451,7,29,2,1,11,0.0,0.0,0.5,0.0,0.404,0.242,0.143,1,0,0.0,0,5.0,3.79,0.0,1
C00903,2025-04-09,normal,fragrance,online,desktop,tiktok,0.721,937,1,1,1,868007,746717,746717,12,55,5,2,64,-0.5,-0.232,0.4,0.5,0.597,0.414,0.589,0,0,0.0,0,4.1,6.75,0.0,0
C03908,2025-07-10,oily,haircare,store,desktop,google_ads,0.283,665,1,1,3,213102,922590,307530,7,38,2,1,42,1.0,-0.527,0.5,1.0,0.358,0.314,0.225,0,0,0.0,0,4.1,4.06,0.0,1
C03575,2025-10-17,combination,haircare,online,mobile,organic,0.449,1063,1,0,0,0,0,0,12,52,6,0,133,-0.667,-1.0,0.0,0.0,0.443,0.377,0.343,0,0,0.0,0,4.3,6.72,0.0,0
C00597,2025-01-20,dry,makeup,online,mobile,email,0.395,169,1,1,1,173462,228811,228811,9,38,7,2,77,-0.5,-0.172,0.286,0.5,0.4,0.0,0.0,1,0,0.0,0,5.0,5.16,0.0,0
C02532,2025-01-08,dry,fragrance,online,mobile,organic,0.118,1252,0,2,3,2069336,2409623,803207,16,59,13,4,0,0.5,-0.031,0.308,0.5,0.206,0.242,0.426,0,0,0.0,0,4.9,8.95,0.0,0
C01993,2025-01-11,combination,fragrance,online,mobile,facebook,0.468,1074,0,3,4,1704442,3354417,838604,17,57,6,4,0,0.333,0.0,0.667,0.75,0.411,0.327,0.491,1,0,0.0,0,4.7,8.87,0.0,0
C04341,2025-01-10,dry,haircare,store,desktop,organic,0.14,770,0,2,4,595705,1338555,334638,15,59,8,4,0,2.0,-0.005,0.5,0.5,0.239,0.233,0.424,0,0,0.0,0,5.0,8.25,0.0,0
C02121,2025-06-26,oily,haircare,online,mobile,organic,0.163,443,0,0,0,0,0,0,11,41,6,1,97,-0.5,-1.0,0.167,0.0,0.303,0.363,0.301,0,0,0.0,0,4.4,5.99,0.0,1
C01044,2025-09-21,sensitive,haircare,marketplace,mobile,facebook,0.523,640,0,0,1,0,357055,357055,15,42,2,1,66,0.0,0.0,0.5,0.0,0.517,0.439,0.216,0,0,0.0,1,3.3,7.38,0.4,0
C03778,2025-04-29,combination,skincare,online,mobile,google_ads,0.256,894,0,1,2,386435,1005587,502793,11,52,7,3,74,-0.333,-0.393,0.429,0.333,0.268,0.376,0.495,1,0,0.0,0,4.1,6.38,0.0,1
C01732,2025-04-18,dry,fragrance,online,mobile,organic,0.098,817,0,0,1,0,508219,508219,6,27,4,0,46,0.0,-1.0,0.0,0.0,0.27,0.346,0.217,0,0,0.0,0,4.6,3.45,0.0,0
