date,daily_revenue_order,daily_revenue_line,weekday,month,year,is_weekend,is_holiday_window,season_autumn,season_spring,season_summer,season_winter,daily_revenue_order_lag_1,daily_revenue_order_lag_7,daily_revenue_order_lag_14,daily_revenue_order_roll_mean_7,daily_revenue_order_roll_mean_28,daily_revenue_line_lag_1,daily_revenue_line_lag_7,daily_revenue_line_lag_14,daily_revenue_line_roll_mean_7,daily_revenue_line_roll_mean_28
2020-07-24,21901444.19,21901444.19,4,7,2020,0,0,False,False,True,False,23580277.84,17348857.76,14878009.45,21325770.425714284,21849963.253928572,23580277.84,17348857.76,14878009.450000001,21325770.425714284,21849963.253928572
2020-07-25,28538051.39,28538051.39,5,7,2020,1,0,False,False,True,False,21901444.19,28758777.56,29881383.14,21976139.915714286,21594389.675714288,21901444.19,28758777.56,29881383.14,21976139.915714286,21594389.675714288
2020-07-26,36152082.85,36152082.85,6,7,2020,1,0,False,False,True,False,28538051.39,21660847.02,18332261.83,21944607.605714284,21439421.810714286,28538051.39,21660847.02,18332261.83,21944607.605714288,21439421.810714286
2020-07-27,28773845.65,28773845.65,0,7,2020,0,0,False,False,True,False,36152082.85,18186507.95,18573581.64,24014784.152857143,22002865.57714286,36152082.85,18186507.95,18573581.64,24014784.152857143,22002865.57714286
2020-07-28,31433730.77,31433730.77,1,7,2020,0,0,False,False,True,False,28773845.65,20895873.13,26180062.35,25527260.967142858,21995625.776428573,28773845.65,20895873.13,26180062.35,25527260.967142858,21995625.776428573
2020-07-29,23189815.6,23189815.6,2,7,2020,0,0,False,False,True,False,31433730.77,18849251.72,19643755.75,27032669.20142857,22288703.14392857,31433730.77,18849251.72,19643755.75,27032669.20142857,22288703.14392857
2020-07-30,25359942.8,25359942.8,3,7,2020,0,0,False,False,True,False,23189815.6,23580277.84,11671185.68,27652749.75571429,22385255.2375,23189815.6,23580277.84,11671185.68,27652749.755714286,22385255.237500004
2020-07-31,16654091.39,16654091.39,4,7,2020,0,0,False,False,True,False,25359942.8,21901444.19,17348857.76,27906987.60714286,22790330.46857143,25359942.8,21901444.19,17348857.76,27906987.60714286,22790330.46857143
2020-08-01,22251018.62,22251018.62,5,8,2020,1,0,False,False,True,False,16654091.39,28538051.39,28758777.56,27157365.77857143,22541320.03392857,16654091.39,28538051.39,28758777.56,27157365.778571427,22541320.03392857
2020-08-02,30285602.78,30285602.78,6,8,2020,1,0,False,False,True,False,22251018.62,36152082.85,21660847.02,26259218.240000002,22233176.939285714,22251018.62,36152082.85,21660847.02,26259218.240000002,22233176.939285714
2020-08-03,14516727.49,14516727.49,0,8,2020,0,0,False,False,True,False,30285602.78,28773845.65,18186507.95,25421149.65857143,22485083.85821429,30285602.78,28773845.65,18186507.95,25421149.658571426,22485083.858214285
2020-08-04,23174291.07,23174291.07,1,8,2020,0,0,False,False,True,False,14516727.49,31433730.77,20895873.13,23384418.49285714,22261128.77928571,14516727.49,31433730.77,20895873.13,23384418.492857147,22261128.77928571
2020-08-05,30548761.55,30548761.55,2,8,2020,0,0,False,False,True,False,23174291.07,23189815.6,18849251.72,22204498.535714287,22630134.628928572,23174291.07,23189815.6,18849251.72,22204498.535714287,22630134.628928572
2020-08-06,15835511.17,15835511.17,3,8,2020,0,0,False,False,True,False,30548761.55,25359942.8,23580277.84,23255776.52857143,22719477.8125,30548761.55,25359942.8,23580277.84,23255776.52857143,22719477.8125
2020-08-07,22463596.7,22463596.7,4,8,2020,0,0,False,False,True,False,15835511.17,16654091.39,21901444.19,21895143.438571427,22751983.933571428,15835511.17,16654091.39,21901444.19,21895143.438571427,22751983.93357143
2020-08-08,27233498.259999998,27233498.26,5,8,2020,1,0,False,False,True,False,22463596.7,22251018.62,28538051.39,22725072.76857143,23022897.76392857,22463596.7,22251018.62,28538051.39,22725072.76857143,23022897.76392857
2020-08-09,25312135.32,25312135.32,6,8,2020,1,0,False,False,True,False,27233498.259999998,30285602.78,36152082.85,23436855.574285716,22928330.446785714,27233498.26,30285602.78,36152082.85,23436855.574285716,22928330.446785714
2020-08-10,13288880.47,13288880.47,0,8,2020,0,0,False,False,True,False,25312135.32,14516727.49,28773845.65,22726360.222857144,23177611.64285714,25312135.32,14516727.49,28773845.65,22726360.222857144,23177611.64285714
2020-08-11,14916699.700000001,14916699.7,1,8,2020,0,0,False,False,True,False,13288880.47,23174291.07,31433730.77,22550953.505714286,22988872.315357145,13288880.47,23174291.07,31433730.77,22550953.505714286,22988872.315357145
2020-08-12,24838860.93,24838860.93,2,8,2020,0,0,False,False,True,False,14916699.700000001,30548761.55,23189815.6,21371297.59571429,22586609.363571428,14916699.7,30548761.55,23189815.6,21371297.59571429,22586609.363571428
2020-08-13,13359368.700000001,13359368.7,3,8,2020,0,0,False,False,True,False,24838860.93,15835511.17,25359942.8,20555597.50714286,22772148.834285714,24838860.93,15835511.17,25359942.8,20555597.50714286,22772148.834285714
2020-08-14,13890928.100000001,13890928.1,4,8,2020,0,0,False,False,True,False,13359368.700000001,22463596.7,16654091.39,20201862.86857143,22832441.085,13359368.7,22463596.7,16654091.39,20201862.86857143,22832441.085
2020-08-15,24384159.45,24384159.45,5,8,2020,1,0,False,False,True,False,13890928.100000001,27233498.259999998,22251018.62,18977195.925714288,22708943.597142857,13890928.1,27233498.26,22251018.62,18977195.925714288,22708943.597142857
2020-08-16,21567109.77,21567109.77,6,8,2020,1,0,False,False,True,False,24384159.45,25312135.32,30285602.78,18570147.52428571,22552707.23607143,24384159.45,25312135.32,30285602.78,18570147.52428571,22552707.23607143
2020-08-17,25147477.330000002,25147477.33,0,8,2020,0,0,False,False,True,False,21567109.77,13288880.47,14516727.49,18035143.874285717,22549359.47714286,21567109.77,13288880.47,14516727.49,18035143.874285717,22549359.47714286
2020-08-18,16782072.87,16782072.87,1,8,2020,0,0,False,False,True,False,25147477.330000002,14916699.700000001,23174291.07,19729229.140000004,22797965.526428573,25147477.33,14916699.7,23174291.07,19729229.139999997,22797965.526428573
2020-08-19,25440005.97,25440005.97,2,8,2020,0,0,False,False,True,False,16782072.87,24838860.93,30548761.55,19995711.021428574,22651044.08857143,16782072.87,24838860.93,30548761.55,19995711.021428574,22651044.088571426
2020-08-20,17409815.98,17409815.98,3,8,2020,0,0,False,False,True,False,25440005.97,13359368.700000001,15835511.17,20081588.884285714,22886428.16892857,25440005.97,13359368.7,15835511.17,20081588.884285714,22886428.16892857
2020-08-21,25094753.56,25094753.56,4,8,2020,0,0,False,False,True,False,17409815.98,13890928.100000001,22463596.7,20660224.21,22666054.53107143,17409815.98,13890928.1,22463596.7,20660224.21,22666054.53107143
2020-08-22,19284984.64,19284984.64,5,8,2020,1,0,False,False,True,False,25094753.56,24384159.45,27233498.259999998,22260770.704285715,22780101.294285715,25094753.56,24384159.45,27233498.26,22260770.704285715,22780101.294285715
2020-08-23,33602171.42,33602171.42,6,8,2020,1,0,False,False,True,False,19284984.64,21567109.77,25312135.32,21532317.16,22449634.624642856,19284984.64,21567109.77,25312135.32,21532317.16,22449634.624642856
2020-08-24,18122860.27,18122860.27,0,8,2020,0,0,False,False,True,False,33602171.42,25147477.330000002,13288880.47,23251611.68142857,22358566.359285712,33602171.42,25147477.33,13288880.47,23251611.68142857,22358566.359285716
2020-08-25,23405559.78,23405559.78,1,8,2020,0,0,False,False,True,False,18122860.27,16782072.87,14916699.700000001,22248094.95857143,21978174.02428571,18122860.27,16782072.87,14916699.7,22248094.95857143,21978174.02428571
2020-08-26,29920316.07,29920316.07,2,8,2020,0,0,False,False,True,False,23405559.78,25440005.97,24838860.93,23194307.374285717,21691453.631785717,23405559.78,25440005.97,24838860.93,23194307.374285717,21691453.631785713
2020-08-27,31549657.6,31549657.6,3,8,2020,0,0,False,False,True,False,29920316.07,17409815.98,13359368.700000001,23834351.674285714,21931828.648571428,29920316.07,17409815.98,13359368.7,23834351.674285714,21931828.648571428
2020-08-28,18360858.37,18360858.37,4,8,2020,0,0,False,False,True,False,31549657.6,25094753.56,13890928.100000001,25854329.04857143,22152889.89142857,31549657.6,25094753.56,13890928.1,25854329.04857143,22152889.89142857
2020-08-29,41692027.48,41692027.48,5,8,2020,1,0,False,False,True,False,18360858.37,19284984.64,24384159.45,24892344.021428566,22213845.855,18360858.37,19284984.64,24384159.45,24892344.021428578,22213845.855
2020-08-30,28853716.77,28853716.77,6,8,2020,1,1,False,False,True,False,41692027.48,33602171.42,21567109.77,28093350.14142857,22908167.6,41692027.48,33602171.42,21567109.77,28093350.14142857,22908167.6
2020-08-31,20453555.12,20453555.12,0,8,2020,0,1,False,False,True,False,28853716.77,18122860.27,25147477.330000002,27414999.47714285,22857028.81392857,28853716.77,18122860.27,25147477.33,27414999.47714285,22857028.813928574
2020-09-01,41052476.88,41052476.88,1,9,2020,0,1,True,False,False,False,20453555.12,23405559.78,16782072.87,27747955.884285714,23069058.37214286,20453555.12,23405559.78,16782072.87,27747955.884285714,23069058.37214286
2020-09-02,31329659.55,31329659.55,2,9,2020,0,1,True,False,False,False,41052476.88,29920316.07,25440005.97,30268944.041428573,23707565.008214287,41052476.88,29920316.07,25440005.97,30268944.041428573,23707565.008214287
2020-09-03,32912886.86,32912886.86,3,9,2020,0,1,True,False,False,False,31329659.55,31549657.6,17409815.98,30470278.824285716,23735454.2225,31329659.55,31549657.6,17409815.98,30470278.824285716,23735454.2225
2020-09-04,26208409.36,26208409.36,4,9,2020,0,1,True,False,False,False,32912886.86,18360858.37,25094753.56,30665025.86142857,24345360.497142855,32912886.86,18360858.37,25094753.56,30665025.86142857,24345360.497142855
2020-09-05,40525804.68,40525804.68,5,9,2020,1,1,True,False,False,False,26208409.36,41692027.48,19284984.64,31786104.574285716,24479103.806428574,26208409.36,41692027.48,19284984.64,31786104.574285716,24479103.806428574
2020-09-06,27468363.89,27468363.89,6,9,2020,1,0,True,False,False,False,40525804.68,28853716.77,33602171.42,31619501.317142855,24953829.035714287,40525804.68,28853716.77,33602171.42,31619501.317142855,24953829.035714287
2020-09-07,20836789.95,20836789.95,0,9,2020,0,0,True,False,False,False,27468363.89,20453555.12,18122860.27,31421593.762857147,25030837.198928572,27468363.89,20453555.12,18122860.27,31421593.762857147,25030837.19892857
2020-09-08,20164938.41,20164938.41,1,9,2020,0,0,True,False,False,False,20836789.95,41052476.88,23405559.78,31476341.59571429,25300405.394642856,20836789.95,41052476.88,23405559.78,31476341.59571429,25300405.394642856
2020-09-09,15448640.27,15448640.27,2,9,2020,0,0,True,False,False,False,20164938.41,31329659.55,29920316.07,28492407.52857143,25487842.491428573,20164938.41,31329659.55,29920316.07,28492407.52857143,25487842.491428573
2020-09-10,25825826.07,25825826.07,3,9,2020,0,0,True,False,False,False,15448640.27,32912886.86,31549657.6,26223690.48857143,25152477.467857145,15448640.27,32912886.86,31549657.6,26223690.48857143,25152477.467857145
2020-09-11,18734951.8,18734951.8,4,9,2020,0,0,True,False,False,False,25825826.07,26208409.36,18360858.37,25211253.23285714,25597708.088214286,25825826.07,26208409.36,18360858.37,25211253.23285714,25597708.088214286
2020-09-12,22223204.42,22223204.42,5,9,2020,1,0,True,False,False,False,18734951.8,40525804.68,41692027.48,24143616.438571427,25770708.93464286,18734951.8,40525804.68,41692027.48,24143616.438571427,25770708.93464286
2020-09-13,22747602.71,22747602.71,6,9,2020,1,0,True,False,False,False,22223204.42,27468363.89,28853716.77,21528959.258571427,25693531.969285715,22223204.42,27468363.89,28853716.77,21528959.258571427,25693531.969285715
2020-09-14,21877998.29,21877998.29,0,9,2020,0,0,True,False,False,False,22747602.71,20836789.95,20453555.12,20854564.804285713,25735692.431428574,22747602.71,20836789.95,20453555.12,20854564.804285713,25735692.431428574
2020-09-15,21830348.31,21830348.31,1,9,2020,0,0,True,False,False,False,21877998.29,20164938.41,41052476.88,21003308.852857143,25618925.32285714,21877998.29,20164938.41,41052476.88,21003308.852857143,25618925.322857145
2020-09-16,18952569.71,18952569.71,2,9,2020,0,0,True,False,False,False,21830348.31,15448640.27,31329659.55,21241224.552857142,25799220.87428571,21830348.31,15448640.27,31329659.55,21241224.552857142,25799220.874285717
2020-09-17,29978453.71,29978453.71,3,9,2020,0,0,True,False,False,False,18952569.71,25825826.07,32912886.86,21741785.901428573,25567526.722142857,18952569.71,25825826.07,32912886.86,21741785.901428573,25567526.722142857
2020-09-18,6867797.88,6867797.88,4,9,2020,0,0,True,False,False,False,29978453.71,18734951.8,26208409.36,22335018.42142857,26016406.64107143,29978453.71,18734951.8,26208409.36,22335018.42142857,26016406.64107143
2020-09-19,16349327.32,16349327.32,5,9,2020,1,0,True,False,False,False,6867797.88,22223204.42,40525804.68,20639710.71857143,25365443.938214283,6867797.88,22223204.42,40525804.68,20639710.71857143,25365443.93821429
2020-09-20,42718168.17,42718168.17,6,9,2020,1,0,True,False,False,False,16349327.32,22747602.71,27468363.89,19800585.41857143,25260599.03392857,16349327.32,22747602.71,27468363.89,19800585.41857143,25260599.03392857
2020-09-21,17262460.33,17262460.33,0,9,2020,0,0,True,False,False,False,42718168.17,21877998.29,20836789.95,22653523.34142857,25586170.346428573,42718168.17,21877998.29,20836789.95,22653523.34142857,25586170.346428573
2020-09-22,16529573.29,16529573.29,1,9,2020,0,0,True,False,False,False,17262460.33,21830348.31,20164938.41,21994160.775714286,25555441.777142856,17262460.33,21830348.31,20164938.41,21994160.775714286,25555441.777142856
2020-09-23,21633331.71,21633331.71,2,9,2020,0,0,True,False,False,False,16529573.29,18952569.71,15448640.27,21236907.20142857,25309870.83107143,16529573.29,18952569.71,15448640.27,21236907.20142857,25309870.831071433
2020-09-24,29945567.61,29945567.61,3,9,2020,0,0,True,False,False,False,21633331.71,29978453.71,25825826.07,21619873.20142857,25013907.10392857,21633331.71,29978453.71,25825826.07,21619873.20142857,25013907.10392857
2020-09-25,24889954.189999998,24889954.19,4,9,2020,0,0,True,False,False,False,29945567.61,6867797.88,18734951.8,21615175.187142856,24956618.175714284,29945567.61,6867797.88,18734951.8,21615175.187142856,24956618.175714284
2020-09-26,31140735.13,31140735.13,5,9,2020,1,0,True,False,False,False,24889954.189999998,16349327.32,22223204.42,24189768.945714287,25189800.169285715,24889954.19,16349327.32,22223204.42,24189768.945714287,25189800.169285715
2020-09-27,29747482.07,29747482.07,6,9,2020,1,0,True,False,False,False,31140735.13,42718168.17,22747602.71,26302827.204285715,24812968.299642857,31140735.13,42718168.17,22747602.71,26302827.204285715,24812968.299642857
2020-09-28,18649559.18,18649559.18,0,9,2020,0,0,True,False,False,False,29747482.07,17262460.33,21877998.29,24449872.047142856,24844888.488928568,29747482.07,17262460.33,21877998.29,24449872.047142856,24844888.488928568
2020-09-29,25812375.73,25812375.73,1,9,2020,0,0,True,False,False,False,18649559.18,16529573.29,21830348.31,24648029.025714286,24780460.0625,18649559.18,16529573.29,21830348.31,24648029.025714286,24780460.0625
2020-09-30,25744921.59,25744921.59,2,9,2020,0,0,True,False,False,False,25812375.73,21633331.71,18952569.71,25974143.659999996,24236170.735714287,25812375.73,21633331.71,18952569.71,25974143.659999996,24236170.735714287
2020-10-01,13908169.67,13908169.67,3,10,2020,0,0,True,False,False,False,25744921.59,29945567.61,29978453.71,26561513.64285714,24036715.808571428,25744921.59,29945567.61,29978453.71,26561513.64285714,24036715.808571428
2020-10-02,23520327.48,23520327.48,4,10,2020,0,0,True,False,False,False,13908169.67,24889954.189999998,6867797.88,24270456.794285715,23357975.908928573,13908169.67,24889954.19,6867797.88,24270456.794285715,23357975.908928573
2020-10-03,24148003.92,24148003.92,5,10,2020,1,0,True,False,False,False,23520327.48,31140735.13,16349327.32,24074795.835714284,23261972.98464286,23520327.48,31140735.13,16349327.32,24074795.835714284,23261972.984642856
2020-10-04,25988021.93,25988021.93,6,10,2020,1,0,True,False,False,False,24148003.92,29747482.07,42718168.17,23075834.234285712,22677051.528928574,24148003.92,29747482.07,42718168.17,23075834.234285712,22677051.528928574
2020-10-05,17528149.92,17528149.92,0,10,2020,0,0,True,False,False,False,25988021.93,18649559.18,17262460.33,22538768.5,22624182.173214283,25988021.93,18649559.18,17262460.33,22538768.5,22624182.173214287
2020-10-06,22786522.79,22786522.79,1,10,2020,0,0,True,False,False,False,17528149.92,25812375.73,16529573.29,22378567.17714286,22506016.457857143,17528149.92,25812375.73,16529573.29,22378567.17714286,22506016.457857143
2020-10-07,28093673.38,28093673.38,2,10,2020,0,0,True,False,False,False,22786522.79,25744921.59,21633331.71,21946302.471428573,22599644.471428573,22786522.79,25744921.59,21633331.71,21946302.471428573,22599644.471428573
2020-10-08,28820567.72,28820567.72,3,10,2020,0,0,True,False,False,False,28093673.38,13908169.67,29945567.61,22281838.441428572,23051252.796785712,28093673.38,13908169.67,29945567.61,22281838.441428572,23051252.796785712
2020-10-09,23272790.97,23272790.97,4,10,2020,0,0,True,False,False,False,28820567.72,23520327.48,24889954.189999998,24412181.02,23158207.855714288,28820567.72,23520327.48,24889954.19,24412181.020000003,23158207.855714288
2020-10-10,26591728.78,26591728.78,5,10,2020,1,0,True,False,False,False,23272790.97,24148003.92,31140735.13,24376818.66142857,23320273.540357143,23272790.97,24148003.92,31140735.13,24376818.661428574,23320273.540357146
2020-10-11,21449369.01,21449369.009999998,6,10,2020,1,0,True,False,False,False,26591728.78,25988021.93,29747482.07,24725922.21285714,23476292.267500002,26591728.78,25988021.93,29747482.07,24725922.212857146,23476292.267500002
2020-10-12,24939235.12,24939235.12,0,10,2020,0,0,True,False,False,False,21449369.01,17528149.92,18649559.18,24077543.224285714,23429926.778214283,21449369.009999998,17528149.92,18649559.18,24077543.224285714,23429926.778214283
2020-10-13,22364072.94,22364072.94,1,10,2020,0,0,True,False,False,False,24939235.12,22786522.79,25812375.73,25136269.68142857,23539256.665,24939235.12,22786522.79,25812375.73,25136269.681428574,23539256.665
2020-10-14,16270246.549999999,16270246.549999999,2,10,2020,0,0,True,False,False,False,22364072.94,28093673.38,25744921.59,25075919.702857144,23558318.25892857,22364072.94,28093673.38,25744921.59,25075919.702857144,23558318.25892857
2020-10-15,27640418.12,27640418.12,3,10,2020,0,0,True,False,False,False,16270246.549999999,28820567.72,13908169.67,23386858.72714286,23462521.00321429,16270246.549999999,28820567.72,13908169.67,23386858.72714285,23462521.00321429
2020-10-16,21686908.28,21686908.28,4,10,2020,0,0,True,False,False,False,27640418.12,23272790.97,23520327.48,23218265.92714286,23379019.73214286,27640418.12,23272790.97,23520327.48,23218265.927142855,23379019.73214286
2020-10-17,51521638.73,51521638.73,5,10,2020,1,1,True,False,False,False,21686908.28,26591728.78,24148003.92,22991711.25714286,23908273.675,21686908.28,26591728.78,24148003.92,22991711.257142853,23908273.675
2020-10-18,35265054.6,35265054.6,6,10,2020,1,1,True,False,False,False,51521638.73,21449369.01,25988021.93,26553126.964285713,25164427.653928574,51521638.73,21449369.009999998,25988021.93,26553126.964285713,25164427.653928574
2020-10-19,43250543.339999996,43250543.339999996,0,10,2020,0,1,True,False,False,False,35265054.6,24939235.12,17528149.92,28526796.334285717,24898245.026428573,35265054.6,24939235.12,17528149.92,28526796.334285714,24898245.026428573
2020-10-20,29302392.54,29302392.54,1,10,2020,0,1,True,False,False,False,43250543.339999996,22364072.94,22786522.79,31142697.508571427,25826390.848214287,43250543.339999996,22364072.94,22786522.79,31142697.508571427,25826390.848214287
2020-10-21,39504891.02,39504891.02,2,10,2020,0,1,True,False,False,False,29302392.54,16270246.549999999,28093673.38,32133886.02285715,26282562.964285713,29302392.54,16270246.549999999,28093673.38,32133886.02285714,26282562.964285713
2020-10-22,15318095.47,15318095.47,3,10,2020,0,1,True,False,False,False,39504891.02,27640418.12,28820567.72,35453120.947142854,26920832.939642858,39504891.02,27640418.12,28820567.72,35453120.947142854,26920832.939642858
2020-10-23,28212786.48,28212786.48,4,10,2020,0,1,True,False,False,False,15318095.47,21686908.28,23272790.97,33692789.14,26398423.220357146,15318095.47,21686908.28,23272790.97,33692789.14,26398423.220357146
2020-10-24,20343365.94,20343365.94,5,10,2020,1,0,True,False,False,False,28212786.48,51521638.73,26591728.78,34625057.45428572,26517095.80214286,28212786.48,51521638.73,26591728.78,34625057.45428572,26517095.802142855
2020-10-25,40296248.95,40296248.95,6,10,2020,1,0,True,False,False,False,20343365.94,35265054.6,21449369.01,30171018.484285716,26131475.47392857,20343365.94,35265054.6,21449369.009999998,30171018.484285712,26131475.47392857
2020-10-26,24758552.77,24758552.77,0,10,2020,0,0,True,False,False,False,40296248.95,43250543.339999996,24939235.12,30889760.534285717,26508217.148214288,40296248.95,43250543.339999996,24939235.12,30889760.534285717,26508217.148214288
2020-10-27,30245409.3,30245409.3,1,10,2020,0,0,True,False,False,False,24758552.77,29302392.54,22364072.94,28248047.59571429,26726395.490714286,24758552.77,29302392.54,22364072.94,28248047.59571429,26726395.490714286
2020-10-28,29541096.4,29541096.4,2,10,2020,0,0,True,False,False,False,30245409.3,39504891.02,16270246.549999999,28382764.275714286,26884718.118214283,30245409.3,39504891.02,16270246.549999999,28382764.275714286,26884718.118214283
2020-10-29,26325631.0,26325631.0,3,10,2020,0,0,True,False,False,False,29541096.4,15318095.47,27640418.12,26959365.044285715,27020295.790000003,29541096.4,15318095.47,27640418.12,26959365.044285715,27020295.79
2020-10-30,32128752.63,32128752.63,4,10,2020,0,0,True,False,False,False,26325631.0,28212786.48,21686908.28,28531870.120000005,27463776.551785715,26325631.0,28212786.48,21686908.28,28531870.119999997,27463776.55178571
2020-10-31,49544604.77,49544604.77,5,10,2020,1,0,True,False,False,False,32128752.63,20343365.94,51521638.73,29091293.855714288,27771220.307142857,32128752.63,20343365.94,51521638.73,29091293.855714288,27771220.307142857
2020-11-01,51196766.74,51196766.74,6,11,2020,1,0,True,False,False,False,49544604.77,40296248.95,35265054.6,33262899.402857143,28678241.76607143,49544604.77,40296248.95,35265054.6,33262899.402857143,28678241.76607143
2020-11-02,28703541.54,28703541.54,0,11,2020,0,0,True,False,False,False,51196766.74,24758552.77,43250543.339999996,34820116.230000004,29578554.08071429,51196766.74,24758552.77,43250543.339999996,34820116.230000004,29578554.080714285
2020-11-03,36555990.42,36555990.42,1,11,2020,0,0,True,False,False,False,28703541.54,30245409.3,29302392.54,35383686.05428571,29977675.21,28703541.54,30245409.3,29302392.54,35383686.05428571,29977675.21
2020-11-04,30273571.28,30273571.28,2,11,2020,0,0,True,False,False,False,36555990.42,29541096.4,39504891.02,36285197.64285714,30469441.911071427,36555990.42,29541096.4,39504891.02,36285197.64285714,30469441.911071427
2020-11-05,44635545.91,44635545.91,3,11,2020,0,0,True,False,False,False,30273571.28,26325631.0,15318095.47,36389836.91142858,30547295.407500003,30273571.28,26325631.0,15318095.47,36389836.91142858,30547295.4075
2020-11-06,45595403.18,45595403.18,4,11,2020,0,0,True,False,False,False,44635545.91,32128752.63,28212786.48,39005539.041428566,31112116.057142857,44635545.91,32128752.63,28212786.48,39005539.041428566,31112116.057142857
2020-11-07,47302982.97,47302982.97,5,11,2020,1,0,True,False,False,False,45595403.18,49544604.77,20343365.94,40929346.26285714,31909352.2075,45595403.18,49544604.77,20343365.94,40929346.26285714,31909352.2075
2020-11-08,63823350.12,63823350.12,6,11,2020,1,1,True,False,False,False,47302982.97,51196766.74,40296248.95,40609114.57714286,32649039.85714286,47302982.97,51196766.74,40296248.95,40609114.57714286,32649039.85714286
2020-11-09,52397774.36,52397774.36,0,11,2020,0,1,True,False,False,False,63823350.12,28703541.54,24758552.77,42412912.202857144,34162396.32535715,63823350.12,28703541.54,24758552.77,42412912.202857144,34162396.32535715
2020-11-10,36120167.02,36120167.02,1,11,2020,0,1,True,False,False,False,52397774.36,36555990.42,30245409.3,45797802.605714284,35143058.44107143,52397774.36,36555990.42,30245409.3,45797802.605714284,35143058.44107143
2020-11-11,43492096.36,43492096.36,2,11,2020,0,1,True,False,False,False,36120167.02,30273571.28,29541096.4,45735542.120000005,35634347.515357144,36120167.02,30273571.28,29541096.4,45735542.120000005,35634347.515357144
2020-11-12,52057669.75,52057669.75,3,11,2020,0,1,True,False,False,False,43492096.36,44635545.91,26325631.0,47623902.845714286,36606556.43714286,43492096.36,44635545.91,26325631.0,47623902.845714286,36606556.43714286
2020-11-13,58804891.03,58804891.03,4,11,2020,0,1,True,False,False,False,52057669.75,45595403.18,32128752.63,48684206.25142857,37478601.13821428,52057669.75,45595403.18,32128752.63,48684206.25142857,37478601.13821428
2020-11-14,60628530.83,60628530.83,5,11,2020,1,1,True,False,False,False,58804891.03,47302982.97,49544604.77,50571275.94428571,38804243.379285716,58804891.03,47302982.97,49544604.77,50571275.94428571,38804243.37928571
2020-11-15,39549172.57,39549172.57,6,11,2020,1,0,True,False,False,False,60628530.83,63823350.12,51196766.74,52474925.638571426,39129489.525714286,60628530.83,63823350.12,51196766.74,52474925.638571426,39129489.525714286
2020-11-16,34097746.92,34097746.92,0,11,2020,0,0,True,False,False,False,39549172.57,52397774.36,28703541.54,49007185.98857142,39282493.73892857,39549172.57,52397774.36,28703541.54,49007185.98857142,39282493.73892857
2020-11-17,34714798.43,34714798.43,1,11,2020,0,0,True,False,False,False,34097746.92,36120167.02,36555990.42,46392896.35428571,38955608.152499996,34097746.92,36120167.02,36555990.42,46392896.35428571,38955608.152499996
2020-11-18,50482151.44,50482151.44,2,11,2020,0,0,True,False,False,False,34714798.43,43492096.36,30273571.28,46192129.41285714,39148908.36285715,34714798.43,43492096.36,30273571.28,46192129.41285714,39148908.36285714
2020-11-19,57955121.18,57955121.18,3,11,2020,0,0,True,False,False,False,50482151.44,52057669.75,44635545.91,47190708.70999999,39540953.37785714,50482151.44,52057669.75,44635545.91,47190708.70999999,39540953.37785714
2020-11-20,38690965.09,38690965.09,4,11,2020,0,0,True,False,False,False,57955121.18,58804891.03,45595403.18,48033201.77142857,41063704.296071425,57955121.18,58804891.03,45595403.18,48033201.77142857,41063704.296071425
2020-11-21,45403920.69,45403920.69,5,11,2020,1,0,True,False,False,False,38690965.09,60628530.83,47302982.97,45159783.78000001,41437924.96071428,38690965.09,60628530.83,47302982.97,45159783.78000001,41437924.96071428
2020-11-22,36525664.7,36525664.7,6,11,2020,1,0,True,False,False,False,45403920.69,39549172.57,63823350.12,42984839.474285714,42332944.77321428,45403920.69,39549172.57,63823350.12,42984839.474285714,42332944.77321429
2020-11-23,42300634.63,42300634.63,0,11,2020,0,0,True,False,False,False,36525664.7,34097746.92,52397774.36,42552909.77857143,42198281.050000004,36525664.7,34097746.92,52397774.36,42552909.77857143,42198281.050000004
2020-11-24,35637398.78,35637398.78,1,11,2020,0,0,True,False,False,False,42300634.63,34714798.43,36120167.02,43724750.879999995,42824783.973571435,42300634.63,34714798.43,36120167.02,43724750.879999995,42824783.97357143
2020-11-25,51215438.76,51215438.76,2,11,2020,0,0,True,False,False,False,35637398.78,50482151.44,43492096.36,43856550.93,43017355.02642857,35637398.78,50482151.44,43492096.36,43856550.93,43017355.02642857
2020-11-26,56654346.2,56654346.2,3,11,2020,0,0,True,False,False,False,51215438.76,57955121.18,52057669.75,43961306.26142858,43791438.68214286,51215438.76,57955121.18,52057669.75,43961306.26142858,43791438.68214286
2020-11-27,45149017.66,45149017.660000004,4,11,2020,0,0,True,False,False,False,56654346.2,38690965.09,58804891.03,43775481.26428572,44874607.08214287,56654346.2,38690965.09,58804891.03,43775481.26428572,44874607.08214285
2020-11-28,69174905.99,69174905.99,5,11,2020,1,0,True,False,False,False,45149017.66,45403920.69,60628530.83,44698060.202857144,45339616.5475,45149017.660000004,45403920.69,60628530.83,44698060.202857144,45339616.5475
2020-11-29,58064603.06,58064603.06,6,11,2020,1,0,True,False,False,False,69174905.99,36525664.7,39549172.57,48093915.24571429,46040698.73392857,69174905.99,36525664.7,39549172.57,48093915.24571429,46040698.73392857
