lead_id,source,status_at_snapshot,tags,lead_score,priority,campaign_id,product_interest,assigned_to,created_at,days_since_created,total_interactions,last_interaction_type,base_prob,converted_final,revenue_30d
ld_07168,Event,nurturing,['quan-tam-duong-da'],58,medium,cmp_581,Son Kem Lì Flawsome Mịn Nhẹ Be Mine - Nâu Cam 3g,user_04,2025-08-30T14:36:00Z,44,2,call,0.0664,0,0
ld_extra_08464,Website,new,['quan-tam-duong-da'],49,low,cmp_480,Son Lì Australis Mềm Mịn #Editorial - Cam Thuần 3.2g,user_30,2025-06-11T16:35:00Z,4,2,email,0.1464,0,0
ld_08311,InBound,new,[],56,low,,Son Bóng Menard TK Màu Hồng Mẫu Đơn A130 3.2g,user_17,2025-04-26T00:42:00Z,34,1,email,0.3148,0,0
ld_08350,InBound,contacted,[],57,low,cmp_757,Son Kem Lì Cathy Doll #02 Fluffy Pink 3.5 g,user_30,2025-02-05T11:52:00Z,33,0,,0.3156,0,0
ld_extra_06612,InBound,qualified,[],59,low,cmp_488,"Combo Son Dưỡng Mentholatum Cho Môi Khô, Nứt Nẻ 4.3gx2",user_01,2025-09-25T20:20:00Z,48,1,chat,0.2301,0,0
ld_extra_02789,LandingPage,nurturing,['quan-tam-son'],63,medium,cmp_305,"Combo 2 Son Dưỡng LipIce Thỏ Bảy Màu Hương Trà Đào, Hồng Cam + Hương Choco Mint, Hồng Ửng Đỏ 2.4g",user_27,2025-12-31T06:35:00Z,54,2,call,0.2045,0,0
ld_09003,LandingPage,nurturing,[],68,urgent,cmp_893,Son Môi Naris Cosmetics Coeor B02 Cam Cháy 3.2g,user_19,2025-02-18T10:37:00Z,61,3,chat,0.2344,0,0
ld_03902,Website,qualified,['vip'],90,urgent,,[HSD 05/2026] Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml,user_04,2025-12-21T13:38:00Z,29,3,chat,0.402,1,56000
ld_extra_00766,InBound,contacted,[],57,high,,Son Kem Lì Judydoll Đầu Bông - N01 Cam Đào 1.8g,,2025-05-26T19:37:00Z,8,1,chat,0.2928,1,176000
ld_05815,FacebookAds,new,[],46,low,,Combo 2 Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Cam Đào + Đỏ Mọng 2.4g,,2025-08-04T19:29:00Z,13,1,email,0.0568,0,0
ld_06221,LandingPage,nurturing,[],50,low,cmp_818,Combo Son Dưỡng Môi Nivea Chuyên Sâu + Ban Đêm Lavender 4.8gx2,user_29,2025-07-09T14:29:00Z,37,0,,0.06,0,0
ld_00564,LandingPage,new,['vip'],66,urgent,cmp_233,Son Kem Lì Cathy Doll #05 Like U Summer 3.5 g,user_27,2025-10-09T22:05:00Z,43,4,message,0.3828,1,318000
ld_07299,InBound,nurturing,[],41,urgent,cmp_304,Son Kem Lì 3CE Mịn Màng Như Nhung Childlike - Cam Cháy 4g,user_11,2025-05-11T16:25:00Z,37,0,,0.3828,0,0
ld_extra_06067,LandingPage,nurturing,[],27,medium,,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,user_20,2025-11-03T08:13:00Z,1,0,,0.1596,0,0
ld_extra_02592,Website,new,['quan-tam-duong-da'],71,low,cmp_872,Son Kem Lì Cathy Doll #11 Red N Beach 3.5g,user_29,2025-09-07T19:14:00Z,59,0,,0.0782,0,0
ld_extra_02390,Partner,new,['hot-lead'],79,high,cmp_485,Son Kem Lì B.O.M #H BG 502 Sunset Brown - Cam Da 8.5g,user_22,2025-08-27T16:52:00Z,20,5,call,0.5524,1,306000
ld_extra_03583,LandingPage,qualified,[],40,medium,cmp_450,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,user_19,2025-01-12T13:01:00Z,40,0,,0.1228,0,0
ld_02560,Referral,nurturing,"['hot-lead', 'mua-lai']",72,high,cmp_546,Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g,,2025-06-01T14:40:00Z,71,4,email,0.6376,1,239000
ld_07200,InBound,new,['quan-tam-duong-da'],30,urgent,,Son Kem Lì Black Rouge A10 Red Berry - Đỏ Berry 4.5g,user_19,2025-05-07T12:23:00Z,11,0,,0.374,0,0
ld_extra_01597,Referral,qualified,"['hot-lead', 'vip']",86,urgent,cmp_455,Sáp Dưỡng Môi Vaseline Mềm Mịn 7g,user_27,2025-04-27T12:34:00Z,61,1,message,0.5052,0,0
ld_00827,Website,new,['vip'],75,low,,Son Dưỡng Môi Mentholatum Melty Cream Lip Mật Ong 2.4g,user_25,2025-04-23T01:24:00Z,75,4,chat,0.31,1,106000
ld_05946,FacebookAds,contacted,[],46,medium,cmp_788,Son Môi Colorkey Nhung Mờ O128 Trà Sữa Nâu 2g,user_23,2025-12-02T08:25:00Z,87,3,message,0.1368,0,0
ld_08824,FacebookAds,nurturing,['quan-tam-duong-da'],22,medium,cmp_835,Son Kem Lì 3CE Sepia - Đỏ Táo Trầm 4.6g,user_24,2025-05-23T06:48:00Z,41,1,chat,0.0376,0,0
ld_extra_06009,TiktokAds,contacted,[],46,low,cmp_624,Son Kem Bùn Into You Lì Mịn Nhẹ - W8 Hồng MLBB 1.8g,user_16,2025-08-09T21:50:00Z,41,1,call,0.093,0,0
ld_extra_01542,Partner,qualified,['mua-lai'],67,high,,[Mini] Son Kem Lì 3CE Daffodil - Đỏ Đất 1.5g,user_29,2025-12-13T20:02:00Z,21,4,call,0.6758,0,0
ld_extra_04812,FacebookAds,new,['vip'],35,high,cmp_852,Son Kem Lì Flawsome Mịn Nhẹ Be Mine - Nâu Cam 3g,user_01,2025-03-23T14:28:00Z,2,0,,0.1785,0,0
ld_00291,Partner,nurturing,"['hot-lead', 'vip']",59,low,cmp_774,Son Bóng 3CE Dạng Gel Màu Youth 4g,,2025-03-02T11:55:00Z,59,3,email,0.5472,1,514000
ld_04769,Referral,qualified,"['vip', 'mua-lai']",75,high,cmp_804,Son Kem Bùn Into You Lì Mịn Nhẹ - W2 Hồng San Hô 1.8g,,2025-06-25T14:41:00Z,55,5,message,0.64,1,108000
ld_06673,FacebookAds,nurturing,['quan-tam-duong-da'],26,urgent,cmp_339,Son Kem Lì 3CE Bake Beige - Cam Hồng Phấn 4.6g,user_09,2025-11-21T18:17:00Z,56,0,,0.1208,0,0
ld_05655,Event,contacted,['quan-tam-duong-da'],53,low,,Son Môi Flawsome Good Times - Cam Hồng Đất (Bản Holiday) 2g,,2025-06-20T10:17:00Z,83,2,email,0.0624,0,0
ld_03927,InBound,nurturing,"['vip', 'mua-lai']",75,low,cmp_206,Mặt Nạ Ngủ Kiêm Son Dưỡng Môi BareSoul Không Màu 10g,user_01,2025-02-14T05:07:00Z,7,4,email,0.56,1,218000
ld_extra_01627,Website,new,[],39,low,,Son Tint Bóng Silkygirl 01 Papaya - Cam San Hô 3g,user_11,2025-11-15T14:25:00Z,43,1,email,0.0938,0,0
ld_07223,Partner,nurturing,['quan-tam-duong-da'],68,urgent,cmp_577,Son Môi Naris Cosmetic Coeor P02,user_22,2025-11-20T05:59:00Z,89,0,,0.4044,0,0
ld_extra_06090,InBound,qualified,"['hot-lead', 'vip']",37,high,cmp_619,Son Kem Lì B.O.M #H BG 501 Vintage Brick - Đỏ Gạch 8.5g,,2025-06-23T14:56:00Z,67,3,chat,0.5902,1,834000
ld_02899,Partner,new,['hot-lead'],88,low,cmp_161,Son Kem L'Oreal Mịn Lì Nhẹ Môi 223 I Loose Up - Cam Đất 7ml,user_10,2025-10-05T13:36:00Z,3,5,message,0.5704,1,420000
ld_extra_03617,Partner,qualified,"['hot-lead', 'vip']",70,high,cmp_894,Son Kem Lì SILKYGIRL Nhẹ Môi Màu Cam 05 Hot Sala 3.8ml,,2025-06-29T10:23:00Z,82,2,chat,0.5514,1,159000
ld_07584,Event,qualified,[],33,low,cmp_166,Son Kem Lì 3CE Bake Beige - Cam Hồng Phấn 4.6g,user_15,2025-06-21T09:40:00Z,4,1,chat,0.0464,0,0
ld_extra_04458,LandingPage,qualified,[],13,medium,cmp_337,Son Bóng 3CE Dạng Gel Màu Weekend 4g,user_21,2025-07-04T00:29:00Z,2,2,call,0.2607,0,0
ld_00641,Partner,contacted,['hot-lead'],75,medium,cmp_172,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_11,2025-06-19T09:28:00Z,58,4,chat,0.56,1,112000
ld_extra_02832,Referral,new,"['hot-lead', 'vip']",91,urgent,cmp_782,Son Môi Flawsome Sunday Morning - Đỏ Hồng Trầm (Bản Holiday) 2g,user_04,2025-06-01T04:05:00Z,34,2,message,0.4371,0,0
ld_extra_06723,TiktokAds,contacted,[],45,low,,Son Bóng 3CE Dạng Gel Màu Weekend 4g,user_24,2025-03-11T14:23:00Z,75,0,,0.0802,0,0
ld_extra_09896,TiktokAds,contacted,[],49,low,,Son Môi Flawsome With Me - Cam Đất (Bản Holiday) 2g,user_06,2025-07-29T01:41:00Z,73,0,,0.0764,0,0
ld_extra_02746,InBound,nurturing,"['vip', 'mua-lai']",82,medium,cmp_100,Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi Hương Tinh Khiết 2.4g,user_06,2025-01-12T03:49:00Z,3,0,,0.3795,1,65000
ld_00483,Event,new,['quan-tam-duong-da'],71,medium,,[HSD 07/2026] Son Tint Judydoll Căng Mọng - N05 Hồng Sung Sữa 2.4g,user_22,2025-01-28T05:31:00Z,64,2,email,0.0768,1,270000
ld_06092,FacebookAds,nurturing,[],78,high,cmp_562,Son Tint Bóng Silkygirl 02 Sugar - Cam Đào 3g,user_05,2025-04-19T17:48:00Z,47,0,,0.1624,0,0
ld_07291,FacebookAds,nurturing,['quan-tam-duong-da'],28,low,cmp_886,Son Dưỡng Có Màu Vaseline Đỏ Tươi Tắn 3g,user_02,2025-11-18T22:48:00Z,29,0,,0.0424,0,0
ld_extra_02953,Website,new,"['hot-lead', 'vip']",83,urgent,cmp_604,Son Thỏi 3CE Mềm Môi 07 Knit - Hồng Khô 3.5g,user_15,2025-01-12T11:24:00Z,34,4,email,0.3412,0,0
ld_extra_07595,InBound,nurturing,['quan-tam-son'],95,urgent,,Son Kem Lì Flawsome Mịn Nhẹ Be Mine - Nâu Cam 3g,user_02,2025-01-16T17:25:00Z,50,3,email,0.3781,0,0
ld_extra_00129,InBound,contacted,['vip'],95,medium,cmp_130,Son Thỏi 3CE Căng Bóng Coldest - Hồng Mận Lạnh 1.7g,user_29,2025-11-16T20:17:00Z,6,4,email,0.6177,1,274000
ld_extra_09471,TiktokAds,qualified,['quan-tam-son'],56,low,,Son Kem Lì 3CE Mịn Như Nhung Daffodil - Đậu Đỏ 4g,user_15,2025-08-06T18:01:00Z,31,4,chat,0.1727,0,0
ld_extra_09836,Referral,nurturing,['quan-tam-son'],78,urgent,,Son Tint Bóng Silkygirl 03 Berry - Hồng Đỏ 3g,user_07,2025-07-28T12:08:00Z,36,3,call,0.5497,1,147000
ld_03979,Partner,contacted,"['vip', 'mua-lai']",81,medium,,Son Kem Lì Cathy Doll #05 Like U Summer 3.5 g,user_16,2025-01-06T16:10:00Z,66,6,chat,0.5648,1,159000
ld_06422,Event,new,[],49,high,cmp_848,Son Thỏi 3CE Căng Bóng Coldest - Hồng Mận Lạnh 1.7g,user_23,2025-04-18T11:44:00Z,28,0,,0.1392,0,0
ld_03376,LandingPage,qualified,['quan-tam-duong-da'],71,medium,cmp_184,Son Kem Black Rouge FV02 Fig Rose - Hồng Ánh Cam 3.5g,user_03,2025-04-27T10:44:00Z,42,3,email,0.1568,1,356000
ld_extra_03610,FacebookAds,contacted,[],38,low,cmp_520,Son Trang Điểm Flawsome Echo - Đỏ Cherry 3g,user_12,2025-05-14T10:08:00Z,34,1,call,0.1083,1,110000
ld_extra_06925,InBound,qualified,"['hot-lead', 'vip']",78,medium,cmp_686,Son Dưỡng B.O.M 06 Pure Rose - Hồng Đào 4.5g,user_19,2025-05-08T14:15:00Z,31,4,chat,0.4943,1,311000
ld_04780,Event,nurturing,['hot-lead'],66,high,cmp_525,Set 2 Son Trang Điểm Flawsome (Đỏ Nâu 3g + Cam Gạch 3g),user_20,2025-04-04T22:30:00Z,63,4,message,0.3828,1,220000
ld_06933,TiktokAds,new,[],30,urgent,,Son Tint Nookoi Căng Mọng Màu T13 Hồng Đào 3.8g,user_18,2025-07-09T22:39:00Z,89,1,chat,0.124,0,0
ld_extra_07687,Referral,new,"['hot-lead', 'vip']",94,high,,Son Kem Maybelline 30 Coquettish - Hoa Hồng Đỏ 5ml,user_23,2025-01-15T01:22:00Z,73,2,call,0.4268,0,0
ld_extra_07026,LandingPage,contacted,[],5,medium,cmp_780,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,user_27,2025-11-22T11:05:00Z,5,0,,0.0908,0,0
ld_02623,InBound,nurturing,"['hot-lead', 'mua-lai']",82,low,cmp_137,Son Bóng Joocyee Màu 01 Mango Pomelo Sago 3.2g,,2025-09-29T20:08:00Z,41,5,email,0.5656,1,278000
ld_extra_01929,Event,contacted,['hot-lead'],39,medium,,Son Kem Black Rouge FV02 Fig Rose - Hồng Ánh Cam 3.5g,user_18,2025-12-27T14:35:00Z,3,0,,0.1471,0,0
ld_extra_08086,InBound,new,['quan-tam-son'],79,urgent,,Son Tint Black Rouge DL08 Apricot Nudism - Be Da 4.1g,user_03,2025-07-12T20:25:00Z,26,4,chat,0.2572,0,0
ld_extra_08731,InBound,qualified,['quan-tam-son'],84,urgent,,Son Kem Lì 3CE Mịn Như Nhung Daffodil - Đậu Đỏ 4g,,2025-12-29T06:56:00Z,30,2,chat,0.3175,1,249000
ld_04581,Referral,new,"['vip', 'mua-lai']",80,high,,Son Thỏi Lì Cezanne Mềm Mịn Lâu Trôi #407 Cam Đỏ Cháy 3.9g,user_01,2025-05-25T20:25:00Z,56,2,message,0.564,1,390000
ld_extra_05096,TiktokAds,contacted,"['hot-lead', 'vip']",50,high,cmp_451,Sáp Dưỡng Môi Vaseline Hồng Xinh 7g,user_08,2025-05-01T21:35:00Z,76,1,chat,0.27,0,0
ld_extra_02316,InBound,nurturing,"['hot-lead', 'vip']",68,urgent,cmp_780,Son Kem Lì 3CE Laydown - Thạch Trà Ô Long 4.6g,user_01,2025-11-15T15:18:00Z,85,5,call,0.5723,0,0
ld_extra_02472,InBound,new,['hot-lead'],73,high,,Son Lì B.O.M #811 My Fancy Red - Đỏ Rượu 3.5g,user_23,2025-10-08T01:17:00Z,39,5,message,0.6102,0,0
ld_09203,TiktokAds,qualified,['quan-tam-duong-da'],35,urgent,,Son Kem Lì Nookoi Mềm Mịn Màu R24 Hồng Dâu 4g,user_10,2025-10-22T22:21:00Z,48,0,,0.128,0,0
ld_extra_06205,TiktokAds,new,[],22,medium,,[Mini] Combo 4 Nước Tẩy Trang Mắt Môi Maybelline 40ml,user_06,2025-12-03T16:15:00Z,49,0,,0.0734,0,0
ld_06464,FacebookAds,qualified,[],40,high,cmp_409,Son Môi Naris Cosmetics Coeor B02 Cam Cháy 3.2g,user_01,2025-08-08T05:40:00Z,60,0,,0.132,0,0
ld_extra_01711,TiktokAds,contacted,[],42,low,cmp_330,Son Lì Naris Ailus Mịn Môi Màu 01 Đỏ Thuần 4g,user_10,2025-11-01T01:00:00Z,87,0,,0.0798,0,0
ld_01154,Event,nurturing,['mua-lai'],83,urgent,,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_24,2025-04-28T08:13:00Z,49,2,email,0.3164,1,224000
ld_extra_06497,Website,contacted,['vip'],70,urgent,cmp_593,Son Tint Nookoi Căng Mọng Màu T16 Hồng Đỏ Đất 3.8g,user_08,2025-11-18T02:30:00Z,80,4,email,0.3371,0,0
ld_09927,LandingPage,qualified,['quan-tam-duong-da'],25,urgent,cmp_605,Son Kem Bùn Into You Lì Mịn Nhẹ - W2 Hồng San Hô 1.8g,user_12,2025-02-02T03:32:00Z,28,2,call,0.12,0,0
ld_extra_07966,Event,qualified,['quan-tam-duong-da'],37,medium,,Son Kem Silkygirl Tươi Mọng Lâu Trôi - 06 Hồng San Hô 4.5g,user_29,2025-10-02T23:15:00Z,63,2,chat,0.1471,0,0
ld_extra_06970,Referral,nurturing,"['hot-lead', 'vip']",70,high,cmp_537,Son Kem Maybelline 15 Skinny Dip - Hồng Đất 5ml,user_06,2025-02-27T18:38:00Z,50,3,chat,0.6127,0,0
ld_extra_06829,LandingPage,nurturing,['hot-lead'],49,medium,cmp_240,Son Kem Lì 3CE Laydown - Thạch Trà Ô Long 4.6g,user_18,2025-08-16T19:16:00Z,40,2,chat,0.389,0,0
ld_extra_01904,InBound,nurturing,['mua-lai'],90,high,,Son Kem Lì Cathy Doll #11 Red N Beach 3.5g,user_03,2025-11-05T20:19:00Z,20,1,message,0.5281,0,0
ld_09202,Partner,qualified,['quan-tam-duong-da'],38,urgent,cmp_257,Son Bóng Maybelline 130 Extra - Đỏ Nâu Đất 4.2ml,user_22,2025-01-31T23:25:00Z,0,2,call,0.3804,0,0
ld_extra_07671,TiktokAds,qualified,['quan-tam-duong-da'],47,low,cmp_198,Son Kem Lì Glamrr Q 02 Lovely Day - Đỏ Nâu Trầm 5g,user_14,2025-12-04T01:24:00Z,31,0,,0.0774,0,0
ld_05636,TiktokAds,nurturing,[],31,high,,Son Kem Black Rouge FV05 Peonish - Hồng Khô 3.5g,,2025-08-15T03:50:00Z,50,0,,0.1248,0,0
ld_04881,Event,new,['vip'],62,high,cmp_576,Son Trang Điểm Flawsome Echo - Đỏ Cherry 3g,user_14,2025-01-10T15:27:00Z,9,5,message,0.3796,1,220000
ld_extra_04659,Website,qualified,[],10,low,cmp_287,[Mini] Son Kem Lì 3CE Daffodil - Đỏ Đất 1.5g,user_04,2025-06-05T12:27:00Z,29,0,,0.2217,0,0
ld_04025,LandingPage,new,['vip'],83,low,cmp_698,[HSD 08/2026] Son Dưỡng Có Màu Silkygirl 02 Luscious - Đỏ Cháy 3.2g,,2025-03-25T01:12:00Z,41,3,message,0.3164,1,67000
ld_07201,FacebookAds,new,['quan-tam-duong-da'],24,medium,cmp_198,[HSD 03/2026] Son Tint Black Rouge DL14 Maximal Brown - Nâu Gạch 4.1g,user_26,2025-08-16T00:05:00Z,9,0,,0.0392,0,0
ld_08188,TiktokAds,qualified,[],59,medium,,Son Dưỡng B.O.M 05 Pure Cherry - Hồng San Hô 4.5g,user_28,2025-06-17T00:16:00Z,18,0,,0.0672,0,0
ld_04511,Referral,qualified,['hot-lead'],94,urgent,,Son Thỏi Lì BYS Mịn Môi L341 Idolise - Hồng Đất 3.5g,,2025-04-11T19:53:00Z,8,3,chat,0.6552,1,144000
ld_04073,InBound,qualified,"['hot-lead', 'mua-lai']",74,high,cmp_270,Son Thỏi Joocyee Mịn Lì Màu 121 Burnt Peach Wood 3.2g,user_18,2025-04-13T09:44:00Z,23,5,chat,0.6392,1,154000
ld_extra_01025,Partner,new,['quan-tam-duong-da'],59,low,cmp_643,Son Bóng 3CE Dạng Gel Màu Shy 4g,user_23,2025-11-24T08:56:00Z,63,0,,0.2808,0,0
ld_extra_08865,TiktokAds,contacted,[],55,medium,cmp_686,"Combo 2 Son Dưỡng LipIce Hương Trà Sữa, Màu Hồng Cam Đất + Hương Trà Dâu - Màu Đỏ Cam 2.4g",user_23,2025-10-21T14:42:00Z,71,0,,0.0733,0,0
ld_extra_07225,Website,qualified,['quan-tam-duong-da'],51,medium,cmp_493,Son Tint Judydoll Căng Mọng - 11 Hồng Đất 2.4g,user_11,2025-03-20T12:43:00Z,58,1,chat,0.2025,0,0
ld_extra_09661,Website,new,[],51,low,cmp_558,Son Kem Lì B.O.M #H RD 102 Vampire Red - Đỏ Rượu 8.5g,user_24,2025-05-18T20:59:00Z,82,1,email,0.1039,0,0
ld_extra_07064,InBound,nurturing,[],42,low,cmp_498,Son Kem Lì Silkygirl Lâu Trôi 06 Bubbly - Đỏ Đất 2ml,user_30,2025-01-29T07:10:00Z,40,1,call,0.2522,0,0
ld_00853,Partner,contacted,['mua-lai'],72,high,,Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dâu 25g,user_18,2025-09-19T11:40:00Z,86,4,email,0.6376,1,69000
ld_00468,Event,new,['hot-lead'],88,urgent,cmp_405,Son Kem Lì 3CE Sepia - Đỏ Táo Trầm 4.6g,user_25,2025-05-09T02:10:00Z,9,2,message,0.3204,1,249000
ld_06663,FacebookAds,nurturing,['quan-tam-duong-da'],35,low,cmp_556,Son Lì B.O.M #803 My Orange - Đỏ Cam 3.5g,user_30,2025-10-03T20:58:00Z,58,0,,0.048,0,0
ld_extra_02326,FacebookAds,qualified,['quan-tam-duong-da'],38,medium,cmp_715,Son Bóng Maybelline 130 Extra - Đỏ Nâu Đất 4.2ml,user_17,2025-08-30T00:17:00Z,64,2,email,0.2287,1,182000
ld_extra_06819,Event,nurturing,['mua-lai'],51,high,cmp_179,Son Tint Bóng Silkygirl 05 Toffee - Đỏ Cam Đất 3g,user_17,2025-05-17T02:04:00Z,32,0,,0.2821,0,0
ld_extra_00498,Partner,contacted,"['vip', 'mua-lai']",86,high,cmp_736,Son Môi Naris Cosmetic Coeor P02,user_18,2025-07-09T05:41:00Z,44,3,email,0.6435,1,735000
ld_extra_06755,FacebookAds,qualified,['quan-tam-duong-da'],48,medium,cmp_225,Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dưa Hấu 25g,,2025-05-31T08:11:00Z,0,2,chat,0.1647,0,0
ld_extra_09972,Event,qualified,[],41,medium,cmp_562,Son Kem Lì 3CE Sepia - Đỏ Táo Trầm 4.6g,user_17,2025-07-04T12:53:00Z,40,0,,0.1226,0,0
ld_extra_01496,TiktokAds,new,['vip'],59,low,cmp_753,Son Bóng Maybelline 130 Extra - Đỏ Nâu Đất 4.2ml,user_15,2025-06-08T03:38:00Z,80,2,call,0.1748,0,0
ld_extra_00733,FacebookAds,nurturing,[],64,medium,cmp_609,Combo Judydoll Son Dưỡng Có Màu 04 Hồng Cam Lạnh + Son Tint N05 Hồng Sung Sữa 3g+2.4g,user_04,2025-06-16T06:34:00Z,85,0,,0.1215,0,0
ld_00737,InBound,new,['quan-tam-duong-da'],76,low,cmp_664,Son Kem Bùn & Má Hồng Into You - EM05 Cam Đất 2g (Thỏi),,2025-11-23T09:58:00Z,16,3,call,0.4108,1,108000
ld_08137,LandingPage,nurturing,[],25,medium,cmp_784,Son Kem Lì Nookoi Mềm Mịn Màu R26 Hồng Khói 4g,user_07,2025-05-24T09:04:00Z,5,0,,0.04,0,0
ld_extra_01124,InBound,nurturing,"['hot-lead', 'mua-lai']",52,high,cmp_453,Son Kem Lì 3CE Mịn Màng Như Nhung Childlike - Cam Cháy 4g,user_15,2025-12-05T10:26:00Z,67,0,,0.4417,0,0
ld_extra_01794,Event,nurturing,['quan-tam-duong-da'],50,low,,Son Tint Black Rouge DL06 Woody Layer Đỏ Nâu Pha Cam 4.1g,user_03,2025-02-20T18:17:00Z,46,0,,0.1177,1,194000
ld_extra_02091,TiktokAds,qualified,[],51,medium,,Son Tint Bóng Silkygirl 05 Toffee - Đỏ Cam Đất 3g,user_26,2025-07-10T23:40:00Z,45,0,,0.1505,0,0
ld_extra_01508,LandingPage,qualified,[],65,low,cmp_224,Son Tint Nookoi Căng Mọng Màu T13 Hồng Đào 3.8g,,2025-10-14T09:26:00Z,13,1,email,0.1357,0,0
ld_00451,InBound,new,"['hot-lead', 'vip']",81,medium,,Combo 2 Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Hồng Cam + Hồng Đất 2.4g,user_10,2025-04-30T09:18:00Z,2,2,email,0.4848,1,130000
ld_extra_00947,Referral,nurturing,['vip'],88,urgent,,Son Môi Flawsome Good Times - Cam Hồng Đất (Bản Holiday) 2g,user_01,2025-02-14T20:25:00Z,39,1,call,0.5495,1,270000
ld_07015,Event,new,['quan-tam-duong-da'],53,low,,Son Kem Lì 3CE Chasing Rose - Hồng Kem Sữa 4.6g,user_30,2025-06-08T16:59:00Z,47,1,email,0.0624,0,0
ld_02458,InBound,contacted,"['hot-lead', 'vip']",86,high,cmp_596,[HSD 07/2026] Son Tint Judydoll Căng Bóng Mát Lạnh - 11 Hồng Vỏ Đỗ 2.4g,user_01,2025-12-18T09:44:00Z,72,2,message,0.5688,1,127000
ld_06864,InBound,contacted,[],63,low,cmp_254,"Combo 2 Son Dưỡng LipIce Thỏ Bảy Màu Hương Trà Đào, Hồng Cam + Hương Choco Mint, Hồng Ửng Đỏ 2.4g",,2025-04-07T18:48:00Z,72,0,,0.3204,0,0
ld_extra_05425,Event,nurturing,['quan-tam-duong-da'],45,medium,cmp_631,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_22,2025-05-27T09:30:00Z,60,3,call,0.13,0,0
ld_extra_07991,FacebookAds,qualified,[],40,low,cmp_344,Son Lì B.O.M #808 My Warm Red - Đỏ Đất 3.5g,user_30,2025-05-15T17:14:00Z,53,0,,0.0671,0,0
ld_02393,Website,new,['hot-lead'],68,urgent,cmp_286,Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g,user_15,2025-03-30T07:30:00Z,31,6,chat,0.3844,1,239000
ld_extra_05781,Referral,contacted,['hot-lead'],89,medium,cmp_301,Son Lì B.O.M #809 My Chily Red - Đỏ Nâu 3.5g,user_07,2025-06-10T04:11:00Z,60,2,message,0.3764,1,616000
ld_08723,TiktokAds,contacted,[],36,medium,cmp_525,Son Kem Lì B.O.M #H BG 502 Sunset Brown - Cam Da 8.5g,user_03,2025-03-24T07:27:00Z,49,0,,0.0488,0,0
ld_extra_02093,Website,new,['mua-lai'],78,medium,cmp_570,"[HSD 07/2026] Son Dưỡng Môi Milaganics Gấc Dưỡng Ẩm, Giảm Thâm Môi 4.5g",,2025-04-16T16:11:00Z,56,5,message,0.3639,1,30000
ld_04837,Referral,nurturing,"['hot-lead', 'vip']",69,urgent,cmp_158,Son Kem Lì B.O.M #H BG 501 Vintage Brick - Đỏ Gạch 8.5g,user_22,2025-01-28T04:14:00Z,19,3,email,0.6352,1,278000
ld_01145,InBound,qualified,"['hot-lead', 'mua-lai']",79,urgent,cmp_389,Son Môi Naris Cosmetic Coeor P02,user_12,2025-11-03T05:31:00Z,79,2,chat,0.5632,1,1470000
ld_extra_04554,Referral,qualified,"['hot-lead', 'vip']",93,medium,cmp_700,Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g,,2025-03-19T03:04:00Z,75,3,call,0.5088,1,83000
ld_extra_09965,TiktokAds,new,[],65,urgent,cmp_343,Son Tint Black Rouge DL06 Woody Layer Đỏ Nâu Pha Cam 4.1g,user_12,2025-06-09T04:15:00Z,12,1,message,0.1216,0,0
ld_05413,LandingPage,qualified,[],31,low,cmp_344,Son Lì B.O.M #808 My Warm Red - Đỏ Đất 3.5g,user_26,2025-07-11T16:19:00Z,61,0,,0.0448,0,0
ld_extra_01184,FacebookAds,contacted,[],45,low,,[HSD 05/2026] Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml,,2025-12-30T05:01:00Z,51,0,,0.1064,0,0
ld_02134,FacebookAds,qualified,"['vip', 'mua-lai']",68,medium,,Son Tint Black Rouge DL06 Woody Layer Đỏ Nâu Pha Cam 4.1g,user_13,2025-11-01T22:01:00Z,5,2,message,0.2244,1,194000
ld_02938,Partner,contacted,"['hot-lead', 'mua-lai']",97,low,,Son Lì B.O.M #811 My Fancy Red - Đỏ Rượu 3.5g,user_08,2025-09-04T17:27:00Z,36,3,message,0.5776,1,342000
ld_extra_03625,Partner,contacted,"['hot-lead', 'vip']",77,urgent,,Set 2 Son Trang Điểm Flawsome (Đỏ Nâu 3g + Cam Gạch 3g),user_29,2025-07-29T18:25:00Z,22,4,message,0.5221,1,220000
